Name,Genome,contig,Start,End,Source,Note,familyID
exooli1_139439_139440_139441_139442_139443,,,,,Gluck-Thaler and Vogan (2024),,n.d.
exosid1_tyr5117,,,,,Gluck-Thaler and Vogan (2024),,fam05
exoxen1_tyr5127,,,,,Gluck-Thaler and Vogan (2024),,fam05
exooli1_139457_139458_139459_139460,,,,,Gluck-Thaler and Vogan (2024),,n.d.
elagra2_6724,,,,,Gluck-Thaler and Vogan (2024),,fam05
endpal1_11393_11394,,,,,Gluck-Thaler and Vogan (2024),,n.d.
talpin1_KAF3392106.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
talrug1_tyr10331,,,,,Gluck-Thaler and Vogan (2024),,fam05
solorina.crocea.1_tyr3630,solorina.crocea.1,solorina.crocea.1_1347,10608,12595,Newly-annotated lichen genomes,,
endocarpon.pusillum.2_tyr3372,endocarpon.pusillum.2,endocarpon.pusillum.2_39,50463,52328,Newly-annotated lichen genomes,,
muellerella.sp..1_tyr1789,muellerella.sp..1,muellerella.sp..1_3,170083,171682,Newly-annotated lichen genomes,,
lambiella.insularis.1_tyr2509,lambiella.insularis.1,lambiella.insularis.1_53,398136,400493,Newly-annotated lichen genomes,,
porpidia.macrocarpa.1_tyr3848,porpidia.macrocarpa.1,porpidia.macrocarpa.1_793,1385,2739,Newly-annotated lichen genomes,,
acarospora.sp..1_tyr552,acarospora.sp..1,acarospora.sp..1_745,7357,10089,Newly-annotated lichen genomes,,
erebil1_463208,,,,,Gluck-Thaler and Vogan (2024),,fam02
erebil1_472933_308236,,,,,Gluck-Thaler and Vogan (2024),,n.d.
HEPHAESTUS_Pvar-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam02
aspasp7_tyr611,,,,,Gluck-Thaler and Vogan (2024),,fam02
asplep2_tyr1807,,,,,Gluck-Thaler and Vogan (2024),,fam02
aspasp3_tyr574,,,,,Gluck-Thaler and Vogan (2024),,fam02
emeafr1_OAX78725.1_OAX78726.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
penant1_1867_1868,,,,,Gluck-Thaler and Vogan (2024),,n.d.
Starship-1_Afel-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam02
Starship-1_Afum-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam02
aspfum4_KMK55507.1,,,,,Gluck-Thaler and Vogan (2024),,fam02
aspnig10_tyr2036,,,,,Gluck-Thaler and Vogan (2024),,fam02
aspche2_tyr890,,,,,Gluck-Thaler and Vogan (2024),,fam02
aspgla1_OJJ83717.1,,,,,Gluck-Thaler and Vogan (2024),,fam02
asplat6_tyr1695,,,,,Gluck-Thaler and Vogan (2024),,fam02
aspsyd2_tyr2767,,,,,Gluck-Thaler and Vogan (2024),,fam02
Starship-1_Tmar-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam02
talver1_KUL81284.1,,,,,Gluck-Thaler and Vogan (2024),,fam02
talisl1_2669,,,,,Gluck-Thaler and Vogan (2024),,fam02
talsti1_3815_3816,,,,,Gluck-Thaler and Vogan (2024),,n.d.
aspaff1_tyr364,,,,,Gluck-Thaler and Vogan (2024),,fam02
aspbru4_tyr759,,,,,Gluck-Thaler and Vogan (2024),,fam02
blader3_11177,,,,,Gluck-Thaler and Vogan (2024),,fam02
cocimm1_628,,,,,Gluck-Thaler and Vogan (2024),,fam02
muellerella.sp..1_tyr1324,muellerella.sp..1,muellerella.sp..1_2,1230908,1233361,Newly-annotated lichen genomes,,
evernia.prunastri.2_tyr1283,evernia.prunastri.2,evernia.prunastri.2_897,5926,8332,Newly-annotated lichen genomes,,
peltigera.extenuata.1_tyr2566,peltigera.extenuata.1,peltigera.extenuata.1_381,23210,24003,Newly-annotated lichen genomes,,
solorina.crocea.1_tyr2911,solorina.crocea.1,solorina.crocea.1_514,50758,52012,Newly-annotated lichen genomes,,
gluame1_KAH0542861.1,,,,,Gluck-Thaler and Vogan (2024),,clade01
sticta.sp..1_tyr2883,sticta.sp..1,sticta.sp..1_1714,2946,4573,Newly-annotated lichen genomes,,
opegrapha.moroziana.1_tyr1878,opegrapha.moroziana.1,opegrapha.moroziana.1_893,2578,4303,Newly-annotated lichen genomes,,
arthonia.rubella.1_tyr714,arthonia.rubella.1,arthonia.rubella.1_3009,864,2631,Newly-annotated lichen genomes,,
umbilicaria.crustulosa.2_tyr13,umbilicaria.crustulosa.2,umbilicaria.crustulosa.2_8,621938,624274,Newly-annotated lichen genomes,,
stictis.urceolata.2_tyr390,stictis.urceolata.2,stictis.urceolata.2_902,9248,10905,Newly-annotated lichen genomes,,
stictis.urceolata.1_tyr4160,stictis.urceolata.1,stictis.urceolata.1_301,849,2914,Newly-annotated lichen genomes,,
porpidia.subsimplex.1_tyr2738,porpidia.subsimplex.1,porpidia.subsimplex.1_1194,1209,3375,Newly-annotated lichen genomes,,
pertusaria.obruta.1_tyr2294,pertusaria.obruta.1,pertusaria.obruta.1_562,6194,7736,Newly-annotated lichen genomes,,
lobaria.immixta.1_tyr2979,lobaria.immixta.1,lobaria.immixta.1_700,21179,22318,Newly-annotated lichen genomes,,
lecidea.sp..1_tyr76,lecidea.sp..1,lecidea.sp..1_284,6256,7878,Newly-annotated lichen genomes,,
guynec1_997316_937336,,,,,Gluck-Thaler and Vogan (2024),,n.d.
hypsp.2_644004,,,,,Gluck-Thaler and Vogan (2024),,fam01
leisp.1_1338902,,,,,Gluck-Thaler and Vogan (2024),,fam01
rusear1_1273445,,,,,Gluck-Thaler and Vogan (2024),,fam01
polsqu1_536378,,,,,Gluck-Thaler and Vogan (2024),,fam01
tepsp.1_KAG6829646.1_KAG6829647.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
consp.1_1039156,,,,,Gluck-Thaler and Vogan (2024),,fam01
crypar1_KAF3763489.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
monsp.2_RYP22820.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
consp.1_662629,,,,,Gluck-Thaler and Vogan (2024),,fam01
monsp.2_RYP34851.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
monsp.3_RYP20312.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
madmyc1_955,,,,,Gluck-Thaler and Vogan (2024),,fam01
spoins1_7186,,,,,Gluck-Thaler and Vogan (2024),,fam01
icmadophila.ericetorum.1_tyr1831,icmadophila.ericetorum.1,icmadophila.ericetorum.1_46,148459,150042,Newly-annotated lichen genomes,,
fusver6_tyr6875,,,,,Gluck-Thaler and Vogan (2024),,fam01
fuscopannaria.leucosticta.1_tyr3928,fuscopannaria.leucosticta.1,fuscopannaria.leucosticta.1_110,14232,16251,Newly-annotated lichen genomes,,
XcGTX0491_008785-T1,,,,,Gluck-Thaler and Vogan (2024),,
crydep1_ODN97795.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusgad1_KAF4947046.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
fustri4_tyr6766,,,,,Gluck-Thaler and Vogan (2024),,fam01
triasp2_28945,,,,,Gluck-Thaler and Vogan (2024),,fam01
moelib1_2937_2938,,,,,Gluck-Thaler and Vogan (2024),,n.d.
xylsp.2_523567_536667,,,,,Gluck-Thaler and Vogan (2024),,n.d.
monibe1_RYO96122.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
hirmin1_tyr7282,,,,,Gluck-Thaler and Vogan (2024),,fam01
metacr1_8233,,,,,Gluck-Thaler and Vogan (2024),,fam01
metgui1_tyr8174,,,,,Gluck-Thaler and Vogan (2024),,fam01
valmal3_tyr10655,,,,,Gluck-Thaler and Vogan (2024),,fam01
durrog1_292270,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusbur1_tyr5341,,,,,Gluck-Thaler and Vogan (2024),,fam01
stacha1_2942,,,,,Gluck-Thaler and Vogan (2024),,fam01
triaru1_7814,,,,,Gluck-Thaler and Vogan (2024),,fam01
triham1_3351,,,,,Gluck-Thaler and Vogan (2024),,fam01
moncan1_tyr8276,,,,,Gluck-Thaler and Vogan (2024),,fam01
monsp.3_tyr8335,,,,,Gluck-Thaler and Vogan (2024),,fam01
elagra2_tyr4880,,,,,Gluck-Thaler and Vogan (2024),,fam01
beabas1_7480,,,,,Gluck-Thaler and Vogan (2024),,fam01
metrob3_EFY94016.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
trihar4_48485_396645,,,,,Gluck-Thaler and Vogan (2024),,n.d.
clorhi1_VUC06060.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusbur1_tyr5345,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusfus39_tyr5762,,,,,Gluck-Thaler and Vogan (2024),,fam01
fushae3_tyr5936,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusfus28_tyr5695,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusman2_tyr6048,,,,,Gluck-Thaler and Vogan (2024),,fam01
stacha2_KFA55155.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
stacha3_KEY73861.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusbra1_tyr5309,,,,,Gluck-Thaler and Vogan (2024),,fam01
fuskur1_RMI94325.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
fussol2_tyr6622,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusven3_tyr6863,,,,,Gluck-Thaler and Vogan (2024),,fam01
fustuc1_tyr6790,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusoxy45_KAG7413195.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusfus31_tyr5721,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusfus24_tyr5659,,,,,Gluck-Thaler and Vogan (2024),,fam01
leclec1_6749,,,,,Gluck-Thaler and Vogan (2024),,fam01
dalsp.1_361367,,,,,Gluck-Thaler and Vogan (2024),,fam01
xylcf.1_526122,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusfal1_tyr5526,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusfus38_tyr5754,,,,,Gluck-Thaler and Vogan (2024),,fam01
golmag1_tyr7146,,,,,Gluck-Thaler and Vogan (2024),,fam01
colsoj1_KAF6812414.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
dacmac1_34260,,,,,Gluck-Thaler and Vogan (2024),,fam01
micbol1_226188,,,,,Gluck-Thaler and Vogan (2024),,fam01
mictri1_300110,,,,,Gluck-Thaler and Vogan (2024),,fam01
mictri1_377953,,,,,Gluck-Thaler and Vogan (2024),,fam01
xylographa.bjoerkii.1_tyr163,xylographa.bjoerkii.1,xylographa.bjoerkii.1_163,25829,27746,Newly-annotated lichen genomes,,
psedes1_5938,,,,,Gluck-Thaler and Vogan (2024),,fam01
psesp.11_OBT51882.1_OBT51880.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
psesp.13_KFX93134.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
psesp.13_tyr9350,,,,,Gluck-Thaler and Vogan (2024),,fam01
psesp.11_OBT54041.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
lepsp.1_tyr7902,,,,,Gluck-Thaler and Vogan (2024),,fam01
rhesp.1_195900,,,,,Gluck-Thaler and Vogan (2024),,fam01
parpol1_3559,,,,,Gluck-Thaler and Vogan (2024),,fam01
parpol1_tyr8652,,,,,Gluck-Thaler and Vogan (2024),,fam01
parpol1_tyr8651,,,,,Gluck-Thaler and Vogan (2024),,fam01
melbic1_634125,,,,,Gluck-Thaler and Vogan (2024),,fam01
cadsp.1_437647_620720_620728,,,,,Gluck-Thaler and Vogan (2024),,n.d.
cadsp.1_443130,,,,,Gluck-Thaler and Vogan (2024),,fam01
lepsp.1_451448,,,,,Gluck-Thaler and Vogan (2024),,fam01
phisub1_tyr9118,,,,,Gluck-Thaler and Vogan (2024),,fam01
rhesp.1_375297,,,,,Gluck-Thaler and Vogan (2024),,fam01
zalvar1_689006,,,,,Gluck-Thaler and Vogan (2024),,fam01
lepsp.1_560113_646570,,,,,Gluck-Thaler and Vogan (2024),,n.d.
lepsp.1_674126,,,,,Gluck-Thaler and Vogan (2024),,fam01
lepsp.1_739939,,,,,Gluck-Thaler and Vogan (2024),,fam01
leosp.1_206943_730274,,,,,Gluck-Thaler and Vogan (2024),,n.d.
lepsp.1_734986,,,,,Gluck-Thaler and Vogan (2024),,fam01
bothya1_tyr3649,,,,,Gluck-Thaler and Vogan (2024),,fam01
hypocenomyce.scalaris.3_tyr680,hypocenomyce.scalaris.3,hypocenomyce.scalaris.3_93,6779,9167,Newly-annotated lichen genomes,,
leprocaulales.sp..1_tyr2957,leprocaulales.sp..1,leprocaulales.sp..1_2230,197,2828,Newly-annotated lichen genomes,,
monfru1_KAA8574662.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
monfru3_KAG4027417.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
monlax1_KAB8302114.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
solorina.crocea.1_tyr419,solorina.crocea.1,solorina.crocea.1_2709,4383,5954,Newly-annotated lichen genomes,,
cadsp.1_440977_440967_440971_440978,,,,,Gluck-Thaler and Vogan (2024),,n.d.
lacari1_TVY17613.1_TVY17612.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
lachya1_TVY29336.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
psesp.15_KFY65136.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
venech1_RDL30427.1_RDL30426.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
scylig1_RFU28318.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
zalvar1_538602,,,,,Gluck-Thaler and Vogan (2024),,fam01
amores1_PSS18505.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
cudaci1_KAF4633412.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
dacest1_591128_591130,,,,,Gluck-Thaler and Vogan (2024),,n.d.
phamin1_EOO01307.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
stachl1_3593,,,,,Gluck-Thaler and Vogan (2024),,fam01
hirmin1_5623,,,,,Gluck-Thaler and Vogan (2024),,fam01
metacr1_9370,,,,,Gluck-Thaler and Vogan (2024),,fam01
metani1_5588,,,,,Gluck-Thaler and Vogan (2024),,fam01
metmaj1_1405,,,,,Gluck-Thaler and Vogan (2024),,fam01
metrob3_EFZ00634.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
torhem1_1768,,,,,Gluck-Thaler and Vogan (2024),,fam01
fuscir3_tyr5364,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusoxy42_ENH71189.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusxyl4_KAG5801712.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusxyl9_tyr7052,,,,,Gluck-Thaler and Vogan (2024),,fam01
fuscom2_tyr5400,,,,,Gluck-Thaler and Vogan (2024),,fam01
umbilicaria.spodochroa.3_tyr3907,umbilicaria.spodochroa.3,umbilicaria.spodochroa.3_18,612806,614876,Newly-annotated lichen genomes,,
coltof2_tyr4412,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusalb2_tyr5195,,,,,Gluck-Thaler and Vogan (2024),,fam01
moncan1_RYO82366.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
fusvan1_EEU40131.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
metgui1_4539,,,,,Gluck-Thaler and Vogan (2024),,fam01
dalgra1_449726,,,,,Gluck-Thaler and Vogan (2024),,fam01
xylsp.14_291070_291074,,,,,Gluck-Thaler and Vogan (2024),,n.d.
metrob3_EFZ04323.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
isafum1_tyr7682,,,,,Gluck-Thaler and Vogan (2024),,fam01
dalgra1_438190,,,,,Gluck-Thaler and Vogan (2024),,fam01
kredeu2_484721,,,,,Gluck-Thaler and Vogan (2024),,fam01
kredeu2_tyr7716,,,,,Gluck-Thaler and Vogan (2024),,fam01
phicur1_TPX11403.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
mictri1_377759,,,,,Gluck-Thaler and Vogan (2024),,fam01
spoins1_661,,,,,Gluck-Thaler and Vogan (2024),,fam01
spoins1_7220,,,,,Gluck-Thaler and Vogan (2024),,fam01
spobra1_10170_10169,,,,,Gluck-Thaler and Vogan (2024),,n.d.
monsp.8_RYP61190.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
crypar1_KAF3763523.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
variospora.velana.1_tyr1530,variospora.velana.1,variospora.velana.1_211,17899,20239,Newly-annotated lichen genomes,,
botcon1_TGO45211.1_TGO45212.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
rutsp.2_PQE09269.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
rutsp.2_PQE27491.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
monfru1_KAA8565543.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
rutsp.1_PQE11730.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
rutsp.1_PQE28656.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
rutsp.2_PQE07086.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
sclcep1_KAF7865656.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
psedes1_tyr9258,,,,,Gluck-Thaler and Vogan (2024),,fam01
psesp.4_tyr9585,,,,,Gluck-Thaler and Vogan (2024),,fam01
botacl1_KAF7955521.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
botpae1_TGO22912.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
icmadophila.ericetorum.1_tyr1705,icmadophila.ericetorum.1,icmadophila.ericetorum.1_599,8580,9599,Newly-annotated lichen genomes,,
ptychographa.xylographoides.1_tyr2152,ptychographa.xylographoides.1,ptychographa.xylographoides.1_89,106292,108259,Newly-annotated lichen genomes,,
buellia.spuria.1_tyr2629,buellia.spuria.1,buellia.spuria.1_946,1762,3111,Newly-annotated lichen genomes,,
buellia.spuria.2_tyr1802,buellia.spuria.2,buellia.spuria.2_2092,2114,3282,Newly-annotated lichen genomes,,
phlyctis.petraea.1_tyr3242,phlyctis.petraea.1,phlyctis.petraea.1_172,4234,5986,Newly-annotated lichen genomes,,
rinodina.dolichospora.1_tyr2026,rinodina.dolichospora.1,rinodina.dolichospora.1_598,1343,3490,Newly-annotated lichen genomes,,
lecanora.rugosella.1_tyr990,lecanora.rugosella.1,lecanora.rugosella.1_1219,2781,4916,Newly-annotated lichen genomes,,
lecidea.sp..1_tyr236,lecidea.sp..1,lecidea.sp..1_200,7518,9364,Newly-annotated lichen genomes,,
punctelia.appalachensis.1_tyr2219,punctelia.appalachensis.1,punctelia.appalachensis.1_191,13617,16064,Newly-annotated lichen genomes,,
permac1_395901,,,,,Gluck-Thaler and Vogan (2024),,fam01
neopar1_6999,,,,,Gluck-Thaler and Vogan (2024),,fam01
endocarpon.pusillum.2_tyr2473,endocarpon.pusillum.2,endocarpon.pusillum.2_15,173106,175132,Newly-annotated lichen genomes,,
endocarpon.pusillum.1_tyr3655,endocarpon.pusillum.1,endocarpon.pusillum.1_218,8821,10131,Newly-annotated lichen genomes,,
endocarpon.pusillum.2_tyr1873,endocarpon.pusillum.2,endocarpon.pusillum.2_17,242829,245174,Newly-annotated lichen genomes,,
botryolepraria.lesdainii.1_tyr1709,botryolepraria.lesdainii.1,botryolepraria.lesdainii.1_338,8590,10041,Newly-annotated lichen genomes,,
zalvar1_685428,,,,,Gluck-Thaler and Vogan (2024),,fam01
aspasp2_tyr552,,,,,Gluck-Thaler and Vogan (2024),,fam01
paeniv1_69520,,,,,Gluck-Thaler and Vogan (2024),,fam01
penoxa1_tyr8890,,,,,Gluck-Thaler and Vogan (2024),,fam01
penrub2_KAF3021169.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
leprocaulon.nicholsiae.1_tyr3801,leprocaulon.nicholsiae.1,leprocaulon.nicholsiae.1_1281,2432,4481,Newly-annotated lichen genomes,,
chasp.7_RMZ87469.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
exooli1_134015,,,,,Gluck-Thaler and Vogan (2024),,fam01
rhimac1_8905,,,,,Gluck-Thaler and Vogan (2024),,fam01
phachl1_4396,,,,,Gluck-Thaler and Vogan (2024),,fam01
Phoenix_Mpha_mp053-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam01
macpha2_4023,,,,,Gluck-Thaler and Vogan (2024),,fam01
beabas1_10225,,,,,Gluck-Thaler and Vogan (2024),,fam01
metacr1_9181,,,,,Gluck-Thaler and Vogan (2024),,fam01
metrob3_tyr8212,,,,,Gluck-Thaler and Vogan (2024),,fam01
pocchl3_OAQ60539.2,,,,,Gluck-Thaler and Vogan (2024),,fam01
toloph1_tyr10453,,,,,Gluck-Thaler and Vogan (2024),,fam01
ilysp.2_681009,,,,,Gluck-Thaler and Vogan (2024),,fam01
metmaj1_10173,,,,,Gluck-Thaler and Vogan (2024),,fam01
podcom1_tyr9194,,,,,Gluck-Thaler and Vogan (2024),,fam01
tribis1_522931,,,,,Gluck-Thaler and Vogan (2024),,fam01
tribis1_534205_534208,,,,,Gluck-Thaler and Vogan (2024),,n.d.
teratosphaeriaceae.sp..1_tyr278,teratosphaeriaceae.sp..1,teratosphaeriaceae.sp..1_1,1617806,1619018,Newly-annotated lichen genomes,,
friend1_TKA26544.1,,,,,Gluck-Thaler and Vogan (2024),,clade01
mycosphaerellales.sp..1_tyr1726,mycosphaerellales.sp..1,mycosphaerellales.sp..1_1,1359459,1360475,Newly-annotated lichen genomes,,
aciric2_130832,,,,,Gluck-Thaler and Vogan (2024),,clade01
teratosphaeriaceae.sp..1_tyr2413,teratosphaeriaceae.sp..1,teratosphaeriaceae.sp..1_25,1206888,1208972,Newly-annotated lichen genomes,,
racsp.1_tyr9896,,,,,Gluck-Thaler and Vogan (2024),,clade01
acisp.1_KXL50416.1,,,,,Gluck-Thaler and Vogan (2024),,clade01
pasful1_KAH3646784.1,,,,,Gluck-Thaler and Vogan (2024),,clade01
zascel1_66988,,,,,Gluck-Thaler and Vogan (2024),,clade01
chrysothrix.sp..1_tyr303,chrysothrix.sp..1,chrysothrix.sp..1_208,5665,7851,Newly-annotated lichen genomes,,
zwackhia.viridis.1_tyr611,zwackhia.viridis.1,zwackhia.viridis.1_528,11431,13483,Newly-annotated lichen genomes,,
virvir1_581593,,,,,Gluck-Thaler and Vogan (2024),,fam01
lecanora.albella.1_tyr331,lecanora.albella.1,lecanora.albella.1_770,10090,12369,Newly-annotated lichen genomes,,
lecanora.strobilina.1_tyr1712,lecanora.strobilina.1,lecanora.strobilina.1_1156,3672,5865,Newly-annotated lichen genomes,,
lecanora.subimmergens.1_tyr3478,lecanora.subimmergens.1,lecanora.subimmergens.1_62,33383,35433,Newly-annotated lichen genomes,,
trapelia.coarctata.1_tyr378,trapelia.coarctata.1,trapelia.coarctata.1_193,1264,2583,Newly-annotated lichen genomes,,
pleopsidium.flavum.1_tyr2871,pleopsidium.flavum.1,pleopsidium.flavum.1_3187,1,1426,Newly-annotated lichen genomes,,
variospora.aurantia.1_tyr837,variospora.aurantia.1,variospora.aurantia.1_757,3695,4960,Newly-annotated lichen genomes,,
mobergia.calculiformis.1_tyr3516,mobergia.calculiformis.1,mobergia.calculiformis.1_196,43637,45070,Newly-annotated lichen genomes,,
phaeophyscia.squarrosa.1_tyr3355,phaeophyscia.squarrosa.1,phaeophyscia.squarrosa.1_949,10020,11618,Newly-annotated lichen genomes,,
xanthoparmelia.verrucella.1_tyr431,xanthoparmelia.verrucella.1,xanthoparmelia.verrucella.1_25,416,2809,Newly-annotated lichen genomes,,
gyalolechia.ehrenbergii.1_tyr2514,gyalolechia.ehrenbergii.1,gyalolechia.ehrenbergii.1_81,68743,70800,Newly-annotated lichen genomes,,
gyalolechia.marmorata.1_tyr1245,gyalolechia.marmorata.1,gyalolechia.marmorata.1_114,24301,26224,Newly-annotated lichen genomes,,
gyalolechia.gomerana.1_tyr3154,gyalolechia.gomerana.1,gyalolechia.gomerana.1_780,1584,3256,Newly-annotated lichen genomes,,
diploschistes.diacapsis.1_tyr1681,diploschistes.diacapsis.1,diploschistes.diacapsis.1_3135,1786,2967,Newly-annotated lichen genomes,,
porpidia.albocaerulescens.1_tyr3320,porpidia.albocaerulescens.1,porpidia.albocaerulescens.1_1024,8847,10896,Newly-annotated lichen genomes,,
acarospora.socialis.1_tyr2216,acarospora.socialis.1,acarospora.socialis.1_1,583577,584299,Newly-annotated lichen genomes,,
pleopsidium.flavum.1_tyr1541,pleopsidium.flavum.1,pleopsidium.flavum.1_725,450,1900,Newly-annotated lichen genomes,,
xanthoparmelia.tasmanica.1_tyr2842,xanthoparmelia.tasmanica.1,xanthoparmelia.tasmanica.1_1472,5157,7305,Newly-annotated lichen genomes,,
peltigera.hydrothyria.1_tyr3437,peltigera.hydrothyria.1,peltigera.hydrothyria.1_4255,21069,23446,Newly-annotated lichen genomes,,
suisub3_tyr10267,,,,,Gluck-Thaler and Vogan (2024),,fam01
umbilicaria.muhlenbergii.1_tyr2675,umbilicaria.muhlenbergii.1,umbilicaria.muhlenbergii.1_1,5138583,5140836,Newly-annotated lichen genomes,,
talsti1_4534,,,,,Gluck-Thaler and Vogan (2024),,fam01
aspasp13_tyr531,,,,,Gluck-Thaler and Vogan (2024),,fam01
asplat1_tyr1608,,,,,Gluck-Thaler and Vogan (2024),,fam01
aspawa1_tyr652,,,,,Gluck-Thaler and Vogan (2024),,fam01
aspcri1_2283,,,,,Gluck-Thaler and Vogan (2024),,fam01
aspluc3_tyr1878,,,,,Gluck-Thaler and Vogan (2024),,fam01
aspfis5_tyr1169,,,,,Gluck-Thaler and Vogan (2024),,fam01
asplen4_tyr1745,,,,,Gluck-Thaler and Vogan (2024),,fam01
asphir2_tyr1512,,,,,Gluck-Thaler and Vogan (2024),,fam01
artunc1_KAF3492431.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
blaper1_3236,,,,,Gluck-Thaler and Vogan (2024),,fam01
blaper1_4705,,,,,Gluck-Thaler and Vogan (2024),,fam01
cocimm1_4716,,,,,Gluck-Thaler and Vogan (2024),,fam01
uncree2_EEP82143.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
blagil1_OAT05240.1_OAT05241.1_OAT05242.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
parlut1_3075_3076,,,,,Gluck-Thaler and Vogan (2024),,n.d.
blaper1_4139_4140_4141,,,,,Gluck-Thaler and Vogan (2024),,n.d.
blaper1_5625,,,,,Gluck-Thaler and Vogan (2024),,fam01
psevol1_tyr9670,,,,,Gluck-Thaler and Vogan (2024),,fam01
cocimm2_KMU79836.1_KMU79837.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
blagil1_OAT07656.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
pertusaria.ostiolata.1_tyr2466,pertusaria.ostiolata.1,pertusaria.ostiolata.1_1624,3461,5798,Newly-annotated lichen genomes,,
lambiella.insularis.1_tyr2190,lambiella.insularis.1,lambiella.insularis.1_57,276883,278725,Newly-annotated lichen genomes,,
lasallia.pustulata.1_tyr527,lasallia.pustulata.1,lasallia.pustulata.1_1,2115493,2117800,Newly-annotated lichen genomes,,
umbpus1_102502,,,,,Gluck-Thaler and Vogan (2024),,fam01
lasallia.pustulata.7_tyr1579,lasallia.pustulata.7,lasallia.pustulata.7_893,36735,41976,Newly-annotated lichen genomes,,
umbpus1_107339,,,,,Gluck-Thaler and Vogan (2024),,fam01
laspus1_KAA6408389.1_KAA6408390.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
xanthoparmelia.verrucella.1_tyr2858,xanthoparmelia.verrucella.1,xanthoparmelia.verrucella.1_1730,1296,2473,Newly-annotated lichen genomes,,
