HOG	OG	Gene Tree Parent Clade	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_GTX0501	Xanthoria_parietina_SAMEA111342678	Xanthoria_parietina_SAMEA115359166
N1.HOG0007191	OG0006908	n0			XANPAOZ2100_008043-T1	XANPARI20_003671-T1
N1.HOG0007192	OG0006909	n0				XANPARI20_003672-T1
N1.HOG0007193	OG0006910	n0			XANPAOZ2100_008042-T1	XANPARI20_003673-T1
N1.HOG0007194	OG0006911	n0			XANPAOZ2100_008041-T1	XANPARI20_003674-T1
N1.HOG0007195	OG0006912	n0			XANPAOZ2100_008040-T1	XANPARI20_003677-T1
N1.HOG0007196	OG0006913	n0			XANPAOZ2100_008039-T1	XANPARI20_003678-T1
N1.HOG0007197	OG0006914	n0			XANPAOZ2100_008038-T1	XANPARI20_003679-T1
N1.HOG0007198	OG0006915	n0			XANPAOZ2100_008036-T1	XANPARI20_003682-T1
N1.HOG0007199	OG0006916	n0			XANPAOZ2100_008035-T1	XANPARI20_003683-T1
N1.HOG0007200	OG0006917	n0			XANPAOZ2100_008034-T1	XANPARI20_003684-T1
N1.HOG0007201	OG0006918	n0			XANPAOZ2100_008033-T1	XANPARI20_003685-T1
N1.HOG0007202	OG0006919	n0			XANPAOZ2100_008031-T1	XANPARI20_003687-T1
N1.HOG0007203	OG0006920	n0			XANPAOZ2100_008030-T1	XANPARI20_003688-T1
N1.HOG0007204	OG0006921	n0			XANPAOZ2100_008029-T1	XANPARI20_003689-T1
N1.HOG0007205	OG0006922	n0			XANPAOZ2100_008028-T1	XANPARI20_003691-T1
N1.HOG0007206	OG0006923	n0			XANPAOZ2100_008026-T1	XANPARI20_003694-T1
N1.HOG0007207	OG0006924	n0			XANPAOZ2100_008023-T1	XANPARI20_003696-T1
N1.HOG0007208	OG0006925	n0			XANPAOZ2100_008022-T1	XANPARI20_003698-T1
N1.HOG0007209	OG0006926	n0			XANPAOZ2100_008021-T1	XANPARI20_003699-T1
N1.HOG0007210	OG0006927	n0			XANPAOZ2100_008019-T1	XANPARI20_003703-T1
N1.HOG0007211	OG0006928	n0			XANPAOZ2100_008017-T1	XANPARI20_003705-T1
N1.HOG0007212	OG0006929	n0			XANPAOZ2100_008015-T1	XANPARI20_003707-T1
N1.HOG0007213	OG0006930	n0			XANPAOZ2100_008014-T1	XANPARI20_003708-T1
N1.HOG0007214	OG0006931	n0			XANPAOZ2100_008013-T1	XANPARI20_003709-T1
N1.HOG0007215	OG0006932	n0			XANPAOZ2100_008010-T1	XANPARI20_003711-T1
N1.HOG0007216	OG0006933	n0			XANPAOZ2100_008009-T1	XANPARI20_003712-T1
N1.HOG0007217	OG0006934	n0			XANPAOZ2100_008007-T1	XANPARI20_003713-T1
N1.HOG0007218	OG0006935	n0			XANPAOZ2100_008006-T1	XANPARI20_003714-T1
N1.HOG0007219	OG0006936	n0			XANPAOZ2100_008005-T1	XANPARI20_003715-T1
N1.HOG0007220	OG0006937	n0			XANPAOZ2100_008002-T1	XANPARI20_003716-T1
N1.HOG0007221	OG0006938	n0			XANPAOZ2100_008001-T1	XANPARI20_003717-T1
N1.HOG0007222	OG0006939	n0			XANPAOZ2100_008000-T1	XANPARI20_003718-T1
N1.HOG0007223	OG0006940	n0			XANPAOZ2100_007999-T1	XANPARI20_003719-T1
N1.HOG0007224	OG0006941	n0			XANPAOZ2100_007998-T1	XANPARI20_003720-T1
N1.HOG0007225	OG0006942	n0			XANPAOZ2100_007997-T1	XANPARI20_003721-T1
N1.HOG0007226	OG0006943	n0			XANPAOZ2100_007996-T1	XANPARI20_003722-T1
N1.HOG0007227	OG0006944	n0			XANPAOZ2100_007995-T1	XANPARI20_003724-T1
N1.HOG0007228	OG0006945	n0			XANPAOZ2100_007994-T1	XANPARI20_003725-T1
N1.HOG0007229	OG0006946	n0			XANPAOZ2100_007993-T1	XANPARI20_003726-T1
N1.HOG0007230	OG0006947	n0			XANPAOZ2100_007992-T1	XANPARI20_003727-T1
N1.HOG0007231	OG0006948	n0			XANPAOZ2100_007990-T1	XANPARI20_003728-T1
N1.HOG0007232	OG0006949	n0			XANPAOZ2100_007989-T1	XANPARI20_003730-T1
N1.HOG0007233	OG0006950	n0			XANPAOZ2100_007988-T1	XANPARI20_003731-T1
N1.HOG0007234	OG0006951	n0			XANPAOZ2100_007987-T1	XANPARI20_003732-T1
N1.HOG0007235	OG0006952	n0			XANPAOZ2100_007986-T1	XANPARI20_003733-T1
N1.HOG0007236	OG0006953	n0			XANPAOZ2100_007985-T1	XANPARI20_003734-T1
N1.HOG0007237	OG0006954	n0			XANPAOZ2100_007984-T1	XANPARI20_003735-T1
N1.HOG0007238	OG0006955	n0			XANPAOZ2100_007983-T1	XANPARI20_003736-T1
N1.HOG0007239	OG0006956	n0			XANPAOZ2100_007982-T1	XANPARI20_003737-T1
N1.HOG0007240	OG0006957	n0			XANPAOZ2100_007981-T1	XANPARI20_003738-T1
N1.HOG0007241	OG0006958	n0			XANPAOZ2100_007979-T1	XANPARI20_003739-T1
N1.HOG0007242	OG0006959	n0			XANPAOZ2100_007978-T1	XANPARI20_003741-T1
N1.HOG0007243	OG0006960	n0			XANPAOZ2100_007969-T1	XANPARI20_003748-T1
N1.HOG0007244	OG0006961	n0			XANPAOZ2100_007968-T1	XANPARI20_003749-T1
N1.HOG0007245	OG0006962	n0			XANPAOZ2100_007966-T1	XANPARI20_003751-T1
N1.HOG0007246	OG0006963	n0			XANPAOZ2100_007965-T1	XANPARI20_003752-T1
N1.HOG0007247	OG0006964	n0			XANPAOZ2100_007964-T1	XANPARI20_003754-T1
N1.HOG0007248	OG0006965	n0			XANPAOZ2100_007963-T1	XANPARI20_003755-T1
N1.HOG0007249	OG0006966	n0			XANPAOZ2100_007962-T1	XANPARI20_003756-T1
N1.HOG0007250	OG0006967	n0			XANPAOZ2100_007958-T1	XANPARI20_003758-T1
N1.HOG0007251	OG0006968	n0			XANPAOZ2100_007957-T1	XANPARI20_003759-T1
N1.HOG0007252	OG0006969	n0			XANPAOZ2100_007956-T1	XANPARI20_003760-T1
N1.HOG0007253	OG0006970	n0			XANPAOZ2100_007955-T1	XANPARI20_003761-T1
N1.HOG0007254	OG0006971	n0			XANPAOZ2100_007954-T1	XANPARI20_003762-T1
N1.HOG0007255	OG0006972	n0			XANPAOZ2100_007953-T1	XANPARI20_003763-T1
N1.HOG0007256	OG0006973	n0			XANPAOZ2100_007952-T1	XANPARI20_003764-T1
N1.HOG0007257	OG0006974	n0			XANPAOZ2100_007949-T1	XANPARI20_003766-T1
N1.HOG0007258	OG0006975	n0			XANPAOZ2100_007946-T1	XANPARI20_003768-T1
N1.HOG0007259	OG0006976	n0			XANPAOZ2100_007945-T1	XANPARI20_003769-T1
N1.HOG0007260	OG0006977	n0			XANPAOZ2100_007944-T1	XANPARI20_003770-T1
N1.HOG0007261	OG0006978	n0			XANPAOZ2100_007943-T1	XANPARI20_003771-T1
N1.HOG0007262	OG0006979	n0			XANPAOZ2100_007942-T1	XANPARI20_003772-T1
N1.HOG0007263	OG0006980	n0			XANPAOZ2100_007941-T1	XANPARI20_003773-T1
N1.HOG0007264	OG0006981	n0			XANPAOZ2100_007940-T1	XANPARI20_003774-T1
N1.HOG0007265	OG0006982	n0			XANPAOZ2100_007939-T1	XANPARI20_003775-T1
N1.HOG0007266	OG0006983	n0			XANPAOZ2100_007937-T1	XANPARI20_003778-T1
N1.HOG0007267	OG0006984	n0			XANPAOZ2100_007936-T1	XANPARI20_003779-T1
N1.HOG0007268	OG0006985	n0			XANPAOZ2100_007935-T1	XANPARI20_003780-T1
N1.HOG0007269	OG0006986	n0			XANPAOZ2100_007934-T1	XANPARI20_003781-T1
N1.HOG0007270	OG0006987	n0			XANPAOZ2100_007932-T1	XANPARI20_003782-T1
N1.HOG0007271	OG0006988	n0			XANPAOZ2100_007931-T1	XANPARI20_003783-T1
N1.HOG0007272	OG0006989	n0			XANPAOZ2100_007930-T1	XANPARI20_003784-T1
N1.HOG0007273	OG0006990	n0			XANPAOZ2100_007929-T1	XANPARI20_003785-T1
N1.HOG0007274	OG0006991	n0			XANPAOZ2100_007928-T1	XANPARI20_003786-T1
N1.HOG0007275	OG0006992	n0			XANPAOZ2100_007923-T1	XANPARI20_003791-T1
N1.HOG0007276	OG0006993	n0			XANPAOZ2100_007924-T1	XANPARI20_003790-T1
N1.HOG0007277	OG0006994	n0			XANPAOZ2100_007925-T1	XANPARI20_003789-T1
N1.HOG0007278	OG0006995	n0			XANPAOZ2100_007926-T1	XANPARI20_003788-T1
N1.HOG0007279	OG0006996	n0			XANPAOZ2100_007921-T1	XANPARI20_003793-T1
N1.HOG0007280	OG0006997	n0			XANPAOZ2100_007920-T1	XANPARI20_003794-T1
N1.HOG0007281	OG0006998	n0			XANPAOZ2100_007919-T1	XANPARI20_003795-T1
N1.HOG0007282	OG0006999	n0			XANPAOZ2100_007918-T1	XANPARI20_003796-T1
N1.HOG0007283	OG0007000	n0			XANPAOZ2100_007917-T1	XANPARI20_003797-T1
N1.HOG0007284	OG0007001	n0			XANPAOZ2100_007916-T1	XANPARI20_003798-T1
N1.HOG0007285	OG0007002	n0			XANPAOZ2100_007915-T1	XANPARI20_003799-T1
N1.HOG0007286	OG0007003	n0			XANPAOZ2100_007914-T1	XANPARI20_003800-T1
N1.HOG0007287	OG0007004	n0			XANPAOZ2100_007913-T1	XANPARI20_003801-T1
N1.HOG0007288	OG0007005	n0			XANPAOZ2100_007912-T1	XANPARI20_003802-T1
N1.HOG0007289	OG0007006	n0			XANPAOZ2100_007911-T1	XANPARI20_003803-T1
N1.HOG0007290	OG0007007	n0			XANPAOZ2100_007910-T1	XANPARI20_003804-T1
N1.HOG0007291	OG0007008	n0			XANPAOZ2100_007909-T1	XANPARI20_003805-T1
N1.HOG0007292	OG0007009	n0			XANPAOZ2100_007908-T1	XANPARI20_003806-T1
N1.HOG0007293	OG0007010	n0			XANPAOZ2100_007907-T1	XANPARI20_003807-T1
N1.HOG0007294	OG0007011	n0			XANPAOZ2100_007906-T1	XANPARI20_003808-T1
N1.HOG0007295	OG0007012	n0			XANPAOZ2100_007905-T1	XANPARI20_003809-T1
N1.HOG0007296	OG0007013	n0			XANPAOZ2100_007904-T1	XANPARI20_003810-T1
N1.HOG0007297	OG0007014	n0			XANPAOZ2100_007903-T1	XANPARI20_003811-T1
N1.HOG0007298	OG0007015	n0			XANPAOZ2100_007902-T1	XANPARI20_003812-T1
N1.HOG0007299	OG0007016	n0			XANPAOZ2100_007900-T1	XANPARI20_003815-T1
N1.HOG0007300	OG0007017	n0			XANPAOZ2100_007899-T1	XANPARI20_003816-T1
N1.HOG0007301	OG0007018	n0			XANPAOZ2100_007898-T1	XANPARI20_003817-T1
N1.HOG0007302	OG0007019	n0			XANPAOZ2100_007897-T1	XANPARI20_003818-T1
N1.HOG0007303	OG0007020	n0			XANPAOZ2100_007896-T1	XANPARI20_003819-T1
N1.HOG0007304	OG0007021	n0			XANPAOZ2100_007895-T1	XANPARI20_003820-T1
N1.HOG0007305	OG0007022	n0			XANPAOZ2100_007893-T1	XANPARI20_003822-T1
N1.HOG0007306	OG0007023	n0			XANPAOZ2100_007892-T1	XANPARI20_003823-T1
N1.HOG0007307	OG0007024	n0			XANPAOZ2100_007891-T1	XANPARI20_003824-T1
N1.HOG0007308	OG0007025	n0			XANPAOZ2100_007887-T1	XANPARI20_003828-T1
N1.HOG0007309	OG0007026	n0			XANPAOZ2100_007888-T1	XANPARI20_003827-T1
N1.HOG0007310	OG0007027	n0			XANPAOZ2100_007889-T1	XANPARI20_003826-T1
N1.HOG0007311	OG0007028	n0			XANPAOZ2100_007890-T1	XANPARI20_003825-T1
N1.HOG0007312	OG0007029	n0			XANPAOZ2100_007886-T1	XANPARI20_003829-T1
N1.HOG0007313	OG0007030	n0			XANPAOZ2100_007885-T1	XANPARI20_003831-T1
N1.HOG0007314	OG0007031	n0			XANPAOZ2100_007883-T1	XANPARI20_003833-T1
N1.HOG0007315	OG0007032	n0			XANPAOZ2100_007882-T1	XANPARI20_003834-T1
N1.HOG0007316	OG0007033	n0			XANPAOZ2100_007881-T1	XANPARI20_003835-T1
N1.HOG0007317	OG0007034	n0			XANPAOZ2100_007880-T1	XANPARI20_003836-T1
N1.HOG0007318	OG0007035	n0			XANPAOZ2100_007879-T1	XANPARI20_003837-T1
N1.HOG0007319	OG0007036	n0			XANPAOZ2100_007878-T1	XANPARI20_003838-T1
N1.HOG0007320	OG0007037	n0			XANPAOZ2100_007877-T1	XANPARI20_003839-T1
N1.HOG0007321	OG0007038	n0			XANPAOZ2100_007876-T1	XANPARI20_003840-T1
N1.HOG0007322	OG0007039	n0			XANPAOZ2100_007875-T1	XANPARI20_003841-T1
N1.HOG0007323	OG0007040	n0			XANPAOZ2100_007872-T1	XANPARI20_003844-T1
N1.HOG0007324	OG0007041	n0			XANPAOZ2100_007871-T1	XANPARI20_003845-T1
N1.HOG0007325	OG0007042	n0			XANPAOZ2100_007870-T1	XANPARI20_003846-T1
N1.HOG0007326	OG0007043	n0			XANPAOZ2100_007867-T1	XANPARI20_003848-T1
N1.HOG0007327	OG0007044	n0			XANPAOZ2100_007866-T1	XANPARI20_003849-T1
N1.HOG0007328	OG0007045	n0			XANPAOZ2100_007865-T1	XANPARI20_003850-T1
N1.HOG0007329	OG0007046	n0			XANPAOZ2100_007864-T1	XANPARI20_003851-T1
N1.HOG0007330	OG0007047	n0			XANPAOZ2100_007863-T1	XANPARI20_003852-T1
N1.HOG0007331	OG0007048	n0			XANPAOZ2100_007862-T1	XANPARI20_003853-T1
N1.HOG0007332	OG0007049	n0			XANPAOZ2100_007861-T1	XANPARI20_003854-T1
N1.HOG0007333	OG0007050	n0			XANPAOZ2100_007651-T1	XANPARI20_008838-T1
N1.HOG0007334	OG0007051	n0			XANPAOZ2100_007859-T1	XANPARI20_003856-T1
N1.HOG0007335	OG0007052	n0			XANPAOZ2100_007858-T1	XANPARI20_003857-T1
N1.HOG0007336	OG0007053	n0			XANPAOZ2100_007857-T1	XANPARI20_003858-T1
N1.HOG0007337	OG0007054	n0			XANPAOZ2100_007855-T1	XANPARI20_003859-T1
N1.HOG0007338	OG0007055	n0			XANPAOZ2100_007854-T1	XANPARI20_003860-T1
N1.HOG0007339	OG0007056	n0			XANPAOZ2100_007853-T1	XANPARI20_003861-T1
N1.HOG0007340	OG0007057	n0			XANPAOZ2100_007852-T1	XANPARI20_003862-T1
N1.HOG0007341	OG0007058	n0			XANPAOZ2100_007838-T1	XANPARI20_003895-T1
N1.HOG0007342	OG0007059	n0			XANPAOZ2100_007837-T1	XANPARI20_003896-T1
N1.HOG0007343	OG0007060	n0			XANPAOZ2100_007835-T1	XANPARI20_003898-T1
N1.HOG0007344	OG0007061	n0			XANPAOZ2100_007834-T1	XANPARI20_003899-T1
N1.HOG0007345	OG0007062	n0			XANPAOZ2100_007833-T1	XANPARI20_003900-T1
N1.HOG0007346	OG0007063	n0			XANPAOZ2100_007832-T1	XANPARI20_003901-T1
N1.HOG0007347	OG0007064	n0			XANPAOZ2100_007830-T1	XANPARI20_003903-T1
N1.HOG0007348	OG0007065	n0			XANPAOZ2100_007829-T1	XANPARI20_003904-T1
N1.HOG0007349	OG0007066	n0			XANPAOZ2100_007827-T1	XANPARI20_003906-T1
N1.HOG0007350	OG0007067	n0			XANPAOZ2100_007826-T1	XANPARI20_003907-T1
N1.HOG0007351	OG0007068	n0			XANPAOZ2100_007824-T1	XANPARI20_003909-T1
N1.HOG0007352	OG0007069	n0			XANPAOZ2100_007823-T1	XANPARI20_003910-T1
N1.HOG0007353	OG0007070	n0			XANPAOZ2100_007822-T1	XANPARI20_003911-T1
N1.HOG0007354	OG0007071	n0			XANPAOZ2100_007820-T1	XANPARI20_003912-T1
N1.HOG0007355	OG0007072	n0			XANPAOZ2100_007819-T1	XANPARI20_003913-T1
N1.HOG0007356	OG0007073	n0			XANPAOZ2100_007818-T1	XANPARI20_003914-T1
N1.HOG0007357	OG0007074	n0			XANPAOZ2100_007817-T1	XANPARI20_003915-T1
N1.HOG0007358	OG0007075	n0			XANPAOZ2100_007815-T1	XANPARI20_003917-T1
N1.HOG0007359	OG0007076	n0			XANPAOZ2100_007814-T1	XANPARI20_003918-T1
N1.HOG0007360	OG0007078	n0			XANPAOZ2100_007813-T1	XANPARI20_003919-T1
N1.HOG0007361	OG0007079	n0			XANPAOZ2100_007812-T1	XANPARI20_003920-T1
N1.HOG0007362	OG0007080	n0			XANPAOZ2100_007811-T1	XANPARI20_003921-T1
N1.HOG0007363	OG0007081	n0			XANPAOZ2100_007810-T1	XANPARI20_003922-T1
N1.HOG0007364	OG0007082	n0			XANPAOZ2100_007809-T1	XANPARI20_003923-T1
N1.HOG0007365	OG0007083	n0			XANPAOZ2100_007808-T1	XANPARI20_003924-T1
N1.HOG0007366	OG0007084	n0			XANPAOZ2100_007807-T1	XANPARI20_003926-T1
N1.HOG0007367	OG0007085	n0			XANPAOZ2100_007806-T1	XANPARI20_003927-T1
N1.HOG0007368	OG0007086	n0			XANPAOZ2100_007805-T1	XANPARI20_003928-T1
N1.HOG0007369	OG0007087	n0			XANPAOZ2100_007803-T1	XANPARI20_003930-T1
N1.HOG0007370	OG0007088	n0			XANPAOZ2100_007802-T1	XANPARI20_003931-T1
N1.HOG0007371	OG0007089	n0			XANPAOZ2100_007801-T1	XANPARI20_003932-T1
N1.HOG0007372	OG0007090	n0			XANPAOZ2100_007798-T1	XANPARI20_003935-T1
N1.HOG0007373	OG0007091	n0			XANPAOZ2100_007797-T1	XANPARI20_003936-T1
N1.HOG0007374	OG0007092	n0			XANPAOZ2100_007796-T1	XANPARI20_003937-T1
N1.HOG0007375	OG0007093	n0			XANPAOZ2100_007795-T1	XANPARI20_003938-T1
N1.HOG0007376	OG0007094	n0			XANPAOZ2100_007793-T1	XANPARI20_003940-T1
N1.HOG0007377	OG0007095	n0			XANPAOZ2100_007792-T1	XANPARI20_003942-T1
N1.HOG0007378	OG0007096	n0			XANPAOZ2100_007791-T1	XANPARI20_003943-T1
N1.HOG0007379	OG0007097	n0			XANPAOZ2100_007788-T1	XANPARI20_003946-T1
N1.HOG0007380	OG0007098	n0				XANPARI20_003957-T1, XANPARI20_007382-T1
N1.HOG0007381	OG0007099	n0				XANPARI20_007381-T1, XANPARI20_003958-T1
N1.HOG0007382	OG0007100	n0			XANPAOZ2100_007772-T1	XANPARI20_003962-T1
N1.HOG0007383	OG0007101	n0			XANPAOZ2100_007771-T1	XANPARI20_003963-T1
N1.HOG0007384	OG0007102	n0			XANPAOZ2100_007770-T1	XANPARI20_003964-T1
N1.HOG0007385	OG0007103	n0			XANPAOZ2100_007769-T1	XANPARI20_003965-T1
N1.HOG0007386	OG0007104	n0			XANPAOZ2100_007768-T1	XANPARI20_003966-T1
N1.HOG0007387	OG0007105	n0			XANPAOZ2100_007767-T1	XANPARI20_003967-T1
N1.HOG0007388	OG0007106	n0			XANPAOZ2100_007766-T1	XANPARI20_003968-T1
N1.HOG0007389	OG0007107	n0			XANPAOZ2100_007765-T1	XANPARI20_003969-T1
N1.HOG0007390	OG0007108	n0			XANPAOZ2100_007764-T1	XANPARI20_003970-T1
N1.HOG0007391	OG0007109	n0			XANPAOZ2100_007763-T1	XANPARI20_003971-T1
N1.HOG0007392	OG0007110	n0			XANPAOZ2100_007761-T1	XANPARI20_003974-T1
N1.HOG0007393	OG0007111	n0			XANPAOZ2100_007760-T1	XANPARI20_003975-T1
N1.HOG0007394	OG0007112	n0			XANPAOZ2100_007759-T1	XANPARI20_003976-T1
N1.HOG0007395	OG0007113	n0			XANPAOZ2100_007758-T1	XANPARI20_003977-T1
N1.HOG0007396	OG0007114	n0			XANPAOZ2100_007757-T1	XANPARI20_003979-T1
N1.HOG0007397	OG0007115	n0			XANPAOZ2100_007756-T1	XANPARI20_003980-T1
N1.HOG0007398	OG0007116	n0			XANPAOZ2100_007755-T1	XANPARI20_003981-T1
N1.HOG0007399	OG0007117	n0			XANPAOZ2100_007751-T1	XANPARI20_003984-T1
N1.HOG0007400	OG0007118	n0			XANPAOZ2100_007750-T1	XANPARI20_003985-T1
N1.HOG0007401	OG0007119	n0			XANPAOZ2100_007749-T1	XANPARI20_003986-T1
N1.HOG0007402	OG0007120	n0			XANPAOZ2100_007748-T1	XANPARI20_003987-T1
N1.HOG0007403	OG0007121	n0			XANPAOZ2100_007747-T1	XANPARI20_003988-T1
N1.HOG0007404	OG0007122	n0			XANPAOZ2100_007746-T1	XANPARI20_003989-T1
N1.HOG0007405	OG0007123	n0			XANPAOZ2100_007744-T1	XANPARI20_003991-T1
N1.HOG0007406	OG0007124	n0			XANPAOZ2100_007743-T1	XANPARI20_003992-T1
N1.HOG0007407	OG0007125	n0			XANPAOZ2100_007742-T1	XANPARI20_003993-T1
N1.HOG0007408	OG0007126	n0			XANPAOZ2100_007741-T1	XANPARI20_003994-T1
N1.HOG0007409	OG0007127	n0			XANPAOZ2100_007740-T1	XANPARI20_003995-T1
N1.HOG0007410	OG0007128	n0			XANPAOZ2100_007739-T1	XANPARI20_003996-T1
N1.HOG0007411	OG0007129	n0			XANPAOZ2100_007738-T1	XANPARI20_003997-T1
N1.HOG0007412	OG0007130	n0			XANPAOZ2100_007737-T1	XANPARI20_003998-T1
N1.HOG0007413	OG0007131	n0			XANPAOZ2100_007736-T1	XANPARI20_003999-T1
N1.HOG0007414	OG0007132	n0			XANPAOZ2100_007735-T1	XANPARI20_004000-T1
N1.HOG0007415	OG0007133	n0			XANPAOZ2100_007734-T1	XANPARI20_004001-T1
N1.HOG0007416	OG0007134	n0			XANPAOZ2100_007733-T1	XANPARI20_004002-T1
N1.HOG0007417	OG0007135	n0			XANPAOZ2100_007732-T1	XANPARI20_004003-T1
N1.HOG0007418	OG0007136	n0			XANPAOZ2100_007731-T1	XANPARI20_004004-T1
N1.HOG0007419	OG0007137	n0			XANPAOZ2100_007729-T1	XANPARI20_004006-T1
N1.HOG0007420	OG0007138	n0			XANPAOZ2100_007728-T1	XANPARI20_004007-T1
N1.HOG0007421	OG0007139	n0			XANPAOZ2100_007727-T1	XANPARI20_004008-T1
N1.HOG0007422	OG0007140	n0			XANPAOZ2100_007725-T1	XANPARI20_004009-T1
N1.HOG0007423	OG0007141	n0			XANPAOZ2100_007724-T1	XANPARI20_004010-T1
N1.HOG0007424	OG0007142	n0			XANPAOZ2100_007723-T1	XANPARI20_004011-T1
N1.HOG0007425	OG0007143	n0			XANPAOZ2100_007722-T1	XANPARI20_004012-T1
N1.HOG0007426	OG0007144	n0			XANPAOZ2100_007719-T1	XANPARI20_004015-T1
N1.HOG0007427	OG0007145	n0			XANPAOZ2100_007717-T1	XANPARI20_004017-T1
N1.HOG0007428	OG0007146	n0			XANPAOZ2100_007716-T1	XANPARI20_004018-T1
N1.HOG0007429	OG0007147	n0			XANPAOZ2100_007715-T1	XANPARI20_004019-T1
N1.HOG0007430	OG0007148	n0			XANPAOZ2100_007714-T1	XANPARI20_004020-T1
N1.HOG0007431	OG0007149	n0			XANPAOZ2100_007713-T1	XANPARI20_004021-T1
N1.HOG0007432	OG0007150	n0			XANPAOZ2100_007711-T1	XANPARI20_004023-T1
N1.HOG0007433	OG0007151	n0			XANPAOZ2100_007710-T1	XANPARI20_004024-T1
N1.HOG0007434	OG0007152	n0			XANPAOZ2100_007709-T1	XANPARI20_004025-T1
N1.HOG0007435	OG0007153	n0			XANPAOZ2100_007708-T1	XANPARI20_004027-T1
N1.HOG0007436	OG0007154	n0			XANPAOZ2100_007707-T1	XANPARI20_004028-T1
N1.HOG0007437	OG0007155	n0			XANPAOZ2100_007706-T1	XANPARI20_004029-T1
N1.HOG0007438	OG0007156	n0			XANPAOZ2100_007705-T1	XANPARI20_004030-T1
N1.HOG0007439	OG0007157	n0			XANPAOZ2100_007704-T1	XANPARI20_004032-T1
N1.HOG0007440	OG0007158	n0			XANPAOZ2100_007703-T1	XANPARI20_004033-T1
N1.HOG0007441	OG0007159	n0			XANPAOZ2100_007702-T1	XANPARI20_004034-T1
N1.HOG0007442	OG0007160	n0			XANPAOZ2100_007701-T1	XANPARI20_004035-T1
N1.HOG0007443	OG0007161	n0			XANPAOZ2100_007700-T1	XANPARI20_004037-T1
N1.HOG0007444	OG0007162	n0			XANPAOZ2100_007699-T1	XANPARI20_004038-T1
N1.HOG0007445	OG0007163	n0			XANPAOZ2100_007698-T1	XANPARI20_004039-T1
N1.HOG0007446	OG0007164	n0			XANPAOZ2100_007696-T1	XANPARI20_004041-T1
N1.HOG0007447	OG0007165	n0			XANPAOZ2100_007695-T1	XANPARI20_004042-T1
N1.HOG0007448	OG0007166	n0			XANPAOZ2100_007693-T1	XANPARI20_004044-T1
N1.HOG0007449	OG0007167	n0			XANPAOZ2100_007692-T1	XANPARI20_004045-T1
N1.HOG0007450	OG0007168	n0			XANPAOZ2100_007691-T1	XANPARI20_004046-T1
N1.HOG0007451	OG0007169	n0			XANPAOZ2100_007690-T1	XANPARI20_004047-T1
N1.HOG0007452	OG0007170	n0			XANPAOZ2100_007689-T1	XANPARI20_004048-T1
N1.HOG0007453	OG0007171	n0			XANPAOZ2100_007688-T1	XANPARI20_004049-T1
N1.HOG0007454	OG0007172	n0			XANPAOZ2100_007687-T1	XANPARI20_004050-T1
N1.HOG0007455	OG0007173	n0			XANPAOZ2100_007686-T1	XANPARI20_004051-T1
N1.HOG0007456	OG0007174	n0			XANPAOZ2100_007684-T1	XANPARI20_004054-T1
N1.HOG0007457	OG0007175	n0			XANPAOZ2100_007682-T1	XANPARI20_004055-T1
N1.HOG0007458	OG0007176	n0			XANPAOZ2100_007681-T1	XANPARI20_004056-T1
N1.HOG0007459	OG0007177	n0			XANPAOZ2100_007680-T1	XANPARI20_004058-T1
N1.HOG0007460	OG0007178	n0			XANPAOZ2100_007679-T1	XANPARI20_004060-T1
N1.HOG0007461	OG0007179	n0			XANPAOZ2100_007678-T1	XANPARI20_004061-T1
N1.HOG0007462	OG0007180	n0			XANPAOZ2100_007677-T1	XANPARI20_004062-T1
N1.HOG0007463	OG0007181	n0			XANPAOZ2100_007676-T1	XANPARI20_004063-T1
N1.HOG0007464	OG0007182	n0			XANPAOZ2100_007675-T1	XANPARI20_004064-T1
N1.HOG0007465	OG0007183	n0			XANPAOZ2100_007674-T1	XANPARI20_004065-T1
N1.HOG0007466	OG0007184	n0			XANPAOZ2100_007673-T1	XANPARI20_004066-T1
N1.HOG0007467	OG0007185	n0			XANPAOZ2100_007670-T1	XANPARI20_004069-T1
N1.HOG0007468	OG0007186	n0			XANPAOZ2100_007669-T1	XANPARI20_004070-T1
N1.HOG0007469	OG0007187	n0			XANPAOZ2100_007668-T1	XANPARI20_004071-T1
N1.HOG0007470	OG0007188	n0			XANPAOZ2100_007667-T1	XANPARI20_004072-T1
N1.HOG0007471	OG0007189	n0			XANPAOZ2100_007666-T1	XANPARI20_004073-T1
N1.HOG0007472	OG0007190	n0			XANPAOZ2100_007665-T1	XANPARI20_004074-T1
N1.HOG0007473	OG0007191	n0			XANPAOZ2100_007664-T1	XANPARI20_004075-T1
N1.HOG0007474	OG0007192	n0			XANPAOZ2100_007662-T1	XANPARI20_004076-T1
N1.HOG0007475	OG0007193	n0			XANPAOZ2100_007654-T1	XANPARI20_004082-T1
N1.HOG0007476	OG0007194	n0				XANPARI20_004088-T1, XANPARI20_005034-T1
N1.HOG0007477	OG0007195	n0			XANPAOZ2100_005221-T1	XANPARI20_004089-T1, XANPARI20_005035-T1
N1.HOG0007478	OG0007196	n0			XANPAOZ2100_008711-T1	XANPARI20_000299-T1
N1.HOG0007479	OG0007197	n0			XANPAOZ2100_008712-T1	XANPARI20_000298-T1
