HOG	OG	Gene Tree Parent Clade	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_GTX0501	Xanthoria_parietina_SAMEA111342678	Xanthoria_parietina_SAMEA115359166
N2.HOG0006567	OG0006199	n0	XANCAGTX0491_007651-T1	XANPAGTX0501_008743-T1		
N2.HOG0006568	OG0006200	n0	XANCAGTX0491_007652-T1	XANPAGTX0501_008744-T1		
N2.HOG0006569	OG0006201	n0	XANCAGTX0491_007654-T1	XANPAGTX0501_008746-T1		
N2.HOG0006570	OG0006202	n0	XANCAGTX0491_007655-T1	XANPAGTX0501_008748-T1		
N2.HOG0006571	OG0006203	n0	XANCAGTX0491_007658-T1	XANPAGTX0501_008751-T1		
N2.HOG0006572	OG0006204	n0	XANCAGTX0491_007659-T1	XANPAGTX0501_008752-T1		
N2.HOG0006573	OG0006205	n0	XANCAGTX0491_007660-T1	XANPAGTX0501_008753-T1		
N2.HOG0006574	OG0006206	n0	XANCAGTX0491_007664-T1	XANPAGTX0501_008757-T1		
N2.HOG0006575	OG0006207	n0	XANCAGTX0491_007665-T1	XANPAGTX0501_008758-T1		
N2.HOG0006576	OG0006208	n0	XANCAGTX0491_007666-T1	XANPAGTX0501_008760-T1		
N2.HOG0006577	OG0006209	n0	XANCAGTX0491_007667-T1	XANPAGTX0501_008761-T1		
N2.HOG0006578	OG0006210	n0	XANCAGTX0491_007668-T1	XANPAGTX0501_008762-T1		
N2.HOG0006579	OG0006211	n0	XANCAGTX0491_007669-T1	XANPAGTX0501_008763-T1		
N2.HOG0006580	OG0006212	n0	XANCAGTX0491_007670-T1	XANPAGTX0501_008764-T1		
N2.HOG0006581	OG0006213	n0	XANCAGTX0491_007671-T1	XANPAGTX0501_008765-T1		
N2.HOG0006582	OG0006214	n0	XANCAGTX0491_007674-T1	XANPAGTX0501_008768-T1		
N2.HOG0006583	OG0006215	n0	XANCAGTX0491_007675-T1	XANPAGTX0501_008769-T1		
N2.HOG0006584	OG0006216	n0	XANCAGTX0491_007677-T1	XANPAGTX0501_008771-T1		
N2.HOG0006585	OG0006217	n0	XANCAGTX0491_007680-T1	XANPAGTX0501_008774-T1		
N2.HOG0006586	OG0006218	n0	XANCAGTX0491_007681-T1	XANPAGTX0501_008775-T1		
N2.HOG0006587	OG0006219	n0	XANCAGTX0491_007682-T1	XANPAGTX0501_008776-T1		
N2.HOG0006588	OG0006220	n0	XANCAGTX0491_007683-T1	XANPAGTX0501_008777-T1		
N2.HOG0006589	OG0006221	n0	XANCAGTX0491_007684-T1	XANPAGTX0501_008778-T1		
N2.HOG0006590	OG0006222	n0	XANCAGTX0491_007685-T1	XANPAGTX0501_008779-T1		
N2.HOG0006591	OG0006223	n0	XANCAGTX0491_007686-T1	XANPAGTX0501_008780-T1		
N2.HOG0006592	OG0006224	n0	XANCAGTX0491_007687-T1	XANPAGTX0501_008781-T1		
N2.HOG0006593	OG0006225	n0	XANCAGTX0491_007689-T1	XANPAGTX0501_008783-T1		
N2.HOG0006594	OG0006226	n0	XANCAGTX0491_007691-T1	XANPAGTX0501_008788-T1		
N2.HOG0006595	OG0006227	n0	XANCAGTX0491_007693-T1	XANPAGTX0501_008791-T1		
N2.HOG0006596	OG0006228	n0	XANCAGTX0491_007694-T1	XANPAGTX0501_008792-T1		
N2.HOG0006597	OG0006229	n0	XANCAGTX0491_007695-T1	XANPAGTX0501_008793-T1		
N2.HOG0006598	OG0006230	n0	XANCAGTX0491_007696-T1	XANPAGTX0501_008794-T1		
N2.HOG0006599	OG0006231	n0	XANCAGTX0491_007697-T1	XANPAGTX0501_008795-T1		
N2.HOG0006600	OG0006232	n0	XANCAGTX0491_007698-T1	XANPAGTX0501_008796-T1		
N2.HOG0006601	OG0006233	n0	XANCAGTX0491_007699-T1	XANPAGTX0501_008797-T1		
N2.HOG0006602	OG0006234	n0	XANCAGTX0491_007700-T1	XANPAGTX0501_008798-T1		
N2.HOG0006603	OG0006235	n0	XANCAGTX0491_007701-T1	XANPAGTX0501_008799-T1		
N2.HOG0006604	OG0006236	n0	XANCAGTX0491_007704-T1	XANPAGTX0501_008801-T1		
N2.HOG0006605	OG0006237	n0	XANCAGTX0491_007705-T1	XANPAGTX0501_008802-T1		
N2.HOG0006606	OG0006238	n0	XANCAGTX0491_007706-T1	XANPAGTX0501_008803-T1		
N2.HOG0006607	OG0006239	n0	XANCAGTX0491_007707-T1	XANPAGTX0501_008806-T1		
N2.HOG0006608	OG0006240	n0	XANCAGTX0491_007709-T1	XANPAGTX0501_008809-T1		
N2.HOG0006609	OG0006241	n0	XANCAGTX0491_007710-T1	XANPAGTX0501_008810-T1		
N2.HOG0006610	OG0006242	n0	XANCAGTX0491_007711-T1	XANPAGTX0501_008811-T1		
N2.HOG0006611	OG0006243	n0	XANCAGTX0491_007712-T1	XANPAGTX0501_008812-T1		
N2.HOG0006612	OG0006244	n0	XANCAGTX0491_007713-T1	XANPAGTX0501_008814-T1		
N2.HOG0006613	OG0006245	n0	XANCAGTX0491_007714-T1	XANPAGTX0501_008815-T1		
N2.HOG0006614	OG0006246	n0	XANCAGTX0491_007715-T1	XANPAGTX0501_008816-T1		
N2.HOG0006615	OG0006247	n0	XANCAGTX0491_007716-T1	XANPAGTX0501_008817-T1		
N2.HOG0006616	OG0006248	n0	XANCAGTX0491_007717-T1	XANPAGTX0501_008818-T1		
N2.HOG0006617	OG0006249	n0	XANCAGTX0491_007718-T1	XANPAGTX0501_008819-T1		
N2.HOG0006618	OG0006250	n0	XANCAGTX0491_007719-T1	XANPAGTX0501_008820-T1		
N2.HOG0006619	OG0006251	n0	XANCAGTX0491_007720-T1	XANPAGTX0501_008821-T1		
N2.HOG0006620	OG0006252	n0	XANCAGTX0491_007722-T1	XANPAGTX0501_008823-T1		
N2.HOG0006621	OG0006253	n0	XANCAGTX0491_007723-T1	XANPAGTX0501_008824-T1		
N2.HOG0006622	OG0006254	n0	XANCAGTX0491_007724-T1	XANPAGTX0501_008825-T1		
N2.HOG0006623	OG0006255	n0	XANCAGTX0491_007726-T1	XANPAGTX0501_008827-T1		
N2.HOG0006624	OG0006256	n0	XANCAGTX0491_007727-T1	XANPAGTX0501_008828-T1		
N2.HOG0006625	OG0006257	n0	XANCAGTX0491_007728-T1	XANPAGTX0501_008830-T1		
N2.HOG0006626	OG0006258	n0	XANCAGTX0491_007729-T1	XANPAGTX0501_008831-T1		
N2.HOG0006627	OG0006259	n0	XANCAGTX0491_007732-T1	XANPAGTX0501_008834-T1		
N2.HOG0006628	OG0006260	n0	XANCAGTX0491_007733-T1	XANPAGTX0501_008836-T1		
N2.HOG0006629	OG0006261	n0	XANCAGTX0491_007736-T1	XANPAGTX0501_008839-T1		
N2.HOG0006630	OG0006262	n0	XANCAGTX0491_007737-T1	XANPAGTX0501_008841-T1		
N2.HOG0006631	OG0006263	n0	XANCAGTX0491_007738-T1	XANPAGTX0501_008842-T1		
N2.HOG0006632	OG0006264	n0	XANCAGTX0491_007740-T1	XANPAGTX0501_008844-T1		
N2.HOG0006633	OG0006265	n0	XANCAGTX0491_007741-T1	XANPAGTX0501_008845-T1		
N2.HOG0006634	OG0006266	n0	XANCAGTX0491_007742-T1	XANPAGTX0501_008846-T1		
N2.HOG0006635	OG0006267	n0	XANCAGTX0491_007743-T1	XANPAGTX0501_008847-T1		
N2.HOG0006636	OG0006268	n0	XANCAGTX0491_007745-T1	XANPAGTX0501_008848-T1		
N2.HOG0006637	OG0006269	n0	XANCAGTX0491_007746-T1	XANPAGTX0501_008849-T1		
N2.HOG0006638	OG0006270	n0	XANCAGTX0491_007748-T1	XANPAGTX0501_008851-T1		
N2.HOG0006639	OG0006271	n0	XANCAGTX0491_007750-T1	XANPAGTX0501_008853-T1		
N2.HOG0006640	OG0006272	n0	XANCAGTX0491_007751-T1	XANPAGTX0501_008854-T1		
N2.HOG0006641	OG0006273	n0	XANCAGTX0491_007753-T1	XANPAGTX0501_008856-T1		
N2.HOG0006642	OG0006274	n0	XANCAGTX0491_007756-T1	XANPAGTX0501_008860-T1		
N2.HOG0006643	OG0006275	n0	XANCAGTX0491_007757-T1	XANPAGTX0501_008861-T1		
N2.HOG0006644	OG0006276	n0	XANCAGTX0491_007758-T1	XANPAGTX0501_008862-T1		
N2.HOG0006645	OG0006277	n0	XANCAGTX0491_007759-T1	XANPAGTX0501_008864-T1		
N2.HOG0006646	OG0006278	n0	XANCAGTX0491_007760-T1	XANPAGTX0501_008865-T1		
N2.HOG0006647	OG0006279	n0	XANCAGTX0491_007762-T1	XANPAGTX0501_008868-T1		
N2.HOG0006648	OG0006280	n0	XANCAGTX0491_007764-T1	XANPAGTX0501_008870-T1		
N2.HOG0006649	OG0006281	n0	XANCAGTX0491_007765-T1	XANPAGTX0501_008871-T1		
N2.HOG0006650	OG0006282	n0	XANCAGTX0491_007766-T1	XANPAGTX0501_008872-T1		
N2.HOG0006651	OG0006283	n0	XANCAGTX0491_007767-T1	XANPAGTX0501_008873-T1		
N2.HOG0006652	OG0006284	n0	XANCAGTX0491_007768-T1	XANPAGTX0501_008874-T1		
N2.HOG0006653	OG0006285	n0	XANCAGTX0491_007769-T1	XANPAGTX0501_008875-T1, XANPAGTX0501_009686-T1		
N2.HOG0006654	OG0006286	n0	XANCAGTX0491_007793-T1	XANPAGTX0501_009659-T1, XANPAGTX0501_009660-T1		
N2.HOG0006655	OG0006287	n0	XANCAGTX0491_007798-T2, XANCAGTX0491_007798-T1	XANPAGTX0501_009654-T1		
N2.HOG0006656	OG0006288	n0	XANCAGTX0491_007800-T1, XANCAGTX0491_009333-T1	XANPAGTX0501_009652-T1		
N2.HOG0006657	OG0006289	n0	XANCAGTX0491_007812-T1	XANPAGTX0501_009640-T1, XANPAGTX0501_000973-T1		
N2.HOG0006658	OG0006290	n0	XANCAGTX0491_009898-T1, XANCAGTX0491_007816-T1	XANPAGTX0501_009635-T1		
N2.HOG0006659	OG0006291	n0	XANCAGTX0491_007817-T1	XANPAGTX0501_009634-T2, XANPAGTX0501_009634-T1		
N2.HOG0006660	OG0006292	n0	XANCAGTX0491_007819-T1, XANCAGTX0491_007819-T2	XANPAGTX0501_009632-T1		
N2.HOG0006661	OG0006293	n0	XANCAGTX0491_007840-T2, XANCAGTX0491_007840-T1	XANPAGTX0501_009611-T1		
N2.HOG0006662	OG0006294	n0	XANCAGTX0491_007845-T1	XANPAGTX0501_006290-T1		
N2.HOG0006663	OG0006295	n0	XANCAGTX0491_007846-T1	XANPAGTX0501_006287-T1		
N2.HOG0006664	OG0006296	n0	XANCAGTX0491_007848-T1	XANPAGTX0501_006280-T1		
N2.HOG0006665	OG0006297	n0	XANCAGTX0491_007849-T1	XANPAGTX0501_006278-T1		
N2.HOG0006666	OG0006298	n0	XANCAGTX0491_007850-T1	XANPAGTX0501_006277-T1		
N2.HOG0006667	OG0006299	n0	XANCAGTX0491_007852-T1	XANPAGTX0501_006275-T1		
N2.HOG0006668	OG0006300	n0	XANCAGTX0491_007853-T1	XANPAGTX0501_006274-T1		
N2.HOG0006669	OG0006301	n0	XANCAGTX0491_007854-T1	XANPAGTX0501_006272-T1		
N2.HOG0006670	OG0006302	n0	XANCAGTX0491_007857-T1	XANPAGTX0501_006268-T1		
N2.HOG0006671	OG0006303	n0	XANCAGTX0491_007858-T1	XANPAGTX0501_006267-T1		
N2.HOG0006672	OG0006304	n0	XANCAGTX0491_007860-T1	XANPAGTX0501_006265-T1		
N2.HOG0006673	OG0006305	n0	XANCAGTX0491_007862-T1	XANPAGTX0501_006263-T1		
N2.HOG0006674	OG0006306	n0	XANCAGTX0491_007864-T1	XANPAGTX0501_006261-T1		
N2.HOG0006675	OG0006307	n0	XANCAGTX0491_007865-T1	XANPAGTX0501_006260-T1		
N2.HOG0006676	OG0006308	n0	XANCAGTX0491_007869-T1	XANPAGTX0501_006257-T1		
N2.HOG0006677	OG0006309	n0	XANCAGTX0491_007871-T1	XANPAGTX0501_006220-T1		
N2.HOG0006678	OG0006310	n0	XANCAGTX0491_007872-T1	XANPAGTX0501_006221-T1		
N2.HOG0006679	OG0006311	n0	XANCAGTX0491_007874-T1	XANPAGTX0501_006223-T1		
N2.HOG0006680	OG0006312	n0	XANCAGTX0491_007875-T1	XANPAGTX0501_006224-T1		
N2.HOG0006681	OG0006313	n0	XANCAGTX0491_007876-T1	XANPAGTX0501_006225-T1		
N2.HOG0006682	OG0006314	n0	XANCAGTX0491_007877-T1	XANPAGTX0501_006226-T1		
N2.HOG0006683	OG0006315	n0	XANCAGTX0491_007878-T1	XANPAGTX0501_006227-T1		
N2.HOG0006684	OG0006316	n0	XANCAGTX0491_007880-T1	XANPAGTX0501_006228-T1		
N2.HOG0006685	OG0006317	n0	XANCAGTX0491_007882-T1	XANPAGTX0501_006231-T1		
N2.HOG0006686	OG0006318	n0	XANCAGTX0491_007883-T1	XANPAGTX0501_006232-T1		
N2.HOG0006687	OG0006319	n0	XANCAGTX0491_007887-T1	XANPAGTX0501_006234-T1		
N2.HOG0006688	OG0006320	n0	XANCAGTX0491_007888-T1	XANPAGTX0501_006235-T1		
N2.HOG0006689	OG0006321	n0	XANCAGTX0491_007890-T1	XANPAGTX0501_006236-T1		
N2.HOG0006690	OG0006322	n0	XANCAGTX0491_007891-T1	XANPAGTX0501_006237-T1		
N2.HOG0006691	OG0006323	n0	XANCAGTX0491_007892-T1	XANPAGTX0501_006239-T1		
N2.HOG0006692	OG0006324	n0	XANCAGTX0491_007893-T1	XANPAGTX0501_006240-T1		
N2.HOG0006693	OG0006325	n0	XANCAGTX0491_007894-T1	XANPAGTX0501_006241-T1		
N2.HOG0006694	OG0006326	n0	XANCAGTX0491_007895-T1	XANPAGTX0501_006242-T1		
N2.HOG0006695	OG0006327	n0	XANCAGTX0491_007897-T1	XANPAGTX0501_006244-T1		
N2.HOG0006696	OG0006328	n0	XANCAGTX0491_007898-T1	XANPAGTX0501_006245-T1		
N2.HOG0006697	OG0006329	n0	XANCAGTX0491_007899-T1	XANPAGTX0501_006246-T1		
N2.HOG0006698	OG0006330	n0	XANCAGTX0491_007901-T1	XANPAGTX0501_006248-T1		
N2.HOG0006699	OG0006331	n0	XANCAGTX0491_007902-T1	XANPAGTX0501_006249-T1		
N2.HOG0006700	OG0006332	n0	XANCAGTX0491_007903-T1	XANPAGTX0501_006250-T1		
N2.HOG0006701	OG0006333	n0	XANCAGTX0491_007905-T1	XANPAGTX0501_006252-T1		
N2.HOG0006702	OG0006334	n0	XANCAGTX0491_007906-T1	XANPAGTX0501_006253-T1		
N2.HOG0006703	OG0006335	n0	XANCAGTX0491_007907-T1	XANPAGTX0501_006254-T1		
N2.HOG0006704	OG0006336	n0	XANCAGTX0491_007908-T1	XANPAGTX0501_006218-T1		
N2.HOG0006705	OG0006337	n0	XANCAGTX0491_007909-T1	XANPAGTX0501_006217-T1		
N2.HOG0006706	OG0006338	n0	XANCAGTX0491_007910-T1	XANPAGTX0501_006215-T1		
N2.HOG0006707	OG0006339	n0	XANCAGTX0491_007914-T1	XANPAGTX0501_006211-T1		
N2.HOG0006708	OG0006340	n0	XANCAGTX0491_007915-T1	XANPAGTX0501_006210-T1		
N2.HOG0006709	OG0006341	n0	XANCAGTX0491_007916-T1	XANPAGTX0501_006209-T1		
N2.HOG0006710	OG0006342	n0	XANCAGTX0491_007918-T1	XANPAGTX0501_006206-T1		
N2.HOG0006711	OG0006343	n0	XANCAGTX0491_007920-T1	XANPAGTX0501_006204-T1		
N2.HOG0006712	OG0006344	n0	XANCAGTX0491_007921-T1	XANPAGTX0501_006203-T1		
N2.HOG0006713	OG0006345	n0	XANCAGTX0491_007922-T1	XANPAGTX0501_006202-T1		
N2.HOG0006714	OG0006346	n0	XANCAGTX0491_007923-T1	XANPAGTX0501_006201-T1		
N2.HOG0006715	OG0006347	n0	XANCAGTX0491_007924-T1	XANPAGTX0501_006200-T1		
N2.HOG0006716	OG0006348	n0	XANCAGTX0491_007925-T1	XANPAGTX0501_006199-T1		
N2.HOG0006717	OG0006349	n0	XANCAGTX0491_007926-T1	XANPAGTX0501_006198-T1		
N2.HOG0006718	OG0006350	n0	XANCAGTX0491_007927-T1	XANPAGTX0501_006197-T1		
N2.HOG0006719	OG0006351	n0	XANCAGTX0491_007928-T1	XANPAGTX0501_006195-T1		
N2.HOG0006720	OG0006352	n0	XANCAGTX0491_007931-T1	XANPAGTX0501_006192-T1		
N2.HOG0006721	OG0006353	n0	XANCAGTX0491_007932-T1	XANPAGTX0501_006191-T1		
N2.HOG0006722	OG0006354	n0	XANCAGTX0491_007935-T1	XANPAGTX0501_006189-T1		
N2.HOG0006723	OG0006355	n0	XANCAGTX0491_007936-T1	XANPAGTX0501_006186-T1		
N2.HOG0006724	OG0006356	n0	XANCAGTX0491_007938-T1	XANPAGTX0501_006184-T1		
N2.HOG0006725	OG0006357	n0	XANCAGTX0491_007939-T1	XANPAGTX0501_006183-T1		
N2.HOG0006726	OG0006358	n0	XANCAGTX0491_007944-T1	XANPAGTX0501_006178-T1		
N2.HOG0006727	OG0006359	n0	XANCAGTX0491_007946-T1	XANPAGTX0501_006176-T1		
N2.HOG0006728	OG0006360	n0	XANCAGTX0491_007948-T1	XANPAGTX0501_006174-T1		
N2.HOG0006729	OG0006361	n0	XANCAGTX0491_007951-T1	XANPAGTX0501_006170-T1		
N2.HOG0006730	OG0006362	n0	XANCAGTX0491_007952-T1	XANPAGTX0501_006169-T1		
N2.HOG0006731	OG0006363	n0	XANCAGTX0491_007953-T1	XANPAGTX0501_006168-T1		
N2.HOG0006732	OG0006364	n0	XANCAGTX0491_007954-T1	XANPAGTX0501_006167-T1		
N2.HOG0006733	OG0006365	n0	XANCAGTX0491_007955-T1	XANPAGTX0501_006166-T1		
N2.HOG0006734	OG0006366	n0	XANCAGTX0491_007956-T1	XANPAGTX0501_006165-T1		
N2.HOG0006735	OG0006367	n0	XANCAGTX0491_007957-T1	XANPAGTX0501_006164-T1		
N2.HOG0006736	OG0006368	n0	XANCAGTX0491_007959-T1	XANPAGTX0501_006163-T1		
N2.HOG0006737	OG0006369	n0	XANCAGTX0491_007960-T1	XANPAGTX0501_006162-T1		
N2.HOG0006738	OG0006370	n0	XANCAGTX0491_007961-T1	XANPAGTX0501_006161-T1		
N2.HOG0006739	OG0006371	n0	XANCAGTX0491_007964-T1	XANPAGTX0501_006158-T1		
N2.HOG0006740	OG0006372	n0	XANCAGTX0491_007966-T1	XANPAGTX0501_006154-T1		
N2.HOG0006741	OG0006373	n0	XANCAGTX0491_007967-T1	XANPAGTX0501_006153-T1		
N2.HOG0006742	OG0006374	n0	XANCAGTX0491_007968-T1	XANPAGTX0501_006152-T1		
N2.HOG0006743	OG0006375	n0	XANCAGTX0491_007969-T1	XANPAGTX0501_006150-T1		
N2.HOG0006744	OG0006376	n0	XANCAGTX0491_007970-T1	XANPAGTX0501_006149-T1		
N2.HOG0006745	OG0006377	n0	XANCAGTX0491_007971-T1	XANPAGTX0501_006148-T1		
N2.HOG0006746	OG0006378	n0	XANCAGTX0491_007972-T1	XANPAGTX0501_006147-T1		
N2.HOG0006747	OG0006379	n0	XANCAGTX0491_007973-T1	XANPAGTX0501_006146-T1		
N2.HOG0006748	OG0006380	n0	XANCAGTX0491_007974-T1	XANPAGTX0501_006145-T1		
N2.HOG0006749	OG0006381	n0	XANCAGTX0491_007975-T1	XANPAGTX0501_006144-T1		
N2.HOG0006750	OG0006382	n0	XANCAGTX0491_007977-T1	XANPAGTX0501_006143-T1		
N2.HOG0006751	OG0006383	n0	XANCAGTX0491_007978-T1	XANPAGTX0501_006142-T1		
N2.HOG0006752	OG0006384	n0	XANCAGTX0491_007979-T1	XANPAGTX0501_006140-T1		
N2.HOG0006753	OG0006385	n0	XANCAGTX0491_007980-T1	XANPAGTX0501_006139-T1		
N2.HOG0006754	OG0006386	n0	XANCAGTX0491_007981-T1	XANPAGTX0501_006138-T1		
N2.HOG0006755	OG0006387	n0	XANCAGTX0491_007982-T1	XANPAGTX0501_006136-T1		
N2.HOG0006756	OG0006388	n0	XANCAGTX0491_007983-T1	XANPAGTX0501_006135-T1		
N2.HOG0006757	OG0006389	n0	XANCAGTX0491_007984-T1	XANPAGTX0501_006134-T1		
N2.HOG0006758	OG0006390	n0	XANCAGTX0491_007985-T1	XANPAGTX0501_006133-T1		
N2.HOG0006759	OG0006391	n0	XANCAGTX0491_007987-T1	XANPAGTX0501_006131-T1		
N2.HOG0006760	OG0006392	n0	XANCAGTX0491_007988-T1	XANPAGTX0501_006130-T1		
N2.HOG0006761	OG0006393	n0	XANCAGTX0491_008005-T1	XANPAGTX0501_006114-T1		
N2.HOG0006762	OG0006394	n0	XANCAGTX0491_008007-T1	XANPAGTX0501_006112-T1		
N2.HOG0006763	OG0006395	n0	XANCAGTX0491_008012-T1	XANPAGTX0501_006107-T1		
N2.HOG0006764	OG0006396	n0	XANCAGTX0491_008013-T1	XANPAGTX0501_006106-T1		
N2.HOG0006765	OG0006397	n0	XANCAGTX0491_008014-T1	XANPAGTX0501_006105-T1		
N2.HOG0006766	OG0006398	n0	XANCAGTX0491_008015-T1	XANPAGTX0501_006104-T1		
N2.HOG0006767	OG0006399	n0	XANCAGTX0491_008016-T1	XANPAGTX0501_006103-T1		
N2.HOG0006768	OG0006400	n0	XANCAGTX0491_008018-T1	XANPAGTX0501_006100-T1		
N2.HOG0006769	OG0006401	n0	XANCAGTX0491_008019-T1	XANPAGTX0501_006099-T1		
N2.HOG0006770	OG0006402	n0	XANCAGTX0491_008020-T1	XANPAGTX0501_006098-T1		
N2.HOG0006771	OG0006403	n0	XANCAGTX0491_008021-T1	XANPAGTX0501_006097-T1		
N2.HOG0006772	OG0006404	n0	XANCAGTX0491_008022-T1	XANPAGTX0501_006096-T1		
N2.HOG0006773	OG0006405	n0	XANCAGTX0491_008024-T1	XANPAGTX0501_006093-T1		
N2.HOG0006774	OG0006406	n0	XANCAGTX0491_008025-T1	XANPAGTX0501_006092-T1		
N2.HOG0006775	OG0006407	n0	XANCAGTX0491_008026-T1	XANPAGTX0501_006091-T1		
N2.HOG0006776	OG0006408	n0	XANCAGTX0491_008031-T1	XANPAGTX0501_006085-T1		
N2.HOG0006777	OG0006409	n0	XANCAGTX0491_008032-T1	XANPAGTX0501_006084-T1		
N2.HOG0006778	OG0006410	n0	XANCAGTX0491_008034-T1	XANPAGTX0501_006082-T1		
N2.HOG0006779	OG0006411	n0	XANCAGTX0491_008035-T1	XANPAGTX0501_006081-T1		
N2.HOG0006780	OG0006412	n0	XANCAGTX0491_008037-T1	XANPAGTX0501_006079-T1		
N2.HOG0006781	OG0006413	n0	XANCAGTX0491_008038-T1	XANPAGTX0501_006078-T1		
N2.HOG0006782	OG0006414	n0	XANCAGTX0491_008039-T1	XANPAGTX0501_006077-T1		
N2.HOG0006783	OG0006415	n0	XANCAGTX0491_008040-T1	XANPAGTX0501_006076-T1		
N2.HOG0006784	OG0006416	n0	XANCAGTX0491_008041-T1	XANPAGTX0501_006075-T1		
N2.HOG0006785	OG0006417	n0	XANCAGTX0491_008042-T1	XANPAGTX0501_006073-T1		
N2.HOG0006786	OG0006418	n0	XANCAGTX0491_008043-T1	XANPAGTX0501_006072-T1		
N2.HOG0006787	OG0006419	n0	XANCAGTX0491_008044-T1	XANPAGTX0501_006071-T1		
N2.HOG0006788	OG0006420	n0	XANCAGTX0491_008045-T1	XANPAGTX0501_006070-T1		
N2.HOG0006789	OG0006421	n0	XANCAGTX0491_008047-T1	XANPAGTX0501_006067-T1		
N2.HOG0006790	OG0006422	n0	XANCAGTX0491_008048-T1	XANPAGTX0501_006065-T1		
N2.HOG0006791	OG0006423	n0	XANCAGTX0491_008049-T1	XANPAGTX0501_006064-T1		
N2.HOG0006792	OG0006424	n0	XANCAGTX0491_008051-T1	XANPAGTX0501_006062-T1		
N2.HOG0006793	OG0006425	n0	XANCAGTX0491_008053-T1	XANPAGTX0501_006060-T1		
N2.HOG0006794	OG0006426	n0	XANCAGTX0491_008054-T1	XANPAGTX0501_006059-T1		
N2.HOG0006795	OG0006427	n0	XANCAGTX0491_008055-T1	XANPAGTX0501_006058-T1		
N2.HOG0006796	OG0006428	n0	XANCAGTX0491_008056-T1	XANPAGTX0501_006057-T1		
N2.HOG0006797	OG0006429	n0	XANCAGTX0491_008057-T1	XANPAGTX0501_006056-T1		
N2.HOG0006798	OG0006430	n0	XANCAGTX0491_008063-T1	XANPAGTX0501_006052-T1		
N2.HOG0006799	OG0006431	n0	XANCAGTX0491_008064-T1	XANPAGTX0501_006051-T1		
N2.HOG0006800	OG0006432	n0	XANCAGTX0491_008065-T1	XANPAGTX0501_006050-T1		
N2.HOG0006801	OG0006433	n0	XANCAGTX0491_008066-T1	XANPAGTX0501_006049-T1		
N2.HOG0006802	OG0006434	n0	XANCAGTX0491_008067-T1	XANPAGTX0501_006048-T1		
N2.HOG0006803	OG0006435	n0	XANCAGTX0491_008070-T1	XANPAGTX0501_006044-T1		
N2.HOG0006804	OG0006436	n0	XANCAGTX0491_008071-T1	XANPAGTX0501_006043-T1		
N2.HOG0006805	OG0006437	n0	XANCAGTX0491_008072-T1	XANPAGTX0501_006042-T1		
N2.HOG0006806	OG0006438	n0	XANCAGTX0491_008073-T1	XANPAGTX0501_006041-T1		
N2.HOG0006807	OG0006439	n0	XANCAGTX0491_008075-T1	XANPAGTX0501_006038-T1		
N2.HOG0006808	OG0006440	n0	XANCAGTX0491_008077-T1	XANPAGTX0501_006036-T1		
N2.HOG0006809	OG0006441	n0	XANCAGTX0491_008079-T1	XANPAGTX0501_006033-T1		
N2.HOG0006810	OG0006442	n0	XANCAGTX0491_008080-T1	XANPAGTX0501_006032-T1		
N2.HOG0006811	OG0006443	n0	XANCAGTX0491_008081-T1	XANPAGTX0501_006031-T1		
N2.HOG0006812	OG0006444	n0	XANCAGTX0491_008082-T1	XANPAGTX0501_006030-T1		
N2.HOG0006813	OG0006445	n0	XANCAGTX0491_008083-T1	XANPAGTX0501_006029-T1		
N2.HOG0006814	OG0006446	n0	XANCAGTX0491_008084-T1	XANPAGTX0501_006028-T1		
N2.HOG0006815	OG0006447	n0	XANCAGTX0491_008085-T1	XANPAGTX0501_006027-T1		
N2.HOG0006816	OG0006448	n0	XANCAGTX0491_008087-T1	XANPAGTX0501_006025-T1		
N2.HOG0006817	OG0006449	n0	XANCAGTX0491_008088-T1	XANPAGTX0501_006023-T1		
N2.HOG0006818	OG0006450	n0	XANCAGTX0491_008091-T1	XANPAGTX0501_001723-T1		
N2.HOG0006819	OG0006451	n0	XANCAGTX0491_008094-T1	XANPAGTX0501_006020-T1		
N2.HOG0006820	OG0006452	n0	XANCAGTX0491_008097-T1	XANPAGTX0501_006018-T1		
N2.HOG0006821	OG0006453	n0	XANCAGTX0491_008098-T1	XANPAGTX0501_006017-T1		
N2.HOG0006822	OG0006454	n0	XANCAGTX0491_008099-T1	XANPAGTX0501_006016-T1		
N2.HOG0006823	OG0006455	n0	XANCAGTX0491_008101-T1	XANPAGTX0501_006014-T1		
N2.HOG0006824	OG0006456	n0	XANCAGTX0491_008104-T1	XANPAGTX0501_006011-T1		
N2.HOG0006825	OG0006457	n0	XANCAGTX0491_008106-T1	XANPAGTX0501_006010-T1, XANPAGTX0501_006080-T1		
N2.HOG0006826	OG0006458	n0	XANCAGTX0491_008111-T1	XANPAGTX0501_006007-T1		
N2.HOG0006827	OG0006459	n0	XANCAGTX0491_008114-T1	XANPAGTX0501_006004-T1		
N2.HOG0006828	OG0006460	n0	XANCAGTX0491_008115-T1	XANPAGTX0501_006003-T1		
N2.HOG0006829	OG0006461	n0	XANCAGTX0491_008116-T1	XANPAGTX0501_006002-T1		
N2.HOG0006830	OG0006462	n0	XANCAGTX0491_008118-T1	XANPAGTX0501_006000-T1		
