Orthogroup	Xanthoria_parietina_SAMEA111342678	Xanthoria_calcicola_GTX0491
OG0006453	XANPAOZ2100_007424-T1	XANCAGTX0491_008098-T1
OG0006454	XANPAOZ2100_007423-T1	XANCAGTX0491_008099-T1
OG0006455	XANPAOZ2100_007422-T1	XANCAGTX0491_008101-T1
OG0006456	XANPAOZ2100_007420-T1	XANCAGTX0491_008104-T1
OG0006457	XANPAOZ2100_007419-T1	XANCAGTX0491_008106-T1
OG0006458	XANPAOZ2100_007415-T1	XANCAGTX0491_008111-T1
OG0006459	XANPAOZ2100_007413-T1	XANCAGTX0491_008114-T1
OG0006460	XANPAOZ2100_007412-T1	XANCAGTX0491_008115-T1
OG0006461	XANPAOZ2100_007411-T1	XANCAGTX0491_008116-T1
OG0006462	XANPAOZ2100_007410-T1	XANCAGTX0491_008118-T1
OG0006463	XANPAOZ2100_007409-T1	XANCAGTX0491_008119-T1
OG0006464	XANPAOZ2100_007408-T1	XANCAGTX0491_008120-T1
OG0006465	XANPAOZ2100_007404-T1	XANCAGTX0491_008124-T1
OG0006466	XANPAOZ2100_007402-T1	XANCAGTX0491_008127-T1
OG0006467	XANPAOZ2100_007401-T1	XANCAGTX0491_008128-T1
OG0006468	XANPAOZ2100_007400-T1	XANCAGTX0491_008129-T1
OG0006469	XANPAOZ2100_007399-T1	XANCAGTX0491_008130-T1
OG0006470	XANPAOZ2100_007398-T1	XANCAGTX0491_008131-T1
OG0006471	XANPAOZ2100_007397-T1	XANCAGTX0491_008132-T1
OG0006472	XANPAOZ2100_007396-T1	XANCAGTX0491_008133-T1
OG0006473	XANPAOZ2100_007395-T1	XANCAGTX0491_008134-T1
OG0006474	XANPAOZ2100_007393-T1	XANCAGTX0491_008136-T1
OG0006475	XANPAOZ2100_007391-T1	XANCAGTX0491_008138-T1
OG0006476	XANPAOZ2100_007390-T1	XANCAGTX0491_008139-T1
OG0006477	XANPAOZ2100_007389-T1	XANCAGTX0491_008140-T1
OG0006478	XANPAOZ2100_007388-T1	XANCAGTX0491_008141-T1
OG0006479	XANPAOZ2100_007386-T1	XANCAGTX0491_008142-T1
OG0006480	XANPAOZ2100_007385-T1	XANCAGTX0491_008143-T1
OG0006481	XANPAOZ2100_007384-T1	XANCAGTX0491_008144-T1
OG0006482	XANPAOZ2100_007383-T1	XANCAGTX0491_008147-T1
OG0006483	XANPAOZ2100_007380-T1	XANCAGTX0491_008148-T1
OG0006484	XANPAOZ2100_007378-T1	XANCAGTX0491_008149-T1
OG0006485	XANPAOZ2100_007377-T1	XANCAGTX0491_008151-T1
OG0006486	XANPAOZ2100_007376-T1	XANCAGTX0491_008152-T1
OG0006487	XANPAOZ2100_007375-T1	XANCAGTX0491_008153-T1
OG0006488	XANPAOZ2100_007374-T1	XANCAGTX0491_008154-T1
OG0006489	XANPAOZ2100_007373-T1	XANCAGTX0491_008155-T1
OG0006490	XANPAOZ2100_007372-T1	XANCAGTX0491_008156-T1
OG0006491	XANPAOZ2100_007371-T1	XANCAGTX0491_008157-T1
OG0006492	XANPAOZ2100_007370-T1	XANCAGTX0491_008158-T1
OG0006493	XANPAOZ2100_007369-T1	XANCAGTX0491_008159-T1
OG0006494	XANPAOZ2100_007368-T1	XANCAGTX0491_008160-T1
OG0006495	XANPAOZ2100_007367-T1	XANCAGTX0491_008162-T1
OG0006496	XANPAOZ2100_007366-T1	XANCAGTX0491_008164-T1
OG0006497	XANPAOZ2100_007363-T1	XANCAGTX0491_008167-T1
OG0006498	XANPAOZ2100_007362-T1	XANCAGTX0491_008168-T1
OG0006499	XANPAOZ2100_007361-T1	XANCAGTX0491_008169-T1
OG0006500	XANPAOZ2100_007360-T1	XANCAGTX0491_008170-T1
OG0006501	XANPAOZ2100_007353-T1	XANCAGTX0491_008175-T1
OG0006502	XANPAOZ2100_007352-T1	XANCAGTX0491_008177-T1
OG0006503	XANPAOZ2100_007351-T1	XANCAGTX0491_008179-T1
OG0006504	XANPAOZ2100_007350-T1	XANCAGTX0491_008180-T1
OG0006505	XANPAOZ2100_007349-T1	XANCAGTX0491_008181-T1
OG0006506	XANPAOZ2100_007348-T1	XANCAGTX0491_008183-T1
OG0006507	XANPAOZ2100_007347-T1	XANCAGTX0491_008184-T1
OG0006508	XANPAOZ2100_007345-T1	XANCAGTX0491_008186-T1
OG0006509	XANPAOZ2100_007344-T1	XANCAGTX0491_008187-T1
OG0006510	XANPAOZ2100_007343-T1	XANCAGTX0491_008188-T1
OG0006511	XANPAOZ2100_007342-T1	XANCAGTX0491_008189-T1
OG0006512	XANPAOZ2100_007341-T1	XANCAGTX0491_008190-T1
OG0006513	XANPAOZ2100_007340-T1	XANCAGTX0491_008191-T1
OG0006514	XANPAOZ2100_007338-T1	XANCAGTX0491_008192-T1
OG0006515	XANPAOZ2100_007335-T1	XANCAGTX0491_008194-T1
OG0006516	XANPAOZ2100_007334-T1	XANCAGTX0491_008197-T1
OG0006517	XANPAOZ2100_007333-T1	XANCAGTX0491_008198-T1
OG0006518	XANPAOZ2100_007332-T1	XANCAGTX0491_008199-T1
OG0006519	XANPAOZ2100_007331-T1	XANCAGTX0491_008200-T1
OG0006520	XANPAOZ2100_007330-T1	XANCAGTX0491_008201-T1
OG0006521	XANPAOZ2100_007329-T1	XANCAGTX0491_008202-T1
OG0006522	XANPAOZ2100_007328-T1	XANCAGTX0491_008204-T1
OG0006523	XANPAOZ2100_007326-T1	XANCAGTX0491_008206-T1
OG0006524	XANPAOZ2100_007325-T1	XANCAGTX0491_008207-T1
OG0006525	XANPAOZ2100_007324-T1	XANCAGTX0491_008208-T1
OG0006526	XANPAOZ2100_007323-T1	XANCAGTX0491_008209-T1
OG0006527	XANPAOZ2100_007322-T1	XANCAGTX0491_008210-T1
OG0006528	XANPAOZ2100_007321-T1	XANCAGTX0491_008211-T1
OG0006529	XANPAOZ2100_007320-T1	XANCAGTX0491_008212-T1
OG0006530	XANPAOZ2100_007319-T1	XANCAGTX0491_008213-T1
OG0006531	XANPAOZ2100_007318-T1	XANCAGTX0491_008214-T1
OG0006532	XANPAOZ2100_007317-T1	XANCAGTX0491_008215-T1
OG0006533	XANPAOZ2100_007316-T1	XANCAGTX0491_008218-T1
OG0006534	XANPAOZ2100_007315-T1	XANCAGTX0491_008221-T1
OG0006535	XANPAOZ2100_007314-T1	XANCAGTX0491_008222-T1
OG0006536	XANPAOZ2100_007312-T1	XANCAGTX0491_008225-T1
OG0006537	XANPAOZ2100_007311-T1	XANCAGTX0491_008226-T1
OG0006538	XANPAOZ2100_007310-T1	XANCAGTX0491_008227-T1
OG0006539	XANPAOZ2100_007309-T1	XANCAGTX0491_008228-T1
OG0006540	XANPAOZ2100_007307-T1	XANCAGTX0491_008229-T1
OG0006541	XANPAOZ2100_007306-T1	XANCAGTX0491_008230-T1
OG0006542	XANPAOZ2100_007305-T1	XANCAGTX0491_008232-T1
OG0006543	XANPAOZ2100_007304-T1	XANCAGTX0491_008233-T1
OG0006544	XANPAOZ2100_007302-T1	XANCAGTX0491_008234-T1
OG0006545	XANPAOZ2100_007301-T1	XANCAGTX0491_008235-T1
OG0006546	XANPAOZ2100_007300-T1	XANCAGTX0491_008236-T1
OG0006547	XANPAOZ2100_007299-T1	XANCAGTX0491_008238-T1
OG0006548	XANPAOZ2100_007298-T1	XANCAGTX0491_008240-T1
OG0006549	XANPAOZ2100_007297-T1	XANCAGTX0491_008241-T1
OG0006550	XANPAOZ2100_007296-T1	XANCAGTX0491_008242-T1
OG0006551	XANPAOZ2100_007295-T1	XANCAGTX0491_008243-T1
OG0006552	XANPAOZ2100_007294-T1	XANCAGTX0491_008244-T1
OG0006553	XANPAOZ2100_007293-T1	XANCAGTX0491_008245-T1
OG0006554	XANPAOZ2100_007291-T1	XANCAGTX0491_008247-T1
OG0006555	XANPAOZ2100_007290-T1	XANCAGTX0491_008248-T1
OG0006556	XANPAOZ2100_007288-T1	XANCAGTX0491_008250-T1
OG0006557	XANPAOZ2100_007287-T1	XANCAGTX0491_008251-T1
OG0006558	XANPAOZ2100_007286-T1	XANCAGTX0491_008253-T1
OG0006559	XANPAOZ2100_007285-T1	XANCAGTX0491_008254-T1
OG0006560	XANPAOZ2100_007283-T1	XANCAGTX0491_008256-T1
OG0006561	XANPAOZ2100_007282-T1	XANCAGTX0491_008257-T1
OG0006562	XANPAOZ2100_007281-T1	XANCAGTX0491_008258-T1
OG0006563	XANPAOZ2100_007280-T1	XANCAGTX0491_008259-T1
OG0006564	XANPAOZ2100_007279-T1	XANCAGTX0491_008260-T1
OG0006565	XANPAOZ2100_007278-T1	XANCAGTX0491_008261-T1
OG0006566	XANPAOZ2100_007277-T1	XANCAGTX0491_008262-T1
OG0006567	XANPAOZ2100_007276-T1	XANCAGTX0491_008263-T1
OG0006568	XANPAOZ2100_007275-T1	XANCAGTX0491_008264-T1
OG0006569	XANPAOZ2100_007274-T1	XANCAGTX0491_008265-T1
OG0006570	XANPAOZ2100_007273-T1	XANCAGTX0491_008266-T1
OG0006571	XANPAOZ2100_007272-T1	XANCAGTX0491_008267-T1
OG0006572	XANPAOZ2100_007269-T1	XANCAGTX0491_008270-T1
OG0006573	XANPAOZ2100_007268-T1	XANCAGTX0491_008272-T1
OG0006574	XANPAOZ2100_007267-T1	XANCAGTX0491_008273-T1
OG0006575	XANPAOZ2100_007266-T1	XANCAGTX0491_008274-T1
OG0006576	XANPAOZ2100_007264-T1	XANCAGTX0491_008276-T1
OG0006577	XANPAOZ2100_007262-T1	XANCAGTX0491_008278-T1
OG0006578	XANPAOZ2100_007261-T1	XANCAGTX0491_008279-T1
OG0006579	XANPAOZ2100_007260-T1	XANCAGTX0491_008281-T1
OG0006580	XANPAOZ2100_007259-T1	XANCAGTX0491_008282-T1
OG0006581	XANPAOZ2100_007257-T1	XANCAGTX0491_008284-T1
OG0006582	XANPAOZ2100_007256-T1	XANCAGTX0491_008286-T1
OG0006583	XANPAOZ2100_007255-T1	XANCAGTX0491_008287-T1
OG0006584	XANPAOZ2100_007254-T1	XANCAGTX0491_008288-T1
OG0006585	XANPAOZ2100_007253-T1	XANCAGTX0491_008289-T1
OG0006586	XANPAOZ2100_007252-T1	XANCAGTX0491_008290-T1
OG0006587	XANPAOZ2100_007251-T1	XANCAGTX0491_008292-T1
OG0006588	XANPAOZ2100_007250-T1	XANCAGTX0491_008293-T1
OG0006589	XANPAOZ2100_007249-T1	XANCAGTX0491_008294-T1
OG0006590	XANPAOZ2100_007248-T1	XANCAGTX0491_008295-T1
OG0006591	XANPAOZ2100_007247-T1	XANCAGTX0491_008296-T1
OG0006592	XANPAOZ2100_007246-T1	XANCAGTX0491_008297-T1
OG0006593	XANPAOZ2100_007245-T1	XANCAGTX0491_008298-T1
OG0006594	XANPAOZ2100_007244-T1	XANCAGTX0491_008300-T1
OG0006595	XANPAOZ2100_007243-T1	XANCAGTX0491_008302-T1
OG0006596	XANPAOZ2100_007242-T1	XANCAGTX0491_008303-T1
OG0006597	XANPAOZ2100_007241-T1	XANCAGTX0491_008304-T1
OG0006598	XANPAOZ2100_007240-T1	XANCAGTX0491_008305-T1
OG0006599	XANPAOZ2100_007237-T1	XANCAGTX0491_008309-T1
OG0006600	XANPAOZ2100_007236-T1	XANCAGTX0491_008310-T1
OG0006601	XANPAOZ2100_007234-T1	XANCAGTX0491_008312-T1
OG0006602	XANPAOZ2100_007233-T1	XANCAGTX0491_008314-T1
OG0006603	XANPAOZ2100_007232-T1	XANCAGTX0491_008315-T1
OG0006604	XANPAOZ2100_007231-T1	XANCAGTX0491_008316-T1
OG0006605	XANPAOZ2100_007230-T1	XANCAGTX0491_008317-T1
OG0006606	XANPAOZ2100_007229-T1	XANCAGTX0491_008318-T1
OG0006607	XANPAOZ2100_007228-T1	XANCAGTX0491_008320-T1
OG0006608	XANPAOZ2100_007227-T1	XANCAGTX0491_008321-T1
OG0006609	XANPAOZ2100_007222-T1	XANCAGTX0491_008330-T1
OG0006610	XANPAOZ2100_007219-T1	XANCAGTX0491_008334-T1
OG0006611	XANPAOZ2100_007217-T1	XANCAGTX0491_008336-T1
OG0006612	XANPAOZ2100_007213-T1	XANCAGTX0491_008338-T1
OG0006613	XANPAOZ2100_007212-T1	XANCAGTX0491_008339-T1
OG0006614	XANPAOZ2100_007211-T1	XANCAGTX0491_008340-T1
OG0006615	XANPAOZ2100_007210-T1	XANCAGTX0491_008341-T1
OG0006616	XANPAOZ2100_007208-T1	XANCAGTX0491_008342-T1
OG0006617	XANPAOZ2100_007205-T1	XANCAGTX0491_008344-T1
OG0006618	XANPAOZ2100_007203-T1	XANCAGTX0491_008346-T1
OG0006619	XANPAOZ2100_007202-T1	XANCAGTX0491_008347-T1
OG0006620	XANPAOZ2100_007201-T1	XANCAGTX0491_008348-T1
OG0006621	XANPAOZ2100_007200-T1	XANCAGTX0491_008349-T1
OG0006622	XANPAOZ2100_007199-T1	XANCAGTX0491_008350-T1
OG0006623	XANPAOZ2100_007198-T1	XANCAGTX0491_008351-T1
OG0006624	XANPAOZ2100_007197-T1	XANCAGTX0491_008352-T1
OG0006625	XANPAOZ2100_007196-T1	XANCAGTX0491_008353-T1
OG0006626	XANPAOZ2100_007188-T1	XANCAGTX0491_008361-T1
OG0006627	XANPAOZ2100_007187-T1	XANCAGTX0491_008362-T1
OG0006628	XANPAOZ2100_007185-T1	XANCAGTX0491_008364-T1
OG0006629	XANPAOZ2100_007184-T1	XANCAGTX0491_008365-T1
OG0006630	XANPAOZ2100_007183-T1	XANCAGTX0491_008366-T1
OG0006631	XANPAOZ2100_007181-T1	XANCAGTX0491_008369-T1
OG0006632	XANPAOZ2100_007180-T1	XANCAGTX0491_008370-T1
OG0006633	XANPAOZ2100_007179-T1	XANCAGTX0491_008371-T1
OG0006634	XANPAOZ2100_007177-T1	XANCAGTX0491_008384-T1
OG0006635	XANPAOZ2100_005240-T1	XANCAGTX0491_008386-T1
OG0006636	XANPAOZ2100_005241-T1	XANCAGTX0491_008387-T1
OG0006637	XANPAOZ2100_005244-T1	XANCAGTX0491_008388-T1
OG0006638	XANPAOZ2100_005245-T1	XANCAGTX0491_008389-T1
OG0006639	XANPAOZ2100_005247-T1	XANCAGTX0491_008391-T1
OG0006640	XANPAOZ2100_005248-T1	XANCAGTX0491_008392-T1
OG0006641	XANPAOZ2100_005249-T1	XANCAGTX0491_008396-T1
OG0006642	XANPAOZ2100_005251-T1	XANCAGTX0491_008407-T1
OG0006643	XANPAOZ2100_005253-T1	XANCAGTX0491_008409-T1
OG0006645	XANPAOZ2100_005255-T1	XANCAGTX0491_008414-T1
OG0006646	XANPAOZ2100_005258-T1	XANCAGTX0491_008428-T1
OG0006647	XANPAOZ2100_005260-T1	XANCAGTX0491_008431-T1
OG0006648	XANPAOZ2100_005261-T1	XANCAGTX0491_008432-T1
OG0006649	XANPAOZ2100_005262-T1	XANCAGTX0491_008433-T1
OG0006650	XANPAOZ2100_005263-T1	XANCAGTX0491_008434-T1
OG0006651	XANPAOZ2100_005264-T1	XANCAGTX0491_008435-T1
OG0006652	XANPAOZ2100_005265-T1	XANCAGTX0491_008436-T1
OG0006653	XANPAOZ2100_005267-T1	XANCAGTX0491_008437-T1
OG0006654	XANPAOZ2100_005269-T1	XANCAGTX0491_008439-T1
OG0006655	XANPAOZ2100_005270-T1	XANCAGTX0491_008440-T1
OG0006656	XANPAOZ2100_005272-T1	XANCAGTX0491_008442-T1
OG0006657	XANPAOZ2100_005273-T1	XANCAGTX0491_008443-T1
OG0006658	XANPAOZ2100_005274-T1	XANCAGTX0491_008444-T1
OG0006659	XANPAOZ2100_005275-T1	XANCAGTX0491_008445-T1
OG0006660	XANPAOZ2100_005276-T1	XANCAGTX0491_008446-T1
OG0006661	XANPAOZ2100_005277-T1	XANCAGTX0491_008448-T1
OG0006662	XANPAOZ2100_005279-T1	XANCAGTX0491_008450-T1
OG0006663	XANPAOZ2100_005282-T1	XANCAGTX0491_008452-T1
OG0006664	XANPAOZ2100_005283-T1	XANCAGTX0491_008453-T1
OG0006665	XANPAOZ2100_005284-T1	XANCAGTX0491_008454-T1
OG0006666	XANPAOZ2100_005285-T1	XANCAGTX0491_008455-T1
OG0006667	XANPAOZ2100_005286-T1	XANCAGTX0491_008456-T1
OG0006668	XANPAOZ2100_005287-T1	XANCAGTX0491_008457-T1
OG0006669	XANPAOZ2100_005288-T1	XANCAGTX0491_008458-T1
OG0006670	XANPAOZ2100_005289-T1	XANCAGTX0491_008459-T1
OG0006671	XANPAOZ2100_005290-T1	XANCAGTX0491_008460-T1
OG0006672	XANPAOZ2100_005291-T1	XANCAGTX0491_008462-T1
OG0006673	XANPAOZ2100_005292-T1	XANCAGTX0491_008463-T1
OG0006674	XANPAOZ2100_005293-T1	XANCAGTX0491_008465-T1
OG0006675	XANPAOZ2100_005294-T1	XANCAGTX0491_008466-T1
OG0006676	XANPAOZ2100_005295-T1	XANCAGTX0491_008468-T1
OG0006677	XANPAOZ2100_005297-T1	XANCAGTX0491_008470-T1
OG0006678	XANPAOZ2100_005298-T1	XANCAGTX0491_008471-T1
OG0006679	XANPAOZ2100_005301-T1	XANCAGTX0491_008475-T1
OG0006680	XANPAOZ2100_005302-T1	XANCAGTX0491_008476-T1
OG0006681	XANPAOZ2100_005303-T1	XANCAGTX0491_008477-T1
OG0006682	XANPAOZ2100_005305-T1	XANCAGTX0491_008479-T1
OG0006683	XANPAOZ2100_005306-T1	XANCAGTX0491_008480-T1
OG0006684	XANPAOZ2100_005307-T1	XANCAGTX0491_008482-T1
OG0006685	XANPAOZ2100_005308-T1	XANCAGTX0491_008483-T1
OG0006686	XANPAOZ2100_005309-T1	XANCAGTX0491_008484-T1
OG0006687	XANPAOZ2100_005310-T1	XANCAGTX0491_008485-T1
OG0006688	XANPAOZ2100_005318-T1	XANCAGTX0491_008499-T1
OG0006689	XANPAOZ2100_005317-T1	XANCAGTX0491_008500-T1
OG0006690	XANPAOZ2100_005316-T1	XANCAGTX0491_008501-T1
OG0006691	XANPAOZ2100_005321-T1	XANCAGTX0491_008503-T1
OG0006692	XANPAOZ2100_005322-T1	XANCAGTX0491_008504-T1
OG0006693	XANPAOZ2100_005326-T1	XANCAGTX0491_008507-T1
OG0006694	XANPAOZ2100_005327-T1	XANCAGTX0491_008508-T1
OG0006695	XANPAOZ2100_005328-T1	XANCAGTX0491_008509-T1
OG0006696	XANPAOZ2100_005329-T1	XANCAGTX0491_008510-T1
OG0006697	XANPAOZ2100_005331-T1	XANCAGTX0491_008512-T1
OG0006698	XANPAOZ2100_005332-T1	XANCAGTX0491_008513-T1
OG0006699	XANPAOZ2100_005333-T1	XANCAGTX0491_008514-T1
OG0006700	XANPAOZ2100_005334-T1	XANCAGTX0491_008515-T1
OG0006701	XANPAOZ2100_005335-T1	XANCAGTX0491_008517-T1
OG0006702	XANPAOZ2100_005336-T1	XANCAGTX0491_008518-T1
OG0006703	XANPAOZ2100_005337-T1	XANCAGTX0491_008519-T1
OG0006704	XANPAOZ2100_005338-T1	XANCAGTX0491_008520-T1
OG0006705	XANPAOZ2100_005339-T1	XANCAGTX0491_008521-T1
OG0006707	XANPAOZ2100_005340-T1	XANCAGTX0491_008523-T1
OG0006708	XANPAOZ2100_005341-T1	XANCAGTX0491_008524-T1
OG0006709	XANPAOZ2100_005342-T1	XANCAGTX0491_008526-T1
OG0006710	XANPAOZ2100_005343-T1	XANCAGTX0491_008527-T1
OG0006711	XANPAOZ2100_005344-T1	XANCAGTX0491_008528-T1
OG0006712	XANPAOZ2100_005345-T1	XANCAGTX0491_008529-T1
OG0006713	XANPAOZ2100_005346-T1	XANCAGTX0491_008530-T1
OG0006714	XANPAOZ2100_005347-T1	XANCAGTX0491_008531-T1
OG0006715	XANPAOZ2100_005348-T1	XANCAGTX0491_008532-T1
OG0006716	XANPAOZ2100_005351-T1	XANCAGTX0491_008534-T1
OG0006717	XANPAOZ2100_005352-T1	XANCAGTX0491_008535-T1
OG0006718	XANPAOZ2100_005353-T1	XANCAGTX0491_008536-T1
OG0006719	XANPAOZ2100_005354-T1	XANCAGTX0491_008537-T1
OG0006720	XANPAOZ2100_005355-T1	XANCAGTX0491_008538-T1
OG0006721	XANPAOZ2100_005356-T1	XANCAGTX0491_008539-T1
OG0006722	XANPAOZ2100_005357-T1	XANCAGTX0491_008540-T1
OG0006723	XANPAOZ2100_005358-T1	XANCAGTX0491_008541-T1
OG0006724	XANPAOZ2100_005359-T1	XANCAGTX0491_008542-T1
OG0006725	XANPAOZ2100_005361-T1	XANCAGTX0491_008544-T1
OG0006726	XANPAOZ2100_005362-T1	XANCAGTX0491_008545-T1
OG0006727	XANPAOZ2100_005364-T1	XANCAGTX0491_008548-T1
OG0006728	XANPAOZ2100_005365-T1	XANCAGTX0491_008549-T1
OG0006729	XANPAOZ2100_005366-T1	XANCAGTX0491_008550-T1
OG0006730	XANPAOZ2100_005368-T1	XANCAGTX0491_008552-T1
OG0006731	XANPAOZ2100_005369-T1	XANCAGTX0491_008553-T1
OG0006732	XANPAOZ2100_005370-T1	XANCAGTX0491_008554-T1
OG0006733	XANPAOZ2100_005371-T1	XANCAGTX0491_008555-T1
OG0006734	XANPAOZ2100_005372-T1	XANCAGTX0491_008557-T1
OG0006735	XANPAOZ2100_005374-T1	XANCAGTX0491_008560-T1
OG0006736	XANPAOZ2100_005375-T1	XANCAGTX0491_008561-T1
OG0006737	XANPAOZ2100_005376-T1	XANCAGTX0491_008562-T1
OG0006739	XANPAOZ2100_005378-T1	XANCAGTX0491_008564-T1
OG0006740	XANPAOZ2100_005379-T1	XANCAGTX0491_008565-T1
OG0006741	XANPAOZ2100_005382-T1	XANCAGTX0491_008569-T1
OG0006742	XANPAOZ2100_005384-T1	XANCAGTX0491_008571-T1
OG0006743	XANPAOZ2100_005388-T1	XANCAGTX0491_008575-T1
OG0006744	XANPAOZ2100_005391-T1	XANCAGTX0491_008578-T1
OG0006745	XANPAOZ2100_005392-T1	XANCAGTX0491_008579-T1
OG0006746	XANPAOZ2100_005393-T1	XANCAGTX0491_008580-T1
OG0006747	XANPAOZ2100_005395-T1	XANCAGTX0491_008582-T1
OG0006748	XANPAOZ2100_005396-T1	XANCAGTX0491_008583-T1
OG0006749	XANPAOZ2100_005397-T1	XANCAGTX0491_008584-T1
OG0006750	XANPAOZ2100_005398-T1	XANCAGTX0491_008585-T1
OG0006751	XANPAOZ2100_005399-T1	XANCAGTX0491_008586-T1
OG0006752	XANPAOZ2100_005400-T1	XANCAGTX0491_008587-T1
OG0006753	XANPAOZ2100_005403-T1	XANCAGTX0491_008590-T1
OG0006754	XANPAOZ2100_005404-T1	XANCAGTX0491_008591-T1
OG0006755	XANPAOZ2100_005405-T1	XANCAGTX0491_008592-T1
OG0006756	XANPAOZ2100_005407-T1	XANCAGTX0491_008594-T1
OG0006757	XANPAOZ2100_005408-T1	XANCAGTX0491_008595-T1
OG0006758	XANPAOZ2100_005409-T1	XANCAGTX0491_008596-T1
OG0006759	XANPAOZ2100_005410-T1	XANCAGTX0491_008597-T1
OG0006760	XANPAOZ2100_005415-T1	XANCAGTX0491_008603-T1
OG0006761	XANPAOZ2100_005416-T1	XANCAGTX0491_008605-T1
OG0006762	XANPAOZ2100_005417-T1	XANCAGTX0491_008606-T1
OG0006763	XANPAOZ2100_005419-T1	XANCAGTX0491_008608-T1
OG0006764	XANPAOZ2100_005420-T1	XANCAGTX0491_008609-T1
OG0006765	XANPAOZ2100_005422-T1	XANCAGTX0491_008611-T1
OG0006766	XANPAOZ2100_005423-T1	XANCAGTX0491_008612-T1
OG0006767	XANPAOZ2100_005424-T1	XANCAGTX0491_008613-T1
OG0006768	XANPAOZ2100_005425-T1	XANCAGTX0491_008614-T1
OG0006769	XANPAOZ2100_005427-T1	XANCAGTX0491_008616-T1
OG0006770	XANPAOZ2100_005428-T1	XANCAGTX0491_008618-T1
OG0006771	XANPAOZ2100_005430-T1	XANCAGTX0491_008623-T1
OG0006772	XANPAOZ2100_005431-T1	XANCAGTX0491_008626-T1
OG0006773	XANPAOZ2100_005432-T1	XANCAGTX0491_008627-T1
OG0006774	XANPAOZ2100_005433-T1	XANCAGTX0491_008628-T1
OG0006775	XANPAOZ2100_005434-T1	XANCAGTX0491_008630-T1
OG0006776	XANPAOZ2100_005435-T1	XANCAGTX0491_008631-T1
OG0006777	XANPAOZ2100_005437-T1	XANCAGTX0491_008633-T1
OG0006778	XANPAOZ2100_005438-T1	XANCAGTX0491_008634-T1
OG0006779	XANPAOZ2100_005439-T1	XANCAGTX0491_008635-T1
OG0006780	XANPAOZ2100_005440-T1	XANCAGTX0491_008636-T1
OG0006781	XANPAOZ2100_005441-T1	XANCAGTX0491_008637-T1
OG0006782	XANPAOZ2100_005442-T1	XANCAGTX0491_008638-T1
OG0006783	XANPAOZ2100_005444-T1	XANCAGTX0491_008642-T1
OG0006784	XANPAOZ2100_005445-T1	XANCAGTX0491_008643-T1
OG0006785	XANPAOZ2100_005448-T1	XANCAGTX0491_008645-T1
OG0006786	XANPAOZ2100_005449-T1	XANCAGTX0491_008646-T1
OG0006787	XANPAOZ2100_005450-T1	XANCAGTX0491_008648-T1
OG0006788	XANPAOZ2100_005451-T1	XANCAGTX0491_008649-T1
OG0006789	XANPAOZ2100_005452-T1	XANCAGTX0491_008650-T1
OG0006790	XANPAOZ2100_005453-T1	XANCAGTX0491_008651-T1
OG0006792	XANPAOZ2100_005454-T1	XANCAGTX0491_008653-T1
OG0006793	XANPAOZ2100_005456-T1	XANCAGTX0491_008655-T1
OG0006794	XANPAOZ2100_005457-T1	XANCAGTX0491_008656-T1
OG0006795	XANPAOZ2100_005459-T1	XANCAGTX0491_008658-T1
OG0006796	XANPAOZ2100_005462-T1	XANCAGTX0491_008660-T1
OG0006797	XANPAOZ2100_005463-T1	XANCAGTX0491_008662-T1
OG0006798	XANPAOZ2100_005464-T1	XANCAGTX0491_008663-T1
OG0006799	XANPAOZ2100_005466-T1	XANCAGTX0491_008665-T1
OG0006800	XANPAOZ2100_005467-T1	XANCAGTX0491_008666-T1
OG0006801	XANPAOZ2100_005468-T1	XANCAGTX0491_008667-T1
OG0006802	XANPAOZ2100_005469-T1	XANCAGTX0491_008668-T1
OG0006803	XANPAOZ2100_005471-T1	XANCAGTX0491_008670-T1
OG0006804	XANPAOZ2100_005472-T1	XANCAGTX0491_008671-T1
OG0006805	XANPAOZ2100_005473-T1	XANCAGTX0491_008672-T1
OG0006806	XANPAOZ2100_005474-T1	XANCAGTX0491_008674-T1
OG0006807	XANPAOZ2100_005475-T1	XANCAGTX0491_008675-T1
OG0006808	XANPAOZ2100_005476-T1	XANCAGTX0491_008676-T1
OG0006809	XANPAOZ2100_005479-T1	XANCAGTX0491_008678-T1
OG0006810	XANPAOZ2100_005480-T1	XANCAGTX0491_008679-T1
OG0006811	XANPAOZ2100_005481-T1	XANCAGTX0491_008680-T1
OG0006812	XANPAOZ2100_005482-T1	XANCAGTX0491_008681-T1
OG0006813	XANPAOZ2100_005483-T1	XANCAGTX0491_008682-T1
OG0006814	XANPAOZ2100_005484-T1	XANCAGTX0491_008683-T1
OG0006815	XANPAOZ2100_005485-T1	XANCAGTX0491_008684-T1
OG0006816	XANPAOZ2100_005488-T1	XANCAGTX0491_008686-T1
OG0006817	XANPAOZ2100_005489-T1	XANCAGTX0491_008687-T1
OG0006818	XANPAOZ2100_005490-T1	XANCAGTX0491_008688-T1
OG0006819	XANPAOZ2100_005491-T1	XANCAGTX0491_008689-T1
OG0006820	XANPAOZ2100_005492-T1	XANCAGTX0491_008690-T1
OG0006821	XANPAOZ2100_005493-T1	XANCAGTX0491_008691-T1
OG0006822	XANPAOZ2100_005495-T1	XANCAGTX0491_008693-T1
OG0006823	XANPAOZ2100_005497-T1	XANCAGTX0491_008696-T1
