TranscriptID	Sequence	Gene_Start	Gene_End	tyrID	navis	family_hit	tyr_Start	tyr_End	Distance	InterPro
XANPAGTX0501_007321-T1	XpGTX0501_12	167838	169049	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	35864	IPR011009 Protein kinase-like domain superfamily;IPR016477 Fructosamine/Ketosamine-3-kinase
XANPAGTX0501_007322-T1	XpGTX0501_12	169727	174774	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	37753	IPR001680 WD40 repeat;IPR007111 NACHT nucleoside triphosphatase;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR029058 Alpha/Beta hydrolase fold;IPR036322 WD40-repeat-containing domain superfamily
XANPAGTX0501_007323-T1	XpGTX0501_12	174951	177661	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	42977	IPR005829 Sugar transporter, conserved site;IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
XANPAGTX0501_007324-T1	XpGTX0501_12	177704	178448	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	45730	
XANPAGTX0501_007326-T1	XpGTX0501_12	180963	181742	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	48989	
XANPAGTX0501_007327-T1	XpGTX0501_12	182271	182973	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	50297	
XANPAGTX0501_007328-T1	XpGTX0501_12	183131	184199	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	51157	
XANPAGTX0501_007329-T1	XpGTX0501_12	186378	186735	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	54404	
XANPAGTX0501_007330-T1	XpGTX0501_12	187048	189445	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	55074	IPR006084 XPG/Rad2 endonuclease;IPR006085 XPG, N-terminal;IPR006086 XPG-I domain;IPR029060 PIN-like domain superfamily;IPR036279 5'-3' exonuclease, C-terminal domain superfamily;IPR037316 Yen1, H3TH domain;IPR041177 Holliday junction resolvase Gen1, C-terminal domain
XANPAGTX0501_007331-T1	XpGTX0501_12	189573	191320	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	57599	IPR004000 Actin family;IPR043129 ATPase, nucleotide binding domain
XANPAGTX0501_007332-T1	XpGTX0501_12	191400	192489	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	59426	
XANPAGTX0501_007333-T1	XpGTX0501_12	193217	195247	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	61243	IPR000629 ATP-dependent RNA helicase DEAD-box, conserved site;IPR001650 Helicase, C-terminal;IPR011545 DEAD/DEAH box helicase domain;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR014014 RNA helicase, DEAD-box type, Q motif;IPR025313 Domain of unknown function DUF4217;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPAGTX0501_007334-T1	XpGTX0501_12	197259	201177	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	65285	
XANPAGTX0501_007335-T1	XpGTX0501_12	201197	202725	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	69223	IPR000589 Ribosomal protein S15;IPR009068 S15/NS1, RNA-binding
XANPAGTX0501_007336-T1	XpGTX0501_12	202859	204485	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	70885	IPR001865 Ribosomal protein S2;IPR005707 Ribosomal protein S2, eukaryotic/archaeal;IPR018130 Ribosomal protein S2, conserved site;IPR023591 Ribosomal protein S2, flavodoxin-like domain superfamily;IPR027498 Ribosomal protein S2, eukaryotic;IPR032281 40S ribosomal protein SA, C-terminal domain
XANPAGTX0501_007337-T1	XpGTX0501_12	206471	207056	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	74497	
XANPAGTX0501_007338-T1	XpGTX0501_12	207132	208077	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	75158	
XANPAGTX0501_007339-T1	XpGTX0501_12	210267	210573	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	78293	
XANPAGTX0501_007340-T1	XpGTX0501_12	211776	212247	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	79802	
XANPAGTX0501_007342-T1	XpGTX0501_12	215431	216930	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	83457	
XANPAGTX0501_007343-T1	XpGTX0501_12	217817	218237	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	85843	
XANPAGTX0501_007344-T1	XpGTX0501_12	221253	222141	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	89279	
XANPAGTX0501_007345-T1	XpGTX0501_12	223184	223583	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	91210	
XANPAGTX0501_007318-T1	XpGTX0501_12	161281	163965	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	29307	IPR002687 Nop domain;IPR012974 Nucleolar protein 58/56, N-terminal;IPR012976 NOSIC;IPR029012 Helix hairpin bin domain superfamily;IPR036070 Nop domain superfamily;IPR042239 Nop, C-terminal domain
XANPAGTX0501_007325-T1	XpGTX0501_12	178905	180403	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	46931	IPR002125 Cytidine and deoxycytidylate deaminase domain;IPR016193 Cytidine deaminase-like
XANPAGTX0501_007341-T1	XpGTX0501_12	212533	213980	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	80559	
XANPAGTX0501_007346-T1	XpGTX0501_12	225196	233688	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	93222	IPR001227 Acyl transferase domain superfamily;IPR011032 GroES-like superfamily;IPR013149 Alcohol dehydrogenase-like, C-terminal;IPR014030 Beta-ketoacyl synthase, N-terminal;IPR014031 Beta-ketoacyl synthase, C-terminal;IPR014043 Acyl transferase;IPR016035 Acyl transferase/acyl hydrolase/lysophospholipase;IPR016036 Malonyl-CoA ACP transacylase, ACP-binding;IPR016039 Thiolase-like;IPR018201 Beta-ketoacyl synthase, active site;IPR020801 None;IPR020807 Polyketide synthase, dehydratase domain;IPR020841 Polyketide synthase, beta-ketoacyl synthase domain;IPR020843 Polyketide synthase, enoylreductase domain;IPR032821 Polyketide synthase, C-terminal extension;IPR036291 NAD(P)-binding domain superfamily;IPR042104 Polyketide synthase, dehydratase domain superfamily
XANPAGTX0501_010272-T1	XpGTX0501_31	125843	127635	XANPAGTX0501_010272-T1	navis0002	clade1	125644	126848	199	IPR011010 DNA breaking-rejoining enzyme, catalytic core;IPR013762 Integrase-like, catalytic domain superfamily;IPR021842 Protein of unknown function DUF3435
XANPAGTX0501_010486-T1	XpGTX0501_37	3674	5671	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	1915	
XANPAGTX0501_010487-T1	XpGTX0501_37	8540	9775	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	6781	IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPAGTX0501_010488-T1	XpGTX0501_37	12823	14755	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	11064	
XANPAGTX0501_010489-T1	XpGTX0501_37	15264	15543	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	13505	
XANPAGTX0501_010491-T1	XpGTX0501_37	18118	18752	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	16359	
XANPAGTX0501_010492-T1	XpGTX0501_37	19256	19816	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	17497	
XANPAGTX0501_010493-T1	XpGTX0501_37	20179	20922	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	18420	
XANPAGTX0501_010494-T1	XpGTX0501_37	21484	21673	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	19725	
XANPAGTX0501_010495-T1	XpGTX0501_37	23807	25897	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	22048	IPR002641 Patatin-like phospholipase domain;IPR016035 Acyl transferase/acyl hydrolase/lysophospholipase
XANPAGTX0501_010496-T1	XpGTX0501_37	27389	29432	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	25630	IPR000253 Forkhead-associated (FHA) domain;IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR008984 SMAD/FHA domain superfamily;IPR011009 Protein kinase-like domain superfamily
XANPAGTX0501_010497-T1	XpGTX0501_37	30200	30827	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	28441	
XANPAGTX0501_010499-T1	XpGTX0501_37	34549	35790	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	32790	IPR011009 Protein kinase-like domain superfamily
XANPAGTX0501_010500-T1	XpGTX0501_37	35904	36594	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	34145	
XANPAGTX0501_010501-T1	XpGTX0501_37	37217	38510	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	35458	
XANPAGTX0501_010502-T1	XpGTX0501_37	38765	40067	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	37006	
XANPAGTX0501_010503-T1	XpGTX0501_37	40594	42106	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	38835	
XANPAGTX0501_010504-T1	XpGTX0501_37	42340	46727	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	40581	IPR013112 FAD-binding 8;IPR013121 Ferric reductase, NAD binding domain;IPR017927 FAD-binding domain, ferredoxin reductase-type;IPR017938 Riboflavin synthase-like beta-barrel;IPR039261 Ferredoxin-NADP reductase (FNR), nucleotide-binding domain
XANPAGTX0501_010505-T1	XpGTX0501_37	47131	48142	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	45372	IPR031348 Fungal N-terminal domain of STAND protein
XANPAGTX0501_010507-T1	XpGTX0501_37	53546	54221	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	51787	
XANPAGTX0501_010508-T1	XpGTX0501_37	55989	56385	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	54230	
XANPAGTX0501_010509-T1	XpGTX0501_37	57809	59521	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	56050	IPR011990 Tetratricopeptide-like helical domain superfamily
XANPAGTX0501_010510-T1	XpGTX0501_37	60204	60567	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	58445	
XANPAGTX0501_010511-T1	XpGTX0501_37	64299	64557	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	62540	
XANPAGTX0501_010513-T1	XpGTX0501_37	68621	71661	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	66862	IPR001680 WD40 repeat;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR019775 WD40 repeat, conserved site;IPR020472 G-protein beta WD-40 repeat;IPR036322 WD40-repeat-containing domain superfamily;IPR036815 14-3-3 domain superfamily
XANPAGTX0501_010514-T1	XpGTX0501_37	73327	73401	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	71568	
XANPAGTX0501_010515-T1	XpGTX0501_37	73868	75214	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	72109	
XANPAGTX0501_010516-T1	XpGTX0501_37	78145	78337	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	76386	
XANPAGTX0501_010517-T1	XpGTX0501_37	78583	80533	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	76824	
XANPAGTX0501_010518-T1	XpGTX0501_37	82272	82764	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	80513	
XANPAGTX0501_010519-T1	XpGTX0501_37	82847	83735	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	81088	
XANPAGTX0501_010520-T1	XpGTX0501_37	83749	84001	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	81990	
XANPAGTX0501_010521-T1	XpGTX0501_37	84233	84977	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	82474	
XANPAGTX0501_010522-T1	XpGTX0501_37	85129	85417	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	83370	
XANPAGTX0501_010523-T1	XpGTX0501_37	86857	87358	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	85098	
XANPAGTX0501_010524-T1	XpGTX0501_37	91286	93170	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	89527	IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR041679 DNA2/NAM7 helicase-like, C-terminal
XANPAGTX0501_010525-T1	XpGTX0501_37	93252	94104	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	91493	
XANPAGTX0501_010526-T1	XpGTX0501_37	94765	97655	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	93006	IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR041679 DNA2/NAM7 helicase-like, C-terminal
XANPAGTX0501_010528-T1	XpGTX0501_37	101636	102068	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	99877	
XANPAGTX0501_010490-T1	XpGTX0501_37	15864	16674	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	14105	
XANPAGTX0501_010498-T1	XpGTX0501_37	31669	33566	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	29910	IPR003864 CSC1/OSCA1-like, 7TM region
XANPAGTX0501_010506-T1	XpGTX0501_37	48184	52142	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	46425	IPR011990 Tetratricopeptide-like helical domain superfamily;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPAGTX0501_010512-T1	XpGTX0501_37	64597	66760	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	62838	
XANPAGTX0501_010527-T1	XpGTX0501_37	98212	100555	XANPAGTX0501_010485-T1	navis0003	galacticaFam	760	1759	96453	
XANPAGTX0501_010562-T1	XpGTX0501_39	2159	3582	XANPAGTX0501_010572-T1	navis0004	prometheusFam	70667	72714	68508	IPR001077 O-methyltransferase domain;IPR016461 O-methyltransferase COMT-type;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily;IPR036388 Winged helix-like DNA-binding domain superfamily;IPR036390 Winged helix DNA-binding domain superfamily
XANPAGTX0501_010563-T1	XpGTX0501_39	4021	4348	XANPAGTX0501_010572-T1	navis0004	prometheusFam	70667	72714	66646	
XANPAGTX0501_010564-T1	XpGTX0501_39	4700	5758	XANPAGTX0501_010572-T1	navis0004	prometheusFam	70667	72714	65967	IPR011701 Major facilitator superfamily;IPR036259 MFS transporter superfamily
XANPAGTX0501_010565-T1	XpGTX0501_39	6728	9916	XANPAGTX0501_010572-T1	navis0004	prometheusFam	70667	72714	62798	
XANPAGTX0501_010566-T1	XpGTX0501_39	10191	13191	XANPAGTX0501_010572-T1	navis0004	prometheusFam	70667	72714	59523	
XANPAGTX0501_010567-T1	XpGTX0501_39	13328	15006	XANPAGTX0501_010572-T1	navis0004	prometheusFam	70667	72714	57339	IPR036047 F-box-like domain superfamily
XANPAGTX0501_010568-T1	XpGTX0501_39	14170	15943	XANPAGTX0501_010572-T1	navis0004	prometheusFam	70667	72714	56497	IPR010497 Epoxide hydrolase, N-terminal;IPR029058 Alpha/Beta hydrolase fold
XANPAGTX0501_010569-T1	XpGTX0501_39	16744	17777	XANPAGTX0501_010572-T1	navis0004	prometheusFam	70667	72714	53923	IPR006175 YjgF/YER057c/UK114 family;IPR035959 RutC-like superfamily
XANPAGTX0501_010570-T1	XpGTX0501_39	63533	65213	XANPAGTX0501_010572-T1	navis0004	prometheusFam	70667	72714	7134	IPR011990 Tetratricopeptide-like helical domain superfamily;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPAGTX0501_010571-T1	XpGTX0501_39	65990	66833	XANPAGTX0501_010572-T1	navis0004	prometheusFam	70667	72714	4677	IPR029498 Prion-inhibition and propagation, HeLo domain;IPR038305 HeLo domain superfamily
