Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0001010	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_000993-T1	XANPAGTX0501_010558-T1
OG0001011	Xanthoria_calcicola_GTX0491	n1	1.0	Terminal	XANCAGTX0491_005453-T1	XANCAGTX0491_005452-T1
OG0001011	Xanthoria_parietina_SAMEA111342678	n3	1.0	Terminal	XANPAOZ2100_004674-T1	XANPAOZ2100_004673-T1
OG0001012	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005573-T1	XANCAGTX0491_005456-T1
OG0001013	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_005697-T1, XANPAGTX0501_005697-T2	XANPAGTX0501_010687-T1
OG0001013	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_005697-T1	XANPAGTX0501_005697-T2
OG0001014	N0	n0	0.5	Non-Terminal	XANPAOZ2100_005207-T1, XANCAGTX0491_005475-T1, XANPAGTX0501_005695-T1	XANPAOZ2100_005208-T1, XANPAGTX0501_010689-T1
OG0001015	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005477-T1	XANCAGTX0491_006960-T1
OG0001016	N0	n1	0.5	Non-Terminal	XANCAGTX0491_005509-T1, XANPAOZ2100_005179-T1	XANPAOZ2100_005178-T1, XANCAGTX0491_005510-T1
OG0001017	N2	n1	1.0	Non-Terminal	XANPAGTX0501_008453-T1, XANCAGTX0491_006058-T1	XANCAGTX0491_005534-T1, XANPAGTX0501_005632-T1
OG0001018	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005551-T1	XANCAGTX0491_005710-T1
OG0001019	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_009709-T1	XANCAGTX0491_005579-T1
OG0001020	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_005603-T1	XANCAGTX0491_005603-T2
OG0001021	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_005616-T1	XANCAGTX0491_005616-T2
OG0001022	N2	n2	0.5	Non-Terminal	XANPAGTX0501_010722-T1, XANCAGTX0491_005637-T1	XANPAGTX0501_005524-T1
OG0001023	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_005457-T2	XANPAGTX0501_005457-T1
OG0001024	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_005714-T1	XANCAGTX0491_005714-T2
OG0001025	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005716-T2	XANCAGTX0491_005716-T1
OG0001026	N2	n2	0.5	Non-Terminal	XANCAGTX0491_005723-T1, XANPAGTX0501_005433-T1	XANCAGTX0491_005722-T1
OG0001027	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005733-T2	XANCAGTX0491_005733-T1
OG0001028	N0	n2	0.25	Non-Terminal	XANPAGTX0501_005411-T1, XANPAOZ2100_004977-T1	XANPAGTX0501_005412-T1
OG0001029	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_005946-T1	XANPARI20_005947-T1
OG0001030	N1	n2	0.5	Non-Terminal	XANPAOZ2100_004969-T1, XANPARI20_005951-T1	XANPAOZ2100_004970-T1
OG0001031	N1	n2	0.5	Non-Terminal	XANPARI20_005955-T1, XANPAOZ2100_005226-T1	XANPAOZ2100_004964-T1
OG0001032	Xanthoria_parietina_SAMEA111342678	n2	1.0	Terminal	XANPAOZ2100_004962-T1	XANPAOZ2100_005231-T1
OG0001033	N1	n2	0.5	Non-Terminal	XANPAOZ2100_005232-T1	XANPARI20_005958-T1, XANPAOZ2100_004961-T1
OG0001034	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_008308-T1	XANCAGTX0491_005762-T1
OG0001035	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_005382-T2	XANPAGTX0501_005382-T1
OG0001036	N0	n2	0.25	Non-Terminal	XANPARI20_002518-T1, XANPAGTX0501_005379-T1	XANPARI20_005968-T1
OG0001037	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005789-T2	XANCAGTX0491_005789-T1
OG0001038	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005802-T1	XANCAGTX0491_008059-T1
OG0001039	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_005309-T1	XANPAGTX0501_005309-T2
OG0001040	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_005300-T1	XANPAGTX0501_005303-T1
OG0001041	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_006062-T1	XANPARI20_006079-T1
OG0001042	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_006064-T1	XANPARI20_006081-T1
OG0001043	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_006082-T1	XANPARI20_006065-T1
OG0001044	N1	n2	0.5	Non-Terminal	XANPARI20_006066-T1	XANPARI20_006084-T1, XANPAOZ2100_004854-T1
OG0001045	N1	n2	0.5	Non-Terminal	XANPAOZ2100_004853-T1, XANPARI20_006086-T1	XANPARI20_006068-T1
OG0001046	N0	n2	0.25	Non-Terminal	XANPARI20_006087-T1, XANPAGTX0501_005258-T1	XANPARI20_006069-T1
OG0001047	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_006070-T1	XANPARI20_006088-T1
OG0001048	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_006071-T1	XANPARI20_006093-T1
OG0001049	Xanthoria_parietina_SAMEA115359166	n2	1.0	Terminal	XANPARI20_006072-T1	XANPARI20_006094-T1
OG0001050	N1	n2	0.5	Non-Terminal	XANPARI20_006095-T1	XANPARI20_006073-T1, XANPAOZ2100_004843-T1
OG0001051	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_006074-T1	XANPARI20_006096-T1
OG0001052	N2	n2	0.5	Non-Terminal	XANPAGTX0501_005245-T2	XANPAGTX0501_005245-T1, XANCAGTX0491_005882-T1
OG0001053	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_006101-T1	XANPARI20_006078-T1
OG0001054	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_005233-T1	XANPAGTX0501_005233-T2
OG0001055	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005912-T1	XANCAGTX0491_005912-T2
OG0001056	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_005209-T2	XANPAGTX0501_005209-T1
OG0001057	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_005206-T2	XANPAGTX0501_005206-T1
OG0001058	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005921-T1	XANCAGTX0491_005921-T2
OG0001059	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_005199-T2	XANPAGTX0501_005199-T1
OG0001060	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005928-T2	XANCAGTX0491_005928-T1
OG0001061	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005936-T2	XANCAGTX0491_005936-T1
OG0001062	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_005945-T1	XANCAGTX0491_005945-T2
OG0001063	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_005953-T2	XANCAGTX0491_005953-T1
OG0001064	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_005159-T2	XANPAGTX0501_005159-T1
OG0001065	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005965-T1	XANCAGTX0491_007179-T1
OG0001066	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005984-T2	XANCAGTX0491_005984-T1
OG0001067	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_005991-T1	XANCAGTX0491_005991-T2
OG0001068	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_005108-T1	XANPAGTX0501_010570-T1
OG0001069	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_006007-T1	XANCAGTX0491_006003-T1
OG0001070	N2	n2	0.5	Non-Terminal	XANCAGTX0491_009309-T1, XANPAGTX0501_009716-T1	XANCAGTX0491_006004-T1
OG0001071	Xanthoria_parietina_SAMEA111342678	n3	1.0	Terminal	XANPAOZ2100_008430-T1	XANPAOZ2100_004697-T1
OG0001072	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_006039-T2	XANCAGTX0491_006039-T1
OG0001073	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_010392-T1	XANPAGTX0501_010392-T2
OG0001074	Xanthoria_parietina_SAMEA115359166	n2	1.0	Terminal	XANPARI20_008834-T1	XANPARI20_002508-T1, XANPARI20_002555-T1
OG0001074	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_002508-T1	XANPARI20_002555-T1
OG0001075	Xanthoria_parietina_SAMEA115359166	n2	1.0	Terminal	XANPARI20_002501-T1, XANPARI20_002548-T1	XANPARI20_002500-T1
OG0001075	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_002501-T1	XANPARI20_002548-T1
OG0001076	Xanthoria_parietina_SAMEA115359166	n2	1.0	Terminal	XANPARI20_002547-T1	XANPARI20_002499-T1
OG0001076	Xanthoria_parietina_SAMEA111342678	n3	1.0	Terminal	XANPAOZ2100_004656-T1	XANPAOZ2100_003369-T1
OG0001077	N1	n1	1.0	Non-Terminal	XANPARI20_002546-T1, XANPAOZ2100_003368-T1	XANPARI20_002498-T1, XANPAOZ2100_005236-T1
OG0001078	Xanthoria_parietina_SAMEA115359166	n2	1.0	Terminal	XANPARI20_002545-T1	XANPARI20_002497-T1
OG0001079	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_002486-T1	XANPARI20_002534-T1
OG0001080	N1	n2	0.5	Non-Terminal	XANPARI20_002485-T1, XANPAOZ2100_003356-T1	XANPARI20_002533-T1
OG0001081	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_002532-T1	XANPARI20_002484-T1
OG0001082	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_010587-T2	XANPAGTX0501_010587-T1
OG0001083	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006140-T1	XANCAGTX0491_008172-T1
OG0001084	N2	n2	0.5	Non-Terminal	XANPAGTX0501_010576-T1	XANCAGTX0491_006142-T1, XANPAGTX0501_010562-T1
OG0001085	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_010578-T1	XANPAGTX0501_010565-T1
OG0001086	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_006170-T2	XANCAGTX0491_006170-T1
OG0001087	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006184-T2	XANCAGTX0491_006184-T1
OG0001088	N2	n2	0.5	Non-Terminal	XANPAGTX0501_003779-T2	XANCAGTX0491_006201-T1, XANPAGTX0501_003779-T1
OG0001089	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003747-T1	XANPAGTX0501_003747-T2
OG0001090	N2	n2	0.5	Non-Terminal	XANPAGTX0501_003730-T1, XANCAGTX0491_006249-T1	XANPAGTX0501_003730-T2
OG0001091	N1	n2	0.5	Non-Terminal	XANPARI20_006362-T1	XANPAOZ2100_003205-T1, XANPARI20_002326-T1
OG0001092	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006289-T1	XANCAGTX0491_006289-T2
OG0001093	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006299-T1	XANCAGTX0491_006299-T2
OG0001094	N2	n2	0.5	Non-Terminal	XANPAGTX0501_003671-T1, XANCAGTX0491_006310-T1	XANPAGTX0501_003671-T2
OG0001095	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003662-T1	XANPAGTX0501_004531-T1
OG0001096	N2	n2	0.5	Non-Terminal	XANPAGTX0501_003657-T1	XANCAGTX0491_006324-T1, XANPAGTX0501_001581-T1
OG0001097	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006351-T2	XANCAGTX0491_006351-T1
OG0001098	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006359-T1	XANCAGTX0491_006359-T2
OG0001099	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003613-T2	XANPAGTX0501_003613-T1
OG0001100	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_003583-T2	XANPAGTX0501_003583-T1
OG0001101	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_002209-T1	XANPARI20_002208-T1
OG0001102	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003567-T2	XANPAGTX0501_003567-T1
OG0001103	N2	n2	0.5	Non-Terminal	XANCAGTX0491_006416-T1, XANPAGTX0501_003561-T1	XANPAGTX0501_003561-T2
OG0001104	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006421-T1	XANCAGTX0491_006421-T2
OG0001105	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003552-T1	XANPAGTX0501_003552-T2
OG0001106	N2	n2	0.5	Non-Terminal	XANPAGTX0501_003551-T1, XANCAGTX0491_006425-T1	XANPAGTX0501_003551-T2
OG0001107	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006427-T2	XANCAGTX0491_006427-T1
OG0001108	N2	n2	0.5	Non-Terminal	XANPAGTX0501_003532-T1	XANPAGTX0501_003532-T2, XANCAGTX0491_006445-T1
OG0001109	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003518-T2	XANPAGTX0501_003518-T1
OG0001110	N2	n2	0.5	Non-Terminal	XANCAGTX0491_006496-T1, XANPAGTX0501_003480-T1	XANCAGTX0491_006496-T2
OG0001111	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006513-T2	XANCAGTX0491_006513-T1
OG0001112	N2	n2	0.5	Non-Terminal	XANCAGTX0491_006530-T1, XANPAGTX0501_000402-T1	XANPAGTX0501_003441-T1
OG0001113	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_006548-T1	XANCAGTX0491_006548-T2
OG0001114	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006575-T2	XANCAGTX0491_006575-T1
OG0001115	N1	n2	0.5	Non-Terminal	XANPARI20_002040-T1, XANPAOZ2100_002924-T1	XANPAOZ2100_002923-T1
OG0001116	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003333-T1	XANPAGTX0501_010561-T1
OG0001117	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_003328-T1	XANPAGTX0501_003328-T2
OG0001118	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006638-T1	XANCAGTX0491_008337-T1
OG0001119	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006646-T1	XANCAGTX0491_006646-T2
OG0001120	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_009317-T1	XANCAGTX0491_006793-T1, XANCAGTX0491_006649-T1
OG0001120	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006793-T1	XANCAGTX0491_006649-T1
OG0001121	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006652-T1	XANCAGTX0491_007589-T1
OG0001122	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003304-T1	XANPAGTX0501_003304-T2
OG0001123	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003271-T2	XANPAGTX0501_003271-T1
OG0001124	N2	n2	0.5	Non-Terminal	XANCAGTX0491_007123-T1	XANCAGTX0491_006701-T1, XANPAGTX0501_006526-T1
OG0001125	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_008747-T1	XANCAGTX0491_006702-T1
OG0001126	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006704-T1	XANCAGTX0491_006705-T1
OG0001127	Xanthoria_parietina_SAMEA115359166	n2	1.0	Terminal	XANPARI20_001937-T1	XANPARI20_005045-T1
OG0001128	N2	n2	0.5	Non-Terminal	XANPAGTX0501_003244-T1, XANCAGTX0491_006726-T1	XANCAGTX0491_006726-T2
OG0001129	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003233-T1	XANPAGTX0501_003232-T1
OG0001130	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_003229-T3	XANPAGTX0501_003229-T2, XANPAGTX0501_003229-T1
OG0001130	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003229-T2	XANPAGTX0501_003229-T1
OG0001131	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_008331-T1	XANCAGTX0491_006790-T1
OG0001132	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006833-T1	XANCAGTX0491_006833-T2
OG0001133	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006841-T2	XANCAGTX0491_006841-T1
OG0001134	N2	n2	0.5	Non-Terminal	XANCAGTX0491_006843-T2	XANPAGTX0501_006823-T1, XANCAGTX0491_006843-T1
OG0001135	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_006846-T1	XANCAGTX0491_006846-T2
OG0001136	N1	n2	0.5	Non-Terminal	XANPARI20_004565-T1	XANPAOZ2100_006645-T1, XANPARI20_004566-T1
OG0001137	Xanthoria_parietina_SAMEA111342678	n3	1.0	Terminal	XANPAOZ2100_006614-T1	XANPAOZ2100_006615-T1
OG0001138	N0	n2	0.25	Non-Terminal	XANPAGTX0501_006763-T2, XANPARI20_004606-T1	XANPAGTX0501_006763-T1
OG0001139	N0	n2	0.25	Non-Terminal	XANPAGTX0501_006755-T1, XANPARI20_004614-T1	XANPARI20_006356-T1
OG0001140	N0	n2	0.25	Non-Terminal	XANPAOZ2100_006593-T1, XANPAGTX0501_006753-T2	XANPAGTX0501_006753-T1
OG0001141	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_006748-T1	XANPAGTX0501_006748-T2
OG0001142	N0	n2	0.25	Non-Terminal	XANPARI20_004651-T1, XANPAGTX0501_006714-T2	XANPAGTX0501_006714-T1
OG0001143	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_006981-T1	XANCAGTX0491_008494-T1
OG0001144	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_006670-T2	XANPAGTX0501_006670-T1
OG0001145	N2	n2	0.5	Non-Terminal	XANPAGTX0501_006662-T1, XANCAGTX0491_006996-T1	XANCAGTX0491_006996-T2
OG0001146	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_007016-T1	XANCAGTX0491_007016-T2
OG0001147	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_006608-T2	XANPAGTX0501_006608-T1
OG0001148	N1	n2	0.5	Non-Terminal	XANPARI20_004763-T1	XANPARI20_004330-T1, XANPAOZ2100_006454-T1
OG0001149	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_007064-T2	XANCAGTX0491_007064-T1
OG0001150	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_006564-T2	XANPAGTX0501_006564-T1
OG0001151	N0	n2	0.25	Non-Terminal	XANPAOZ2100_006432-T1, XANCAGTX0491_007087-T1	XANPAOZ2100_006431-T1
OG0001152	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_007098-T2	XANCAGTX0491_007098-T1
OG0001153	Xanthoria_parietina_SAMEA115359166	n2	1.0	Terminal	XANPARI20_004809-T1	XANPARI20_004810-T1
OG0001154	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_007115-T2	XANCAGTX0491_007115-T1
OG0001155	N2	n2	0.5	Non-Terminal	XANPAGTX0501_006533-T1, XANCAGTX0491_007117-T1	XANCAGTX0491_007117-T2
OG0001156	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_006521-T1	XANPAGTX0501_006521-T2
OG0001157	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_006486-T2	XANPAGTX0501_006486-T1
OG0001158	N2	n2	0.5	Non-Terminal	XANPAGTX0501_006481-T1, XANCAGTX0491_007165-T1	XANPAGTX0501_006481-T2
OG0001159	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_004875-T1	XANPARI20_004879-T1
OG0001160	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_004880-T1	XANPARI20_004876-T1
OG0001161	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_004881-T1	XANPARI20_004877-T1
OG0001162	N0	n2	0.25	Non-Terminal	XANPAGTX0501_006459-T1, XANPARI20_004878-T1	XANPARI20_004882-T1
OG0001163	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_006451-T1	XANPAGTX0501_006452-T1
OG0001164	N2	n2	0.5	Non-Terminal	XANCAGTX0491_007195-T1, XANPAGTX0501_006448-T1	XANPAGTX0501_006449-T1
OG0001165	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_007197-T1	XANCAGTX0491_007196-T1
OG0001166	Xanthoria_parietina_SAMEA111342678	n3	1.0	Terminal	XANPAOZ2100_005235-T1	XANPAOZ2100_006336-T1
OG0001167	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_006424-T1	XANPAGTX0501_006423-T1
OG0001168	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_007232-T2	XANCAGTX0491_007232-T1
OG0001169	N0	n2	0.25	Non-Terminal	XANPAGTX0501_006397-T1, XANPAOZ2100_006296-T1	XANPAGTX0501_006397-T2
OG0001170	N1	n2	0.5	Non-Terminal	XANPARI20_001130-T1	XANPAOZ2100_006279-T1, XANPARI20_004950-T1
OG0001171	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_006367-T1	XANPAGTX0501_006367-T2
OG0001172	Xanthoria_parietina_SAMEA111342678	n3	1.0	Terminal	XANPAOZ2100_006228-T1	XANPAOZ2100_004622-T1
OG0001173	N1	n2	0.5	Non-Terminal	XANPAOZ2100_006219-T1	XANPAOZ2100_006220-T1, XANPARI20_005010-T1
OG0001174	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_010444-T1	XANPAGTX0501_006293-T1
OG0001175	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_005738-T1	XANPARI20_005737-T1
OG0001176	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_007926-T1	XANPAGTX0501_007925-T1
OG0001177	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_007406-T1	XANCAGTX0491_007406-T2
OG0001178	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_007920-T2	XANPAGTX0501_007920-T1
OG0001179	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_007430-T2	XANCAGTX0491_007430-T1
OG0001180	N0	n2	0.25	Non-Terminal	XANPAOZ2100_007084-T1, XANCAGTX0491_007433-T1	XANPAOZ2100_007083-T1
OG0001181	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_007891-T2	XANPAGTX0501_007891-T1
OG0001182	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_007884-T2	XANPAGTX0501_007884-T1
OG0001183	N2	n2	0.5	Non-Terminal	XANPAGTX0501_007858-T2, XANCAGTX0491_007460-T1	XANPAGTX0501_007858-T1
OG0001184	N2	n2	0.5	Non-Terminal	XANPAGTX0501_007852-T1	XANCAGTX0491_007466-T1, XANPAGTX0501_007852-T2
OG0001185	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_002517-T1	XANPARI20_008500-T1
OG0001186	N2	n2	0.5	Non-Terminal	XANCAGTX0491_007491-T1	XANCAGTX0491_007491-T2, XANPAGTX0501_007823-T1
OG0001187	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_007819-T1	XANPAGTX0501_007819-T2
OG0001188	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_007803-T1	XANPAGTX0501_007803-T2
OG0001189	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_008498-T1	XANCAGTX0491_007524-T1
OG0001190	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_007788-T2	XANPAGTX0501_007788-T1
OG0001191	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_007593-T1	XANCAGTX0491_007593-T2
OG0001192	Xanthoria_parietina_SAMEA111342678	n3	1.0	Terminal	XANPAOZ2100_006918-T1	XANPAOZ2100_006919-T1
OG0001193	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_007604-T2	XANCAGTX0491_007604-T1
OG0001194	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_007608-T2	XANCAGTX0491_007608-T1
OG0001195	N2	n2	0.5	Non-Terminal	XANCAGTX0491_007618-T1, XANPAGTX0501_007692-T1	XANCAGTX0491_007618-T2
OG0001196	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_008713-T2	XANPAGTX0501_008713-T1
OG0001197	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_007635-T1	XANCAGTX0491_007635-T2
OG0001198	N2	n2	0.5	Non-Terminal	XANCAGTX0491_007657-T2	XANCAGTX0491_007657-T1, XANPAGTX0501_008750-T1
OG0001199	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_007673-T2	XANCAGTX0491_007673-T1
OG0001200	N2	n2	0.5	Non-Terminal	XANCAGTX0491_007692-T1, XANPAGTX0501_002525-T1	XANPAGTX0501_008790-T1
OG0001201	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_008800-T2	XANPAGTX0501_008800-T1
OG0001202	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_008826-T1	XANPAGTX0501_008826-T2
OG0001203	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_008837-T1	XANPAGTX0501_008837-T2
OG0001204	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_008843-T1	XANPAGTX0501_001954-T1
OG0001205	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_000975-T1	XANPAGTX0501_000974-T1, XANPAGTX0501_009639-T1
