geneID	repID_mmseqs90/80	repID_mmseqs50/80	familyID
pyrtri1_EDU47821.1	pyrtri1_EDU47821.1	pyrtri1_EDU47821.1	fam04
pyrtri1_EDU47891.1	pyrtri9_PZD23847.1	pyrtri9_PZD23847.1	fam04
pyrtri1_tyr9812	pyrtri1_tyr9812	bimnov1_472901	fam05
pyrtri1_tyr9814	pyrtri10_PZD03750.1	pyrtri10_PZD03750.1	fam01
pyrtri1_tyr9817	pyrtri1_tyr9817	lizemp1_tyr7984	fam10
pyrtri2_KAF7441647.1	altbra3_tyr138	decgau1_636434	fam04
pyrtri2_KAF7445734.1	altbra3_tyr138	decgau1_636434	fam04
pyrtri2_KAF7445891.1	altbra3_tyr138	decgau1_636434	fam04
pyrtri2_KAF7447212.1	pyrtri9_PZD23847.1	pyrtri9_PZD23847.1	fam04
pyrtri2_KAF7452490.1	pyrtri10_tyr9788	pyrtri10_tyr9788	fam05
pyrtri2_KAF7454617.1	pyrtri10_tyr9789	pyrtri10_tyr9789	fam10
pyrtri4_KAA8611885.1_KAA8611886.1_KAA8611887.1	pyrtri9_PZD23847.1	pyrtri9_PZD23847.1	n.d.
pyrtri4_KAA8611955.1_KAA8611956.1	pyrtri10_PZD03750.1	pyrtri10_PZD03750.1	n.d.
pyrtri4_KAA8611957.1	pyrtri1_EDU47821.1	pyrtri1_EDU47821.1	fam04
pyrtri4_KAA8613250.1	pyrtri10_PZC93263.1	lizemp1_118025	fam10
pyrtri4_KAA8622029.1	pyrtri9_PZD23864.1	altlon1_tyr172	fam05
pyrtri4_KAA8623485.1_KAA8623486.1	pyrtri10_tyr9788	pyrtri10_tyr9788	n.d.
pyrtri4_tyr9839	pyrtri10_tyr9789	pyrtri10_tyr9789	fam10
pyrtri5_PZC88241.1	pyrtri6_PWO19554.1	altatr2_tyr125	fam10
pyrtri5_PZC88365.1	pyrtri5_PZC88365.1	altatr2_tyr125	fam10
pyrtri5_PZC89052.1	altbra3_tyr138	decgau1_636434	fam04
pyrtri5_PZC95424.1_PZC95425.1_PZC95426.1	pyrtri9_PZD23847.1	pyrtri9_PZD23847.1	n.d.
pyrtri5_PZD10409.1_PZD10410.1	pyrtri10_PZD03750.1	pyrtri10_PZD03750.1	n.d.
pyrtri5_PZD10411.1	pyrtri1_EDU47821.1	pyrtri1_EDU47821.1	fam04
pyrtri5_tyr9841	pyrtri6_tyr9856	pyrtri6_tyr9856	fam10
pyrtri5_tyr9846	pyrtri5_tyr9846	pyrtri5_tyr9846	fam05
pyrtri5_tyr9849	pyrtri1_tyr9812	bimnov1_472901	fam05
pyrtri6_PWO19554.1	pyrtri6_PWO19554.1	altatr2_tyr125	fam10
pyrtri6_PWO19816.1_PWO19817.1	pyrtri6_PWO19816.1_PWO19817.1	claely1_486881	n.d.
pyrtri6_PWO20220.1	altbra3_tyr138	decgau1_636434	fam04
pyrtri6_PWO20419.1	pyrtri10_tyr9788	pyrtri10_tyr9788	fam05
pyrtri6_PWO21269.1_PWO21271.1_PWO21270.1	pyrtri9_PZD23847.1	pyrtri9_PZD23847.1	n.d.
pyrtri6_tyr9854	pyrtri1_tyr9812	bimnov1_472901	fam05
pyrtri6_tyr9856	pyrtri6_tyr9856	pyrtri6_tyr9856	fam10
pyrtri6_tyr9857	pyrtri6_tyr9857	altatr1_tyr114	fam10
pyrtri8_PZD25201.1	altbra3_tyr138	decgau1_636434	fam04
pyrtri8_PZD25764.1_PZD25765.1	pyrtri6_PWO19816.1_PWO19817.1	claely1_486881	n.d.
pyrtri8_PZD31393.1	pyrtri9_PZD23847.1	pyrtri9_PZD23847.1	fam04
pyrtri8_PZD37947.1	pyrtri8_PZD37947.1	lizemp1_118025	fam10
pyrtri8_PZD45787.1	pyrtri1_EDU47821.1	pyrtri1_EDU47821.1	fam04
pyrtri8_PZD45788.1	pyrtri10_PZD03750.1	pyrtri10_PZD03750.1	fam01
pyrtri8_tyr9866	pyrtri9_tyr9889	bimnov1_309332	fam05
pyrtri8_tyr9869	pyrtri6_tyr9857	altatr1_tyr114	fam10
pyrtri8_tyr9872	pyrtri9_tyr9885	bimnov1_472901	fam05
pyrtri8_tyr9874	pyrtri10_tyr9789	pyrtri10_tyr9789	fam10
pyrtri9_PZD22509.1_PZD22510.1	pyrtri6_PWO19816.1_PWO19817.1	claely1_486881	n.d.
pyrtri9_PZD22682.1	pyrtri9_PZD22682.1	lizemp1_186564	fam04
pyrtri9_PZD23479.1	pyrtri8_PZD37947.1	lizemp1_118025	fam10
pyrtri9_PZD23847.1	pyrtri9_PZD23847.1	pyrtri9_PZD23847.1	fam04
pyrtri9_PZD23864.1	pyrtri9_PZD23864.1	altlon1_tyr172	fam05
pyrtri9_PZD33805.1	pyrtri10_PZD03750.1	pyrtri10_PZD03750.1	fam01
pyrtri9_PZD33806.1	pyrtri1_EDU47821.1	pyrtri1_EDU47821.1	fam04
pyrtri9_tyr9881	pyrtri10_PZC93263.1	lizemp1_118025	fam10
pyrtri9_tyr9883	pyrtri10_tyr9789	pyrtri10_tyr9789	fam10
pyrtri9_tyr9884	pyrtri6_tyr9857	altatr1_tyr114	fam10
pyrtri9_tyr9885	pyrtri9_tyr9885	bimnov1_472901	fam05
pyrtri9_tyr9886	pyrtri9_tyr9886	pyrtri9_tyr9886	fam05
pyrtri9_tyr9889	pyrtri9_tyr9889	bimnov1_309332	fam05
racant1_OQN95408.1	racant1_OQN95408.1	racant1_OQN95408.1	fam05
racant1_OQN95439.1	racant1_OQN95439.1	racant1_OQN95439.1	fam05
racsp.1_tyr9894	racsp.1_tyr9894	racsp.1_tyr9894	clade03
racsp.1_tyr9895	racsp.1_tyr9895	racsp.1_tyr9897	fam10
racsp.1_tyr9896	racsp.1_tyr9896	racsp.1_tyr9896	clade01
racsp.1_tyr9897	racsp.1_tyr9897	racsp.1_tyr9897	fam10
raseme1_KKA16204.1	raseme1_KKA16204.1	raseme1_KKA16204.1	fam05
raseme1_KKA17148.1_KKA17149.1_KKA17150.1	raseme1_KKA17148.1_KKA17149.1_KKA17150.1	aspwel3_tyr3177	n.d.
raseme1_KKA18682.1	raseme1_KKA17148.1_KKA17149.1_KKA17150.1	aspwel3_tyr3177	fam10
raseme1_KKA18809.1	raseme1_KKA18809.1	raseme1_KKA18809.1	fam05
raseme1_KKA20400.1	raseme1_KKA20400.1	hiscap1_tyr7335	fam05
raseme1_KKA22660.1	raseme1_KKA22660.1	aspfis5_tyr1176	fam05
raseme1_KKA23990.1	raseme1_KKA23990.1	raseme1_KKA23990.1	fam07
raseme1_KKA25166.1	raseme1_KKA25166.1	raseme1_KKA23990.1	fam07
rhesp.1_14923	rhesp.1_14923	rhesp.1_14923	fam04
rhesp.1_195900	rhesp.1_195900	rhesp.1_195900	fam01
rhesp.1_201207_578612	rhesp.1_201207_578612	zalvar1_538602	n.d.
rhesp.1_201867_520848_520851	rhesp.1_201867_520848_520851	rhesp.1_201867_520848_520851	n.d.
rhesp.1_370832	rhesp.1_370832	rhesp.1_370832	fam05
rhesp.1_375297	rhesp.1_375297	rhesp.1_375297	fam01
rhesp.1_411005_600047	rhesp.1_411005_600047	cudaci1_KAF4628464.1_KAF4628466.1	n.d.
rhesp.1_414138_414213	rhesp.1_414138_414213	rhesp.1_414138_414213	n.d.
rhesp.1_414214	rhesp.1_414214	rhesp.1_414214	fam05
rhesp.1_420759	lepsp.1_636140	psesp.18_KFY46141.1_KFY46142.1	fam05
rhesp.1_471486_488034_488037	rhesp.1_471486_488034_488037	rhysec1_tyr10006	n.d.
rhesp.1_522596	rhesp.1_522596	cadsp.2_KAG4443997.1	fam05
rhesp.1_527724	rhesp.1_527724	lenflu1_KAF2676861.1	fam05
rhesp.1_531770	rhesp.1_531770	rhesp.1_531770	fam01
rhesp.1_589640	rhesp.1_589640	melbic1_634125	fam01
rhesp.1_602698	rhesp.1_602698	rhesp.1_602698	fam05
rhesp.1_603155	lepsp.1_620941	melbic1_634125	fam01
rhesp.1_610723	rhesp.1_610723	oidmai1_62373_62374	fam05
rhesp.1_tyr9923	rhesp.1_tyr9923	rhesp.1_tyr9923	clade02
rhesp.1_tyr9929	rhesp.1_tyr9929	cudaci1_KAF4628464.1_KAF4628466.1	fam05
rhesp.1_tyr9932	rhesp.1_tyr9932	rhesp.1_tyr9932	fam05
rhesp.1_tyr9936	rhesp.1_tyr9936	rhesp.1_tyr9936	fam01
rhieri1_570330	rhieri1_570330	rhieri1_570330	fam08
rhieri1_587455_756730	rhieri1_587455_756730	cudaci1_KAF4628464.1_KAF4628466.1	n.d.
rhieri1_658879	rhieri1_658879	rhieri1_658879	fam06
rhieri1_749014	rhieri1_749014	psesp.4_1253_1254	fam06
rhieri1_750159	rhieri1_750159	rhieri1_750159	fam05
rhieri1_tyr9954	rhieri1_tyr9954	rhieri1_tyr9954	fam05
rhieri1_tyr9955	rhieri1_tyr9955	cadsp.1_440977_440967_440971_440978	fam01
rhilig1_72239	rhilig1_72239	rhilig1_72239	fam05
rhilig1_tyr9960	rhilig1_tyr9960	rhilig1_tyr9960	fam02
rhimac1_11078	rhimac1_11078	rhimac1_11078	fam07
rhimac1_11259	rhimac1_11259	rhimac1_11259	fam06
rhimac1_3498	rhimac1_3498	rhimac1_3498	fam01
rhimac1_7692	rhimac1_7692	rhimac1_7692	fam01
rhimac1_8905	rhimac1_8905	rhimac1_8905	fam01
rhobut2_1444170	rhobut2_1444170	rhobut2_1444170	fam11
rhoros1_675464_701269	rhoros1_675464_701269	rhoros1_675464_701269	n.d.
rhyagr1_13233	rhyagr1_1850	rhyagr1_1850	fam06
rhyagr1_1725	rhyagr1_1725	hymalb1_CAG8977711.1	fam04
rhyagr1_1838	rhyagr1_1838	psesp.18_KFY46141.1_KFY46142.1	fam05
rhyagr1_1850	rhyagr1_1850	rhyagr1_1850	fam06
rhyagr1_1870_1869	rhyagr1_1870_1869	rhyagr1_1870_1869	n.d.
rhyagr1_1871	rhyagr1_1871	rhyagr1_1871	fam04
rhyagr1_5795	rhyagr1_1725	hymalb1_CAG8977711.1	fam04
rhyagr1_8672	rhyagr1_8672	rhyagr1_8672	fam04
rhyagr1_tyr9980	rhyagr1_tyr9980	rhyagr1_8672	fam04
rhyagr1_tyr9982	rhyagr1_tyr9982	rhyagr1_tyr9982	fam05
rhyagr1_tyr9986	rhyagr1_tyr9986	rhyagr1_tyr9986	fam05
rhyagr1_tyr9988	rhyagr1_tyr9988	rhyagr1_tyr9988	fam04
rhycom1_11502	rhycom1_11502	melbic1_634125	fam01
rhycom1_7946	lepsp.1_636140	psesp.18_KFY46141.1_KFY46142.1	fam05
rhyruf1_112818	rhyruf1_112818	rhyruf1_112818	fam10
rhyruf1_tyr9994	rhyruf1_tyr9994	rhyruf1_tyr9994	fam10
rhyruf1_tyr9995	rhyruf1_tyr9995	rhyruf1_tyr9995	fam10
rhyruf1_tyr9997	rhyruf1_tyr9997	rhyruf1_tyr9997	fam10
rhysec1_11495	rhysec1_11495	psesp.18_KFY46141.1_KFY46142.1	fam05
rhysec1_11509	rhysec1_11509	rhysec1_11509	fam04
rhysec1_12360	rhysec1_12360	rhysec1_12360	fam04
rhysec1_tyr10001	rhysec1_tyr10001	leosp.1_551894_714270	fam04
rhysec1_tyr10003	rhysec1_tyr10003	rhesp.1_14923	fam04
rhysec1_tyr10004	rhysec1_tyr10004	cadsp.1_597158_435646	fam05
rhysec1_tyr10005	rhysec1_tyr10005	rhysec1_tyr10005	fam05
rhysec1_tyr10006	rhysec1_tyr10006	rhysec1_tyr10006	fam05
rhysec1_tyr10008	rhysec1_tyr10008	rhysec1_tyr10008	fam04
rhysec1_tyr9998	rhyagr1_1725	hymalb1_CAG8977711.1	fam04
roster1_264814	roster1_264814	roster1_264814	fam09
roster1_476026	roster1_476026	hypsub1_543103	fam06
roster1_481082	roster1_481082	roster1_481082	fam09
roster1_482691	roster1_482691	hyptru1_435293	fam09
roster1_498744	roster1_498744	hirmin1_8090	fam02
roster1_498907	roster1_498907	roster1_498907	fam06
roster1_tyr10014	roster1_tyr10014	roster1_tyr10014	fam09
rusear1_1273445	rusear1_1273445	rusear1_1273445	fam01
rusoch1_621247	rusoch1_621247	treper1_499963_134336	fam09
rusoch1_700934	rusoch1_787911	treper1_499963_134336	fam09
rusoch1_787911	rusoch1_787911	treper1_499963_134336	fam09
rutsp.1_PQE08368.1	rutsp.1_PQE11730.1	rutsp.1_PQE11730.1	fam01
rutsp.1_PQE11730.1	rutsp.1_PQE11730.1	rutsp.1_PQE11730.1	fam01
rutsp.1_PQE27284.1	rutsp.1_PQE27284.1	rutsp.1_PQE27284.1	fam05
rutsp.1_PQE27709.1_PQE27708.1	rutsp.1_PQE27709.1_PQE27708.1	rutsp.1_PQE27709.1_PQE27708.1	n.d.
rutsp.1_PQE28656.1	rutsp.1_PQE28656.1	rutsp.1_PQE28656.1	fam01
rutsp.1_PQE33435.1_PQE33436.1_PQE33432.1	rutsp.1_PQE33435.1_PQE33436.1_PQE33432.1	botcon1_TGO43983.1	n.d.
rutsp.1_PQE34082.1	rutsp.1_PQE34082.1	rutsp.1_PQE34082.1	fam01
rutsp.1_PQE34085.1	rutsp.1_PQE34085.1	rutsp.1_PQE34085.1	fam01
rutsp.1_tyr10026	rutsp.1_tyr10026	rutsp.1_tyr10026	clade03
rutsp.1_tyr10034	rutsp.1_tyr10034	botcon1_TGO43983.1	fam01
rutsp.2_PQE07086.1	rutsp.2_PQE07086.1	rutsp.2_PQE07086.1	fam01
rutsp.2_PQE09269.1	rutsp.2_PQE09269.1	rutsp.2_PQE09269.1	fam01
rutsp.2_PQE09937.1_PQE09936.1	rutsp.2_PQE09937.1_PQE09936.1	rutsp.2_PQE09937.1_PQE09936.1	n.d.
rutsp.2_PQE16148.1	rutsp.2_PQE16148.1	rutsp.2_PQE16148.1	fam01
rutsp.2_PQE19655.1	rutsp.2_PQE19655.1	psesp.4_tyr9585	fam01
rutsp.2_PQE21344.1	rutsp.2_PQE19655.1	psesp.4_tyr9585	fam01
rutsp.2_PQE27491.1	rutsp.2_PQE27491.1	rutsp.2_PQE27491.1	fam01
rutsp.2_tyr10039	rutsp.2_tyr10039	rutsp.1_PQE34082.1	fam01
rutsp.2_tyr10042	rutsp.2_tyr10042	rutsp.2_tyr10042	fam08
rutsp.3_PQE05390.1_PQE05392.1	rutsp.3_PQE05390.1_PQE05392.1	psesp.18_KFY46141.1_KFY46142.1	n.d.
rutsp.3_PQE10464.1_PQE10450.1	rutsp.3_PQE10464.1_PQE10450.1	rutsp.3_PQE10464.1_PQE10450.1	n.d.
rutsp.3_PQE10708.1_PQE10713.1	rutsp.3_PQE10708.1_PQE10713.1	rutsp.3_PQE10708.1_PQE10713.1	n.d.
rutsp.3_PQE14987.1	rutsp.3_tyr10049	rutsp.3_tyr10049	fam04
rutsp.3_PQE19445.1_PQE19444.1_PQE19423.1	rutsp.3_PQE19445.1_PQE19444.1_PQE19423.1	zalvar1_538602	n.d.
rutsp.3_PQE27954.1	rutsp.3_PQE27954.1	rutsp.3_PQE27954.1	fam05
rutsp.3_tyr10049	rutsp.3_tyr10049	rutsp.3_tyr10049	fam04
rutsp.3_tyr10054	rutsp.3_tyr10054	rutsp.3_tyr10054	fam05
rutsp.3_tyr10059	rutsp.3_tyr10059	rutsp.1_PQE27284.1	fam05
sceapi1_tyr10060	sceapi1_tyr10060	sceapi1_tyr10060	fam06
sclbor1_10027	sclbor1_10027	psesp.5_10696	fam06
sclbor1_7778	sclbor1_7778	sclbor1_7778	fam08
sclbor1_7958	sclbor1_7958	sclbor1_7958	fam01
sclbor1_8811	sclbor1_8811	botcal1_tyr3614	fam08
sclbor1_tyr10062	sclbor1_tyr10062	sclbor1_tyr10062	fam08
sclcep1_KAF7865656.1	sclcep1_KAF7865656.1	sclcep1_KAF7865656.1	fam01
sclcep1_KAF7866863.1	sclcep1_KAF7866863.1	sclcep1_KAF7866863.1	fam04
sclcep1_KAF7870554.1	sclcep1_KAF7870554.1	monlax1_KAB8302114.1	fam01
sclcep1_KAF7870580.1	sclcep1_KAF7870580.1	sclbor1_tyr10062	fam08
sclcep1_KAF7870603.1	sclcep1_KAF7870603.1	sclcep1_KAF7870603.1	fam04
sclcep1_KAF7874133.1	sclcep1_KAF7874133.1	sclcep1_KAF7874133.1	fam06
sclcep1_KAF7877687.1	sclcep1_KAF7877687.1	sclcep1_KAF7877687.1	fam08
sclcep1_tyr10072	sclcep1_tyr10072	sclcep1_tyr10072	fam10
sclcep1_tyr10081	sclcep1_tyr10081	sclcep1_tyr10081	fam01
sclcep1_tyr10082	sclcep1_tyr10082	sclcep1_KAF7866863.1	fam04
sclcit2_33998_759286	sclcit2_33998_759286	rusear1_1273445	n.d.
sclscl1_APA05391.1_APA05392.1	sclscl1_APA05391.1_APA05392.1	sclscl1_APA05391.1_APA05392.1	n.d.
sclscl1_APA07342.1	sclscl1_APA05391.1_APA05392.1	sclscl1_APA05391.1_APA05392.1	fam01
sclscl1_APA09337.1	sclscl1_APA09337.1	sclscl1_APA09337.1	fam08
sclscl1_APA10718.1	sclscl1_APA10718.1	botpor2_TGO90359.1	fam08
sclscl1_APA11274.1	sclscl1_APA05391.1_APA05392.1	sclscl1_APA05391.1_APA05392.1	fam01
sclscl1_APA11307.1	sclscl1_APA11307.1	botcon1_TGO43983.1	fam01
sclscl1_APA11964.1	sclscl1_APA11964.1	zalvar1_538602	fam01
sclscl1_APA11966.1	sclscl1_APA11966.1	sclscl1_APA11966.1	fam04
sclscl1_APA13410.1	sclscl1_APA05391.1_APA05392.1	sclscl1_APA05391.1_APA05392.1	fam01
sclscl1_APA14650.1	sclscl1_APA14650.1	sclscl1_APA14650.1	fam04
sclscl1_APA15268.1	sclscl1_APA15268.1	rutsp.3_tyr10049	fam04
sclscl1_APA15324.1_APA15325.1_APA15326.1	sclscl1_APA15324.1_APA15325.1_APA15326.1	sclscl1_APA15324.1_APA15325.1_APA15326.1	n.d.
sclscl1_APA15791.1_APA15792.1	sclscl1_APA10718.1	botpor2_TGO90359.1	n.d.
sclscl1_APA16227.1	sclscl1_APA16227.1	botcon1_TGO43983.1	fam01
sclscl1_tyr10098	sclscl1_tyr10098	sclscl1_tyr10098	fam01
scltri1_CAD6448042.1	scltri1_CAD6448042.1	zalvar1_538602	fam01
scylig1_RFU23586.1	scylig1_RFU23586.1	rutsp.3_PQE27954.1	fam05
scylig1_RFU24820.1	scylig1_RFU24820.1	fusrus1_tyr6576	fam05
scylig1_RFU28318.1	scylig1_RFU28318.1	scylig1_RFU28318.1	fam01
scylig1_RFU29061.1	scylig1_RFU29061.1	zalvar1_538602	fam01
scylig1_RFU31196.1	scylig1_RFU31196.1	scylig1_RFU31196.1	fam05
scylig1_RFU32217.1	scylig1_RFU32217.1	scylig1_RFU32217.1	fam05
scylig1_tyr10124	scylig1_tyr10124	scylig1_tyr10124	fam05
scylig1_tyr10130	scylig1_tyr10130	scylig1_tyr10130	fam05
scysp.2_tyr10134	scysp.2_tyr10134	psesp.3_7627	fam05
scysp.2_tyr10135	scysp.2_tyr10135	ascsar1_3734	clade03
serhim1_121691	serhim1_121691	serhim1_121691	fam11
sethol1_119046	sethol1_119046	sethol1_119046	fam10
sethol1_119366	sethol1_119366	decgau1_636434	fam04
sethol1_15133	sethol1_15133	sethol1_15133	fam10
sethol1_77812	sethol1_77812	decgau1_636434	fam04
sethol1_86875	sethol1_86875	sethol1_86875	fam01
sethol1_95660	sethol1_95660	sethol1_95660	fam10
sethol1_99467	sethol1_99467	lenflu1_KAF2676861.1	fam05
sethol1_tyr10140	sethol1_tyr10140	sethol1_tyr10147	fam10
sethol1_tyr10147	sethol1_tyr10147	sethol1_tyr10147	fam10
settur2_104713_37328	settur2_104713_37328	cocmiy1_41893_111066	n.d.
settur2_153843	settur2_153843	pyrtri11_KAG9375895.1	fam10
settur2_158330	bipmay2_EMD84663.1	lenflu1_KAF2676861.1	fam05
sodalk1_ROT35343.1	sodalk1_ROT35343.1	sodalk1_ROT35343.1	fam05
sodalk1_ROT35347.1	sodalk1_ROT35347.1	xylbam1_587822	fam06
sodalk1_ROT35415.1	sodalk1_ROT35415.1	fusred4_tyr6561	fam01
sodalk1_tyr10152	sodalk1_tyr10152	sodalk1_tyr10152	fam01
sorhum1_329176	sorsp.1_KAH7635591.1	sorsp.1_KAH7633844.1	fam09
sorhum1_334109	sorsp.1_KAH7633559.1	sorsp.1_KAH7633559.1	fam09
sorhum1_334751	sorsp.1_KAH7633844.1	sorsp.1_KAH7633844.1	fam09
sorhum1_tyr10158	sorsp.1_tyr10164	neutet2_tyr8491	fam09
sormac1_tyr10162	sormac1_tyr10162	sorsp.1_KAH7633844.1	fam09
sormac1_tyr10163	sormac1_tyr10163	sormac1_tyr10163	fam09
sorsp.1_KAH7633559.1	sorsp.1_KAH7633559.1	sorsp.1_KAH7633559.1	fam09
sorsp.1_KAH7633844.1	sorsp.1_KAH7633844.1	sorsp.1_KAH7633844.1	fam09
sorsp.1_KAH7635591.1	sorsp.1_KAH7635591.1	sorsp.1_KAH7633844.1	fam09
sorsp.1_tyr10164	sorsp.1_tyr10164	neutet2_tyr8491	fam09
spobra1_10170_10169	spobra1_10170_10169	spobra1_10170_10169	n.d.
spobra1_10745	spobra1_10745	spobra1_10745	fam11
spobra1_9613	spobra1_9613	spobra1_9613	fam01
spofim1_KAF2742977.1	spofim1_KAF2742977.1	spofim1_KAF2742977.1	fam10
spofim1_KAF2744366.1_KAF2744367.1	spofim1_KAF2744366.1_KAF2744367.1	aaoarx1_319010	n.d.
spoins1_661	spoins1_661	spoins1_661	fam01
spoins1_7186	spoins1_7186	spoins1_7186	fam01
spoins1_7220	spoins1_7220	spoins1_7220	fam01
spoins1_tyr10179	spoins1_tyr10179	spoins1_tyr10179	fam04
spoins1_tyr10181	spoins1_tyr10181	spoins1_tyr10181	fam01
sporei2_SJX64170.1	sporei2_SJX64170.1	sporei2_SJX64170.1	fam11
sposch1_8203	sposch2_tyr10186	sposch2_tyr10186	fam01
sposch2_tyr10186	sposch2_tyr10186	sposch2_tyr10186	fam01
sposci1_CDR88729.1	sposci1_CDR88729.1	sposci1_CDR88729.1	fam11
stacha1_1736	stacha1_1736	stacha1_1736	fam04
stacha1_286	stacha1_286	stacha1_286	fam05
stacha1_2942	stacha1_2942	stacha1_2942	fam01
stacha1_4873	stacha1_4873	stacha1_4873	fam07
stacha1_9	stacha3_KEY73861.1	stacha3_KEY73861.1	fam01
stacha2_KFA45487.1	stacha2_KFA45487.1	stacha2_KFA45487.1	fam05
stacha2_KFA45515.1	stacha2_KFA45515.1	stacha2_KFA45515.1	fam01
stacha2_KFA50735.1	stacha2_KFA50735.1	fusman2_tyr6045	fam01
stacha2_KFA51963.1	stacha2_KFA51963.1	stacha2_KFA51963.1	fam04
stacha2_KFA52687.1	stacha2_KFA52687.1	stacha2_KFA52687.1	fam01
stacha2_KFA53220.1	stacha2_KFA53220.1	stacha2_KFA53220.1	fam01
stacha2_KFA54963.1	stacha2_KFA54963.1	stacha2_KFA54963.1	fam01
stacha2_KFA55155.1	stacha2_KFA55155.1	stacha2_KFA55155.1	fam01
stacha2_KFA55922.1	stacha2_KFA55922.1	stacha2_KFA55922.1	fam04
stacha2_KFA56366.1	stacha2_KFA56366.1	clorhi1_VUC06060.1	fam01
stacha2_tyr10208	stacha2_tyr10208	staele1_362391_362314	fam04
stacha3_KEY63921.1	stacha3_KEY63921.1	dacest1_591128_591130	fam01
stacha3_KEY66470.1	stacha1_2942	stacha1_2942	fam01
stacha3_KEY70806.1	stacha2_KFA51963.1	stacha2_KFA51963.1	fam04
stacha3_KEY72891.1	stacha1_4873	stacha1_4873	fam07
stacha3_KEY73695.1	stacha3_KEY73695.1	stacha3_KEY73695.1	fam01
stacha3_KEY73861.1	stacha3_KEY73861.1	stacha3_KEY73861.1	fam01
stacha3_KEY74357.1	stacha3_KEY74357.1	staele1_490642	fam04
stachl1_10468	stachl1_10468	stachl1_10468	fam01
stachl1_1347	stachl1_1347	stachl1_1347	fam04
stachl1_2242	stachl1_2242	stachl1_2242	fam01
stachl1_2325	stachl1_2325	stachl1_2325	fam04
stachl1_2633	stachl1_2633	stachl1_2633	fam04
stachl1_3590	stachl1_3593	stachl1_3593	fam01
stachl1_3593	stachl1_3593	stachl1_3593	fam01
stachl1_4202	stachl1_4202	stacha2_KFA55922.1	fam04
staele1_328326	staele1_328326	staele1_490642	fam04
staele1_362391_362314	staele1_362391_362314	staele1_362391_362314	n.d.
staele1_365814	staele1_500552	staele1_500552	fam05
staele1_366054	staele1_500552	staele1_500552	fam05
staele1_382703	staele1_382703	clorhi1_VUC06060.1	fam01
staele1_398734	staele1_500552	staele1_500552	fam05
staele1_426038	staele1_382703	clorhi1_VUC06060.1	fam01
staele1_440877	staele1_382703	clorhi1_VUC06060.1	fam01
staele1_452200	staele1_500552	staele1_500552	fam05
staele1_471064	staele1_471064	clorhi1_VUC06060.1	fam01
staele1_472473	staele1_382703	clorhi1_VUC06060.1	fam01
staele1_490642	staele1_490642	staele1_490642	fam04
staele1_500552	staele1_500552	staele1_500552	fam05
stalon1_KAG7284864.1	stalon1_KAG7289815.1	monsp.7_RYP74213.1	fam01
stalon1_KAG7284893.1	stalon1_KAG7284893.1	stalon1_KAG7284893.1	fam06
stalon1_KAG7289815.1	stalon1_KAG7289815.1	monsp.7_RYP74213.1	fam01
stalon1_KAG7293987.1	stalon1_KAG7293987.1	stalon1_KAG7293987.1	fam09
stanod1_tyr10254	stanod1_tyr10254	pyrtri9_tyr9886	fam05
stasp.1_299864	stasp.1_299864	stasp.1_299864	fam10
stasp.1_382781	stasp.1_382781	stasp.1_382781	clade03
stehir1_135406	stehir1_135406	stehir1_135406	fam11
stelyc1_123	stelyc1_123	lopmac1_KAF2650664.1	fam04
stynor1_KAF7557219.1	stynor1_KAF7557219.1	stynor1_KAF7557219.1	fam05
suicf.3_1918576	suisub3_KAG1884910.1	treper1_499963_134336	fam09
suicf.3_1918608	suisub3_KAG1884939.1	suisub3_tyr10267	fam01
suicf.3_tyr10262	suisub3_tyr10267	suisub3_tyr10267	fam01
suisub3_KAG1884910.1	suisub3_KAG1884910.1	treper1_499963_134336	fam09
suisub3_KAG1884939.1	suisub3_KAG1884939.1	suisub3_tyr10267	fam01
suisub3_tyr10267	suisub3_tyr10267	suisub3_tyr10267	fam01
talame1_RAO71492.1	talame1_RAO71492.1	talmar2_KFX41220.1	fam05
talame1_RAO74324.1	talame1_RAO74324.1	talsti1_10261_10262_10263	fam02
talatr1_4403	talatr1_4403	talatr1_4403	fam05
talatr1_5658	talatr1_5658	talmar2_KFX41220.1	fam05
talatr1_5669	talatr1_5669	talisl1_3172	fam05
talatr1_7639	talatr1_7639	paeniv1_60142	fam05
talcel1_GAM38547.1	talcel1_GAM38547.1	talcel1_GAM38547.1	fam02
talcel1_GAM41794.1	talcel1_GAM41794.1	talcel1_GAM41794.1	fam05
talcel1_tyr10276	talcel1_tyr10276	talcel1_tyr10276	fam05
talcel1_tyr10278	talcel1_tyr10278	pensp.11_tyr8956	fam06
talisl1_2383	talisl1_2383	paeniv1_62125	fam05
talisl1_2669	talisl1_2669	talisl1_2669	fam02
talisl1_3172	talisl1_3172	talisl1_3172	fam05
talisl1_3187	talisl1_3187	talisl1_3187	fam02
talisl1_6307	talisl1_6307	talisl1_6307	fam07
talisl1_6669	talisl1_9545	paeniv1_60142	fam05
talisl1_8320	talisl1_8320	talsti1_10261_10262_10263	fam02
talisl1_9545	talisl1_9545	paeniv1_60142	fam05
talisl1_tyr10285	talisl1_tyr10285	talisl1_tyr10285	fam06
talisl1_tyr10292	talisl1_tyr10292	talisl1_tyr10292	fam05
talisl1_tyr10296	talisl1_tyr10296	paeniv1_60142	fam05
