Orthogroup	Xanthoria_parietina_SAMEA115359166	Xanthoria_parietina_GTX0501
OG0006106	XANPARI20_008449-T1	XANPAGTX0501_007789-T1
OG0006107	XANPARI20_008447-T1	XANPAGTX0501_007787-T1
OG0006108	XANPARI20_008446-T1	XANPAGTX0501_007786-T1
OG0006109	XANPARI20_008445-T1	XANPAGTX0501_007785-T1
OG0006110	XANPARI20_008444-T1	XANPAGTX0501_007784-T1
OG0006111	XANPARI20_008443-T1	XANPAGTX0501_007783-T1
OG0006112	XANPARI20_008442-T1	XANPAGTX0501_007781-T1
OG0006113	XANPARI20_008441-T1	XANPAGTX0501_007780-T1
OG0006114	XANPARI20_008440-T1	XANPAGTX0501_007779-T1
OG0006115	XANPARI20_008439-T1	XANPAGTX0501_007778-T1
OG0006116	XANPARI20_008436-T1	XANPAGTX0501_007776-T1
OG0006117	XANPARI20_008435-T1	XANPAGTX0501_007775-T1
OG0006118	XANPARI20_008434-T1	XANPAGTX0501_007774-T1
OG0006119	XANPARI20_008433-T1	XANPAGTX0501_007773-T1
OG0006120	XANPARI20_008431-T1	XANPAGTX0501_007770-T1
OG0006121	XANPARI20_008430-T1	XANPAGTX0501_007769-T1
OG0006122	XANPARI20_008429-T1	XANPAGTX0501_007768-T1
OG0006123	XANPARI20_008428-T1	XANPAGTX0501_007766-T1
OG0006124	XANPARI20_008427-T1	XANPAGTX0501_007765-T1
OG0006125	XANPARI20_008426-T1	XANPAGTX0501_007764-T1
OG0006126	XANPARI20_008425-T1	XANPAGTX0501_007762-T1
OG0006127	XANPARI20_008423-T1	XANPAGTX0501_007760-T1
OG0006128	XANPARI20_008421-T1	XANPAGTX0501_007758-T1
OG0006129	XANPARI20_008420-T1	XANPAGTX0501_007757-T1
OG0006130	XANPARI20_008419-T1	XANPAGTX0501_007755-T1
OG0006131	XANPARI20_008418-T1	XANPAGTX0501_007754-T1
OG0006132	XANPARI20_008417-T1	XANPAGTX0501_007750-T1
OG0006133	XANPARI20_008416-T1	XANPAGTX0501_007749-T1
OG0006134	XANPARI20_008415-T1	XANPAGTX0501_007748-T1
OG0006135	XANPARI20_008414-T1	XANPAGTX0501_007747-T1
OG0006136	XANPARI20_008413-T1	XANPAGTX0501_007746-T1
OG0006137	XANPARI20_008412-T1	XANPAGTX0501_007744-T1
OG0006138	XANPARI20_008410-T1	XANPAGTX0501_007742-T1
OG0006139	XANPARI20_008409-T1	XANPAGTX0501_007741-T1
OG0006140	XANPARI20_008408-T1	XANPAGTX0501_007739-T1
OG0006141	XANPARI20_008407-T1	XANPAGTX0501_007738-T1
OG0006142	XANPARI20_008406-T1	XANPAGTX0501_007737-T1
OG0006143	XANPARI20_008405-T1	XANPAGTX0501_007736-T1
OG0006144	XANPARI20_008404-T1	XANPAGTX0501_007734-T1
OG0006145	XANPARI20_008403-T1	XANPAGTX0501_007733-T1
OG0006146	XANPARI20_008401-T1	XANPAGTX0501_007731-T1
OG0006147	XANPARI20_008400-T1	XANPAGTX0501_007730-T1
OG0006148	XANPARI20_008399-T1	XANPAGTX0501_007729-T1
OG0006149	XANPARI20_008398-T1	XANPAGTX0501_007728-T1
OG0006150	XANPARI20_008397-T1	XANPAGTX0501_007727-T1
OG0006151	XANPARI20_008396-T1	XANPAGTX0501_007726-T1
OG0006152	XANPARI20_008395-T1	XANPAGTX0501_007725-T1
OG0006153	XANPARI20_008394-T1	XANPAGTX0501_007724-T1
OG0006154	XANPARI20_008393-T1	XANPAGTX0501_007723-T1
OG0006155	XANPARI20_008391-T1	XANPAGTX0501_007721-T1
OG0006156	XANPARI20_008390-T1	XANPAGTX0501_007720-T1
OG0006157	XANPARI20_008389-T1	XANPAGTX0501_007719-T1
OG0006158	XANPARI20_008386-T1	XANPAGTX0501_007716-T1
OG0006159	XANPARI20_008384-T1	XANPAGTX0501_007714-T1
OG0006160	XANPARI20_008383-T1	XANPAGTX0501_007712-T1
OG0006161	XANPARI20_008382-T1	XANPAGTX0501_007711-T1
OG0006162	XANPARI20_008381-T1	XANPAGTX0501_007710-T1
OG0006163	XANPARI20_008380-T1	XANPAGTX0501_007709-T1
OG0006164	XANPARI20_008379-T1	XANPAGTX0501_007708-T1
OG0006165	XANPARI20_008376-T1	XANPAGTX0501_007705-T1
OG0006166	XANPARI20_008375-T1	XANPAGTX0501_007704-T1
OG0006167	XANPARI20_008374-T1	XANPAGTX0501_007703-T1
OG0006168	XANPARI20_008372-T1	XANPAGTX0501_007701-T1
OG0006169	XANPARI20_008371-T1	XANPAGTX0501_007700-T1
OG0006170	XANPARI20_008370-T1	XANPAGTX0501_007699-T1
OG0006171	XANPARI20_008369-T1	XANPAGTX0501_007698-T1
OG0006172	XANPARI20_008368-T1	XANPAGTX0501_007697-T1
OG0006173	XANPARI20_008367-T1	XANPAGTX0501_007696-T1
OG0006174	XANPARI20_008366-T1	XANPAGTX0501_007695-T1
OG0006175	XANPARI20_008365-T1	XANPAGTX0501_007694-T1
OG0006176	XANPARI20_008363-T1	XANPAGTX0501_007691-T1
OG0006177	XANPARI20_008358-T1	XANPAGTX0501_008715-T1
OG0006178	XANPARI20_008361-T1	XANPAGTX0501_007687-T1
OG0006179	XANPARI20_008362-T1	XANPAGTX0501_007688-T1
OG0006180	XANPARI20_008357-T1	XANPAGTX0501_008716-T1
OG0006181	XANPARI20_008356-T1	XANPAGTX0501_008717-T1
OG0006182	XANPARI20_008355-T1	XANPAGTX0501_008718-T1
OG0006183	XANPARI20_008354-T1	XANPAGTX0501_008719-T1
OG0006184	XANPARI20_008350-T1	XANPAGTX0501_008722-T1
OG0006185	XANPARI20_008349-T1	XANPAGTX0501_008723-T1
OG0006186	XANPARI20_008347-T1	XANPAGTX0501_008725-T1
OG0006187	XANPARI20_008346-T1	XANPAGTX0501_008726-T1
OG0006188	XANPARI20_008345-T1	XANPAGTX0501_008727-T1
OG0006189	XANPARI20_008344-T1	XANPAGTX0501_008728-T1
OG0006190	XANPARI20_008343-T1	XANPAGTX0501_008731-T1
OG0006191	XANPARI20_008342-T1	XANPAGTX0501_008732-T1
OG0006192	XANPARI20_008341-T1	XANPAGTX0501_008733-T1
OG0006193	XANPARI20_008340-T1	XANPAGTX0501_008735-T1
OG0006194	XANPARI20_008339-T1	XANPAGTX0501_008737-T1
OG0006195	XANPARI20_008337-T1	XANPAGTX0501_008739-T1
OG0006196	XANPARI20_008336-T1	XANPAGTX0501_008740-T1
OG0006197	XANPARI20_008335-T1	XANPAGTX0501_008741-T1
OG0006198	XANPARI20_008334-T1	XANPAGTX0501_008742-T1
OG0006199	XANPARI20_008333-T1	XANPAGTX0501_008743-T1
OG0006200	XANPARI20_008332-T1	XANPAGTX0501_008744-T1
OG0006201	XANPARI20_008330-T1	XANPAGTX0501_008746-T1
OG0006202	XANPARI20_008329-T1	XANPAGTX0501_008748-T1
OG0006203	XANPARI20_008327-T1	XANPAGTX0501_008751-T1
OG0006204	XANPARI20_008326-T1	XANPAGTX0501_008752-T1
OG0006205	XANPARI20_008325-T1	XANPAGTX0501_008753-T1
OG0006206	XANPARI20_008323-T1	XANPAGTX0501_008757-T1
OG0006207	XANPARI20_008322-T1	XANPAGTX0501_008758-T1
OG0006208	XANPARI20_008321-T1	XANPAGTX0501_008760-T1
OG0006209	XANPARI20_008320-T1	XANPAGTX0501_008761-T1
OG0006210	XANPARI20_008319-T1	XANPAGTX0501_008762-T1
OG0006211	XANPARI20_008317-T1	XANPAGTX0501_008763-T1
OG0006212	XANPARI20_008316-T1	XANPAGTX0501_008764-T1
OG0006213	XANPARI20_008315-T1	XANPAGTX0501_008765-T1
OG0006214	XANPARI20_008312-T1	XANPAGTX0501_008768-T1
OG0006215	XANPARI20_008311-T1	XANPAGTX0501_008769-T1
OG0006216	XANPARI20_008310-T1	XANPAGTX0501_008771-T1
OG0006217	XANPARI20_008308-T1	XANPAGTX0501_008774-T1
OG0006218	XANPARI20_008307-T1	XANPAGTX0501_008775-T1
OG0006219	XANPARI20_008306-T1	XANPAGTX0501_008776-T1
OG0006220	XANPARI20_008305-T1	XANPAGTX0501_008777-T1
OG0006221	XANPARI20_008304-T1	XANPAGTX0501_008778-T1
OG0006222	XANPARI20_008303-T1	XANPAGTX0501_008779-T1
OG0006223	XANPARI20_008302-T1	XANPAGTX0501_008780-T1
OG0006224	XANPARI20_008301-T1	XANPAGTX0501_008781-T1
OG0006225	XANPARI20_008299-T1	XANPAGTX0501_008783-T1
OG0006226	XANPARI20_008296-T1	XANPAGTX0501_008788-T1
OG0006227	XANPARI20_008294-T1	XANPAGTX0501_008791-T1
OG0006228	XANPARI20_008293-T1	XANPAGTX0501_008792-T1
OG0006229	XANPARI20_008292-T1	XANPAGTX0501_008793-T1
OG0006230	XANPARI20_008291-T1	XANPAGTX0501_008794-T1
OG0006231	XANPARI20_008290-T1	XANPAGTX0501_008795-T1
OG0006232	XANPARI20_008289-T1	XANPAGTX0501_008796-T1
OG0006233	XANPARI20_008288-T1	XANPAGTX0501_008797-T1
OG0006234	XANPARI20_008287-T1	XANPAGTX0501_008798-T1
OG0006235	XANPARI20_008286-T1	XANPAGTX0501_008799-T1
OG0006236	XANPARI20_008284-T1	XANPAGTX0501_008801-T1
OG0006237	XANPARI20_008283-T1	XANPAGTX0501_008802-T1
OG0006238	XANPARI20_008282-T1	XANPAGTX0501_008803-T1
OG0006239	XANPARI20_008281-T1	XANPAGTX0501_008806-T1
OG0006240	XANPARI20_008279-T1	XANPAGTX0501_008809-T1
OG0006241	XANPARI20_008278-T1	XANPAGTX0501_008810-T1
OG0006242	XANPARI20_008277-T1	XANPAGTX0501_008811-T1
OG0006243	XANPARI20_008276-T1	XANPAGTX0501_008812-T1
OG0006244	XANPARI20_008275-T1	XANPAGTX0501_008814-T1
OG0006245	XANPARI20_008274-T1	XANPAGTX0501_008815-T1
OG0006246	XANPARI20_008273-T1	XANPAGTX0501_008816-T1
OG0006247	XANPARI20_008272-T1	XANPAGTX0501_008817-T1
OG0006248	XANPARI20_008271-T1	XANPAGTX0501_008818-T1
OG0006249	XANPARI20_008270-T1	XANPAGTX0501_008819-T1
OG0006250	XANPARI20_008269-T1	XANPAGTX0501_008820-T1
OG0006251	XANPARI20_008268-T1	XANPAGTX0501_008821-T1
OG0006252	XANPARI20_008266-T1	XANPAGTX0501_008823-T1
OG0006253	XANPARI20_008264-T1	XANPAGTX0501_008824-T1
OG0006254	XANPARI20_008263-T1	XANPAGTX0501_008825-T1
OG0006255	XANPARI20_008261-T1	XANPAGTX0501_008827-T1
OG0006256	XANPARI20_008260-T1	XANPAGTX0501_008828-T1
OG0006257	XANPARI20_008259-T1	XANPAGTX0501_008830-T1
OG0006258	XANPARI20_008258-T1	XANPAGTX0501_008831-T1
OG0006259	XANPARI20_008256-T1	XANPAGTX0501_008834-T1
OG0006260	XANPARI20_008255-T1	XANPAGTX0501_008836-T1
OG0006261	XANPARI20_008252-T1	XANPAGTX0501_008839-T1
OG0006262	XANPARI20_008251-T1	XANPAGTX0501_008841-T1
OG0006263	XANPARI20_008250-T1	XANPAGTX0501_008842-T1
OG0006264	XANPARI20_008248-T1	XANPAGTX0501_008844-T1
OG0006265	XANPARI20_008247-T1	XANPAGTX0501_008845-T1
OG0006266	XANPARI20_008246-T1	XANPAGTX0501_008846-T1
OG0006267	XANPARI20_008245-T1	XANPAGTX0501_008847-T1
OG0006268	XANPARI20_008243-T1	XANPAGTX0501_008848-T1
OG0006269	XANPARI20_008241-T1	XANPAGTX0501_008849-T1
OG0006270	XANPARI20_008239-T1	XANPAGTX0501_008851-T1
OG0006271	XANPARI20_008237-T1	XANPAGTX0501_008853-T1
OG0006272	XANPARI20_008236-T1	XANPAGTX0501_008854-T1
OG0006273	XANPARI20_008235-T1	XANPAGTX0501_008856-T1
OG0006274	XANPARI20_008232-T1	XANPAGTX0501_008860-T1
OG0006275	XANPARI20_008231-T1	XANPAGTX0501_008861-T1
OG0006276	XANPARI20_008230-T1	XANPAGTX0501_008862-T1
OG0006277	XANPARI20_008229-T1	XANPAGTX0501_008864-T1
OG0006278	XANPARI20_008228-T1	XANPAGTX0501_008865-T1
OG0006279	XANPARI20_008225-T1	XANPAGTX0501_008868-T1
OG0006280	XANPARI20_008223-T1	XANPAGTX0501_008870-T1
OG0006281	XANPARI20_008222-T1	XANPAGTX0501_008871-T1
OG0006282	XANPARI20_008221-T1	XANPAGTX0501_008872-T1
OG0006283	XANPARI20_008220-T1	XANPAGTX0501_008873-T1
OG0006284	XANPARI20_008219-T1	XANPAGTX0501_008874-T1
OG0006285	XANPARI20_008218-T1	XANPAGTX0501_008875-T1, XANPAGTX0501_009686-T1
OG0006294	XANPARI20_003654-T1	XANPAGTX0501_006290-T1
OG0006295	XANPARI20_003653-T1	XANPAGTX0501_006287-T1
OG0006296	XANPARI20_003648-T1	XANPAGTX0501_006280-T1
OG0006297	XANPARI20_003646-T1	XANPAGTX0501_006278-T1
OG0006298	XANPARI20_003645-T1	XANPAGTX0501_006277-T1
OG0006299	XANPARI20_003644-T1	XANPAGTX0501_006275-T1
OG0006300	XANPARI20_003643-T1	XANPAGTX0501_006274-T1
OG0006301	XANPARI20_003642-T1	XANPAGTX0501_006272-T1
OG0006302	XANPARI20_003638-T1	XANPAGTX0501_006268-T1
OG0006303	XANPARI20_003637-T1	XANPAGTX0501_006267-T1
OG0006304	XANPARI20_003635-T1	XANPAGTX0501_006265-T1
OG0006305	XANPARI20_003633-T1	XANPAGTX0501_006263-T1
OG0006306	XANPARI20_003631-T1	XANPAGTX0501_006261-T1
OG0006307	XANPARI20_003630-T1	XANPAGTX0501_006260-T1
OG0006308	XANPARI20_003626-T1	XANPAGTX0501_006257-T1
OG0006309	XANPARI20_003594-T1	XANPAGTX0501_006220-T1
OG0006310	XANPARI20_003595-T1	XANPAGTX0501_006221-T1
OG0006311	XANPARI20_003597-T1	XANPAGTX0501_006223-T1
OG0006312	XANPARI20_003598-T1	XANPAGTX0501_006224-T1
OG0006313	XANPARI20_003599-T1	XANPAGTX0501_006225-T1
OG0006314	XANPARI20_003600-T1	XANPAGTX0501_006226-T1
OG0006315	XANPARI20_003601-T1	XANPAGTX0501_006227-T1
OG0006316	XANPARI20_003602-T1	XANPAGTX0501_006228-T1
OG0006317	XANPARI20_003604-T1	XANPAGTX0501_006231-T1
OG0006318	XANPARI20_003605-T1	XANPAGTX0501_006232-T1
OG0006319	XANPARI20_003607-T1	XANPAGTX0501_006234-T1
OG0006320	XANPARI20_003608-T1	XANPAGTX0501_006235-T1
OG0006321	XANPARI20_003609-T1	XANPAGTX0501_006236-T1
OG0006322	XANPARI20_003610-T1	XANPAGTX0501_006237-T1
OG0006323	XANPARI20_003611-T1	XANPAGTX0501_006239-T1
OG0006324	XANPARI20_003612-T1	XANPAGTX0501_006240-T1
OG0006325	XANPARI20_003613-T1	XANPAGTX0501_006241-T1
OG0006326	XANPARI20_003614-T1	XANPAGTX0501_006242-T1
OG0006327	XANPARI20_003615-T1	XANPAGTX0501_006244-T1
OG0006328	XANPARI20_003616-T1	XANPAGTX0501_006245-T1
OG0006329	XANPARI20_003617-T1	XANPAGTX0501_006246-T1
OG0006330	XANPARI20_003618-T1	XANPAGTX0501_006248-T1
OG0006331	XANPARI20_003619-T1	XANPAGTX0501_006249-T1
OG0006332	XANPARI20_003620-T1	XANPAGTX0501_006250-T1
OG0006333	XANPARI20_003622-T1	XANPAGTX0501_006252-T1
OG0006334	XANPARI20_003623-T1	XANPAGTX0501_006253-T1
OG0006335	XANPARI20_003624-T1	XANPAGTX0501_006254-T1
OG0006336	XANPARI20_003592-T1	XANPAGTX0501_006218-T1
OG0006337	XANPARI20_003591-T1	XANPAGTX0501_006217-T1
OG0006338	XANPARI20_003590-T1	XANPAGTX0501_006215-T1
OG0006339	XANPARI20_003587-T1	XANPAGTX0501_006211-T1
OG0006340	XANPARI20_003586-T1	XANPAGTX0501_006210-T1
OG0006341	XANPARI20_003585-T1	XANPAGTX0501_006209-T1
OG0006342	XANPARI20_003583-T1	XANPAGTX0501_006206-T1
OG0006343	XANPARI20_003582-T1	XANPAGTX0501_006204-T1
OG0006344	XANPARI20_003581-T1	XANPAGTX0501_006203-T1
OG0006345	XANPARI20_003580-T1	XANPAGTX0501_006202-T1
OG0006346	XANPARI20_003579-T1	XANPAGTX0501_006201-T1
OG0006347	XANPARI20_003578-T1	XANPAGTX0501_006200-T1
OG0006348	XANPARI20_003577-T1	XANPAGTX0501_006199-T1
OG0006349	XANPARI20_003576-T1	XANPAGTX0501_006198-T1
OG0006350	XANPARI20_003575-T1	XANPAGTX0501_006197-T1
OG0006351	XANPARI20_003574-T1	XANPAGTX0501_006195-T1
OG0006352	XANPARI20_003573-T1	XANPAGTX0501_006192-T1
OG0006353	XANPARI20_003572-T1	XANPAGTX0501_006191-T1
OG0006354	XANPARI20_003570-T1	XANPAGTX0501_006189-T1
OG0006355	XANPARI20_003568-T1	XANPAGTX0501_006186-T1
OG0006356	XANPARI20_003566-T1	XANPAGTX0501_006184-T1
OG0006357	XANPARI20_003565-T1	XANPAGTX0501_006183-T1
OG0006358	XANPARI20_003561-T1	XANPAGTX0501_006178-T1
OG0006359	XANPARI20_003559-T1	XANPAGTX0501_006176-T1
OG0006360	XANPARI20_003557-T1	XANPAGTX0501_006174-T1
OG0006361	XANPARI20_003553-T1	XANPAGTX0501_006170-T1
OG0006362	XANPARI20_003552-T1	XANPAGTX0501_006169-T1
OG0006363	XANPARI20_003551-T1	XANPAGTX0501_006168-T1
OG0006364	XANPARI20_003550-T1	XANPAGTX0501_006167-T1
OG0006365	XANPARI20_003549-T1	XANPAGTX0501_006166-T1
OG0006366	XANPARI20_003548-T1	XANPAGTX0501_006165-T1
OG0006367	XANPARI20_003547-T1	XANPAGTX0501_006164-T1
OG0006368	XANPARI20_003546-T1	XANPAGTX0501_006163-T1
OG0006369	XANPARI20_003545-T1	XANPAGTX0501_006162-T1
OG0006370	XANPARI20_003544-T1	XANPAGTX0501_006161-T1
OG0006371	XANPARI20_003541-T1	XANPAGTX0501_006158-T1
OG0006372	XANPARI20_003539-T1	XANPAGTX0501_006154-T1
OG0006373	XANPARI20_003538-T1	XANPAGTX0501_006153-T1
OG0006374	XANPARI20_003537-T1	XANPAGTX0501_006152-T1
OG0006375	XANPARI20_003535-T1	XANPAGTX0501_006150-T1
OG0006376	XANPARI20_003534-T1	XANPAGTX0501_006149-T1
OG0006377	XANPARI20_003533-T1	XANPAGTX0501_006148-T1
OG0006378	XANPARI20_003532-T1	XANPAGTX0501_006147-T1
OG0006379	XANPARI20_003531-T1	XANPAGTX0501_006146-T1
OG0006380	XANPARI20_003530-T1	XANPAGTX0501_006145-T1
OG0006381	XANPARI20_003529-T1	XANPAGTX0501_006144-T1
OG0006382	XANPARI20_003528-T1	XANPAGTX0501_006143-T1
OG0006383	XANPARI20_003527-T1	XANPAGTX0501_006142-T1
OG0006384	XANPARI20_003526-T1	XANPAGTX0501_006140-T1
OG0006385	XANPARI20_003525-T1	XANPAGTX0501_006139-T1
OG0006386	XANPARI20_003524-T1	XANPAGTX0501_006138-T1
OG0006387	XANPARI20_003523-T1	XANPAGTX0501_006136-T1
OG0006388	XANPARI20_003522-T1	XANPAGTX0501_006135-T1
OG0006389	XANPARI20_003521-T1	XANPAGTX0501_006134-T1
OG0006390	XANPARI20_003520-T1	XANPAGTX0501_006133-T1
OG0006391	XANPARI20_003519-T1	XANPAGTX0501_006131-T1
OG0006392	XANPARI20_003518-T1	XANPAGTX0501_006130-T1
OG0006393	XANPARI20_003503-T1	XANPAGTX0501_006114-T1
OG0006394	XANPARI20_003501-T1	XANPAGTX0501_006112-T1
OG0006395	XANPARI20_003499-T1	XANPAGTX0501_006107-T1
OG0006396	XANPARI20_003498-T1	XANPAGTX0501_006106-T1
OG0006397	XANPARI20_003497-T1	XANPAGTX0501_006105-T1
OG0006398	XANPARI20_003496-T1	XANPAGTX0501_006104-T1
OG0006399	XANPARI20_003495-T1	XANPAGTX0501_006103-T1
OG0006400	XANPARI20_003494-T1	XANPAGTX0501_006100-T1
OG0006401	XANPARI20_003493-T1	XANPAGTX0501_006099-T1
OG0006402	XANPARI20_003491-T1	XANPAGTX0501_006098-T1
OG0006403	XANPARI20_003490-T1	XANPAGTX0501_006097-T1
OG0006404	XANPARI20_003489-T1	XANPAGTX0501_006096-T1
OG0006405	XANPARI20_003486-T1	XANPAGTX0501_006093-T1
OG0006406	XANPARI20_003485-T1	XANPAGTX0501_006092-T1
OG0006407	XANPARI20_003484-T1	XANPAGTX0501_006091-T1
OG0006408	XANPARI20_003480-T1	XANPAGTX0501_006085-T1
OG0006409	XANPARI20_003479-T1	XANPAGTX0501_006084-T1
OG0006410	XANPARI20_003478-T1	XANPAGTX0501_006082-T1
OG0006411	XANPARI20_003477-T1	XANPAGTX0501_006081-T1
OG0006412	XANPARI20_003476-T1	XANPAGTX0501_006079-T1
OG0006413	XANPARI20_003475-T1	XANPAGTX0501_006078-T1
OG0006414	XANPARI20_003474-T1	XANPAGTX0501_006077-T1
OG0006415	XANPARI20_003473-T1	XANPAGTX0501_006076-T1
OG0006416	XANPARI20_003472-T1	XANPAGTX0501_006075-T1
OG0006417	XANPARI20_003471-T1	XANPAGTX0501_006073-T1
OG0006418	XANPARI20_003470-T1	XANPAGTX0501_006072-T1
OG0006419	XANPARI20_003469-T1	XANPAGTX0501_006071-T1
OG0006420	XANPARI20_003468-T1	XANPAGTX0501_006070-T1
OG0006421	XANPARI20_003466-T1	XANPAGTX0501_006067-T1
OG0006422	XANPARI20_003465-T1	XANPAGTX0501_006065-T1
OG0006423	XANPARI20_003464-T1	XANPAGTX0501_006064-T1
OG0006424	XANPARI20_003463-T1	XANPAGTX0501_006062-T1
OG0006425	XANPARI20_003461-T1	XANPAGTX0501_006060-T1
OG0006426	XANPARI20_003460-T1	XANPAGTX0501_006059-T1
OG0006427	XANPARI20_003459-T1	XANPAGTX0501_006058-T1
OG0006428	XANPARI20_003458-T1	XANPAGTX0501_006057-T1
OG0006429	XANPARI20_003457-T1	XANPAGTX0501_006056-T1
OG0006430	XANPARI20_003454-T1	XANPAGTX0501_006052-T1
OG0006431	XANPARI20_003453-T1	XANPAGTX0501_006051-T1
OG0006432	XANPARI20_003452-T1	XANPAGTX0501_006050-T1
OG0006433	XANPARI20_003451-T1	XANPAGTX0501_006049-T1
OG0006434	XANPARI20_003450-T1	XANPAGTX0501_006048-T1
OG0006435	XANPARI20_003448-T1	XANPAGTX0501_006044-T1
OG0006436	XANPARI20_003447-T1	XANPAGTX0501_006043-T1
OG0006437	XANPARI20_003446-T1	XANPAGTX0501_006042-T1
OG0006438	XANPARI20_003445-T1	XANPAGTX0501_006041-T1
OG0006439	XANPARI20_003443-T1	XANPAGTX0501_006038-T1
OG0006440	XANPARI20_003441-T1	XANPAGTX0501_006036-T1
OG0006441	XANPARI20_003440-T1	XANPAGTX0501_006033-T1
OG0006442	XANPARI20_003439-T1	XANPAGTX0501_006032-T1
OG0006443	XANPARI20_003438-T1	XANPAGTX0501_006031-T1
OG0006444	XANPARI20_003437-T1	XANPAGTX0501_006030-T1
OG0006445	XANPARI20_003436-T1	XANPAGTX0501_006029-T1
OG0006446	XANPARI20_003435-T1	XANPAGTX0501_006028-T1
OG0006447	XANPARI20_003434-T1	XANPAGTX0501_006027-T1
OG0006448	XANPARI20_003433-T1	XANPAGTX0501_006025-T1
OG0006449	XANPARI20_003432-T1	XANPAGTX0501_006023-T1
OG0006450	XANPARI20_008747-T1	XANPAGTX0501_001723-T1
OG0006451	XANPARI20_003430-T1	XANPAGTX0501_006020-T1
OG0006452	XANPARI20_003428-T1	XANPAGTX0501_006018-T1
OG0006453	XANPARI20_003427-T1	XANPAGTX0501_006017-T1
OG0006454	XANPARI20_003426-T1	XANPAGTX0501_006016-T1
OG0006455	XANPARI20_003424-T1	XANPAGTX0501_006014-T1
OG0006456	XANPARI20_003423-T1	XANPAGTX0501_006011-T1
OG0006458	XANPARI20_003418-T1	XANPAGTX0501_006007-T1
OG0006459	XANPARI20_003416-T1	XANPAGTX0501_006004-T1
OG0006460	XANPARI20_003415-T1	XANPAGTX0501_006003-T1
OG0006461	XANPARI20_003414-T1	XANPAGTX0501_006002-T1
OG0006462	XANPARI20_003413-T1	XANPAGTX0501_006000-T1
OG0006463	XANPARI20_003412-T1	XANPAGTX0501_005999-T1
OG0006464	XANPARI20_003411-T1	XANPAGTX0501_005998-T1
OG0006465	XANPARI20_003407-T1	XANPAGTX0501_005994-T1
OG0006466	XANPARI20_003405-T1	XANPAGTX0501_005991-T1
OG0006467	XANPARI20_003404-T1	XANPAGTX0501_005990-T1
OG0006468	XANPARI20_003403-T1	XANPAGTX0501_005989-T1
OG0006469	XANPARI20_003401-T1	XANPAGTX0501_005988-T1
OG0006470	XANPARI20_003400-T1	XANPAGTX0501_005987-T1
OG0006471	XANPARI20_003399-T1	XANPAGTX0501_005986-T1
OG0006472	XANPARI20_003398-T1	XANPAGTX0501_005985-T1
OG0006473	XANPARI20_003397-T1	XANPAGTX0501_005984-T1
OG0006474	XANPARI20_003395-T1	XANPAGTX0501_005982-T1
OG0006475	XANPARI20_003393-T1	XANPAGTX0501_005980-T1
OG0006476	XANPARI20_003392-T1	XANPAGTX0501_005979-T1
OG0006477	XANPARI20_003391-T1	XANPAGTX0501_005978-T1
OG0006478	XANPARI20_003390-T1	XANPAGTX0501_005977-T1
OG0006479	XANPARI20_003388-T1	XANPAGTX0501_005974-T1
OG0006480	XANPARI20_003387-T1	XANPAGTX0501_005973-T1
OG0006481	XANPARI20_003386-T1	XANPAGTX0501_005972-T1
OG0006482	XANPARI20_003384-T1	XANPAGTX0501_005969-T1
OG0006483	XANPARI20_003381-T1	XANPAGTX0501_005966-T1
OG0006484	XANPARI20_003380-T1	XANPAGTX0501_005964-T1
OG0006485	XANPARI20_003378-T1	XANPAGTX0501_005961-T1
OG0006486	XANPARI20_003377-T1	XANPAGTX0501_005960-T1
OG0006487	XANPARI20_003376-T1	XANPAGTX0501_005959-T1
OG0006488	XANPARI20_003375-T1	XANPAGTX0501_005958-T1
OG0006489	XANPARI20_003374-T1	XANPAGTX0501_005957-T1
OG0006490	XANPARI20_003373-T1	XANPAGTX0501_005956-T1
OG0006491	XANPARI20_003372-T1	XANPAGTX0501_005955-T1
OG0006492	XANPARI20_003371-T1	XANPAGTX0501_005954-T1
OG0006493	XANPARI20_003370-T1	XANPAGTX0501_005953-T1
OG0006494	XANPARI20_003369-T1	XANPAGTX0501_005951-T1
OG0006495	XANPARI20_003368-T1	XANPAGTX0501_005949-T1
OG0006496	XANPARI20_003367-T1	XANPAGTX0501_005948-T1
OG0006497	XANPARI20_003364-T1	XANPAGTX0501_005945-T1
OG0006498	XANPARI20_003363-T1	XANPAGTX0501_005944-T1
OG0006499	XANPARI20_003362-T1	XANPAGTX0501_005943-T1
OG0006500	XANPARI20_003361-T1	XANPAGTX0501_005942-T1
OG0006501	XANPARI20_003354-T1	XANPAGTX0501_005934-T1
OG0006502	XANPARI20_003353-T1	XANPAGTX0501_005932-T1
OG0006503	XANPARI20_003351-T1	XANPAGTX0501_005929-T1
OG0006504	XANPARI20_003350-T1	XANPAGTX0501_005928-T1
OG0006505	XANPARI20_003349-T1	XANPAGTX0501_005927-T1
OG0006506	XANPARI20_003348-T1	XANPAGTX0501_005925-T1
OG0006507	XANPARI20_003347-T1	XANPAGTX0501_005924-T1
OG0006508	XANPARI20_003344-T1	XANPAGTX0501_005921-T1
OG0006509	XANPARI20_003343-T1	XANPAGTX0501_005920-T1
OG0006510	XANPARI20_003342-T1	XANPAGTX0501_005919-T1
OG0006511	XANPARI20_003341-T1	XANPAGTX0501_005918-T1
OG0006512	XANPARI20_003340-T1	XANPAGTX0501_005917-T1
