Orthogroup	Xanthoria_parietina_GTX0501	Xanthoria_parietina_SAMEA115359166
OG0005864	XANPAGTX0501_006489-T1	XANPARI20_004853-T1
OG0005865	XANPAGTX0501_006487-T1	XANPARI20_004854-T1
OG0005866	XANPAGTX0501_006483-T1	XANPARI20_004856-T1
OG0005867	XANPAGTX0501_006482-T1	XANPARI20_004857-T1
OG0005868	XANPAGTX0501_006480-T1	XANPARI20_004859-T1
OG0005869	XANPAGTX0501_006478-T1	XANPARI20_004860-T1
OG0005870	XANPAGTX0501_006477-T1	XANPARI20_004861-T1
OG0005871	XANPAGTX0501_006476-T1	XANPARI20_004862-T1
OG0005872	XANPAGTX0501_006475-T1	XANPARI20_004863-T1
OG0005873	XANPAGTX0501_006474-T1	XANPARI20_004864-T1
OG0005874	XANPAGTX0501_006473-T1	XANPARI20_004865-T1
OG0005875	XANPAGTX0501_006472-T1	XANPARI20_004866-T1
OG0005876	XANPAGTX0501_006471-T1	XANPARI20_004867-T1
OG0005877	XANPAGTX0501_006468-T1	XANPARI20_004870-T1
OG0005878	XANPAGTX0501_006464-T1	XANPARI20_004874-T1
OG0005879	XANPAGTX0501_006458-T1	XANPARI20_004883-T1
OG0005880	XANPAGTX0501_006457-T1	XANPARI20_004884-T1
OG0005881	XANPAGTX0501_006456-T1	XANPARI20_004885-T1
OG0005882	XANPAGTX0501_006455-T1	XANPARI20_004886-T1
OG0005883	XANPAGTX0501_006454-T1	XANPARI20_004888-T1
OG0005884	XANPAGTX0501_006453-T1	XANPARI20_004889-T1
OG0005885	XANPAGTX0501_006444-T1	XANPARI20_004895-T1
OG0005886	XANPAGTX0501_006446-T1	XANPARI20_004893-T1
OG0005887	XANPAGTX0501_006443-T1	XANPARI20_004896-T1
OG0005888	XANPAGTX0501_006440-T1	XANPARI20_004898-T1
OG0005889	XANPAGTX0501_006439-T1	XANPARI20_004899-T1
OG0005890	XANPAGTX0501_006438-T1	XANPARI20_004900-T1
OG0005891	XANPAGTX0501_006435-T1	XANPARI20_004901-T1
OG0005892	XANPAGTX0501_006432-T1	XANPARI20_004904-T1
OG0005893	XANPAGTX0501_006431-T1	XANPARI20_004905-T1
OG0005894	XANPAGTX0501_006428-T1	XANPARI20_004908-T1
OG0005895	XANPAGTX0501_006427-T1	XANPARI20_004909-T1
OG0005896	XANPAGTX0501_006426-T1	XANPARI20_004910-T1
OG0005897	XANPAGTX0501_006425-T1	XANPARI20_004911-T1
OG0005898	XANPAGTX0501_006419-T1	XANPARI20_004915-T1
OG0005899	XANPAGTX0501_006418-T1	XANPARI20_004916-T1
OG0005900	XANPAGTX0501_006417-T1	XANPARI20_004917-T1
OG0005901	XANPAGTX0501_006416-T1	XANPARI20_004918-T1
OG0005902	XANPAGTX0501_006415-T1	XANPARI20_004919-T1
OG0005903	XANPAGTX0501_006414-T1	XANPARI20_004920-T1
OG0005904	XANPAGTX0501_006413-T1	XANPARI20_004921-T1
OG0005905	XANPAGTX0501_006412-T1	XANPARI20_004922-T1
OG0005906	XANPAGTX0501_006410-T1	XANPARI20_004923-T1
OG0005907	XANPAGTX0501_006409-T1	XANPARI20_004924-T1
OG0005908	XANPAGTX0501_006408-T1	XANPARI20_004925-T1
OG0005909	XANPAGTX0501_006407-T1	XANPARI20_004926-T1
OG0005910	XANPAGTX0501_006404-T1	XANPARI20_004928-T1
OG0005911	XANPAGTX0501_006402-T1	XANPARI20_004929-T1
OG0005912	XANPAGTX0501_006401-T1	XANPARI20_004930-T1
OG0005913	XANPAGTX0501_006400-T1	XANPARI20_004931-T1
OG0005914	XANPAGTX0501_006399-T1	XANPARI20_004932-T1
OG0005915	XANPAGTX0501_006398-T1	XANPARI20_004933-T1
OG0005916	XANPAGTX0501_006396-T1	XANPARI20_004936-T1
OG0005917	XANPAGTX0501_006395-T1	XANPARI20_004937-T1
OG0005918	XANPAGTX0501_006394-T1	XANPARI20_004938-T1
OG0005919	XANPAGTX0501_006393-T1	XANPARI20_004939-T1
OG0005920	XANPAGTX0501_006391-T1	XANPARI20_004941-T1
OG0005921	XANPAGTX0501_006383-T1	XANPARI20_004947-T1
OG0005922	XANPAGTX0501_006382-T1	XANPARI20_004948-T1
OG0005923	XANPAGTX0501_006381-T1	XANPARI20_004949-T1
OG0005924	XANPAGTX0501_006378-T1	XANPARI20_004951-T1
OG0005925	XANPAGTX0501_006376-T1	XANPARI20_004953-T1
OG0005926	XANPAGTX0501_006374-T1	XANPARI20_004955-T1
OG0005927	XANPAGTX0501_006371-T1	XANPARI20_004956-T1
OG0005928	XANPAGTX0501_006370-T1	XANPARI20_004957-T1
OG0005929	XANPAGTX0501_006368-T1	XANPARI20_004958-T1
OG0005930	XANPAGTX0501_006366-T1	XANPARI20_004960-T1
OG0005931	XANPAGTX0501_006364-T1	XANPARI20_004962-T1
OG0005932	XANPAGTX0501_006363-T1	XANPARI20_004964-T1
OG0005933	XANPAGTX0501_006362-T1	XANPARI20_004965-T1
OG0005934	XANPAGTX0501_006361-T1	XANPARI20_004966-T1
OG0005935	XANPAGTX0501_006360-T1	XANPARI20_004967-T1
OG0005936	XANPAGTX0501_006359-T1	XANPARI20_004968-T1
OG0005937	XANPAGTX0501_006356-T1	XANPARI20_004971-T1
OG0005938	XANPAGTX0501_006355-T1	XANPARI20_004972-T1
OG0005939	XANPAGTX0501_006353-T1	XANPARI20_004974-T1
OG0005940	XANPAGTX0501_006352-T1	XANPARI20_004975-T1
OG0005941	XANPAGTX0501_006350-T1	XANPARI20_004976-T1
OG0005942	XANPAGTX0501_006349-T1	XANPARI20_004977-T1
OG0005943	XANPAGTX0501_006348-T1	XANPARI20_004978-T1
OG0005944	XANPAGTX0501_006347-T1	XANPARI20_004979-T1
OG0005945	XANPAGTX0501_006346-T1	XANPARI20_004980-T1
OG0005946	XANPAGTX0501_006344-T1	XANPARI20_004981-T1
OG0005947	XANPAGTX0501_006342-T1	XANPARI20_004982-T1
OG0005948	XANPAGTX0501_006341-T1	XANPARI20_004983-T1
OG0005949	XANPAGTX0501_006340-T1	XANPARI20_004984-T1
OG0005950	XANPAGTX0501_006339-T1	XANPARI20_004985-T1
OG0005951	XANPAGTX0501_006338-T1	XANPARI20_004986-T1
OG0005952	XANPAGTX0501_006337-T1	XANPARI20_004987-T1
OG0005953	XANPAGTX0501_006336-T1	XANPARI20_004988-T1
OG0005954	XANPAGTX0501_006335-T1	XANPARI20_004989-T1
OG0005955	XANPAGTX0501_006334-T1	XANPARI20_004990-T1
OG0005956	XANPAGTX0501_006332-T1	XANPARI20_004991-T1
OG0005957	XANPAGTX0501_006331-T1	XANPARI20_004992-T1
OG0005958	XANPAGTX0501_006330-T1	XANPARI20_004993-T1
OG0005959	XANPAGTX0501_006329-T1	XANPARI20_004994-T1
OG0005960	XANPAGTX0501_006328-T1	XANPARI20_004995-T1
OG0005961	XANPAGTX0501_006327-T1	XANPARI20_004996-T1
OG0005962	XANPAGTX0501_006326-T1	XANPARI20_004997-T1
OG0005963	XANPAGTX0501_006324-T1	XANPARI20_004998-T1
OG0005964	XANPAGTX0501_006323-T1	XANPARI20_004999-T1
OG0005965	XANPAGTX0501_006322-T1	XANPARI20_005000-T1
OG0005966	XANPAGTX0501_006321-T1	XANPARI20_005001-T1
OG0005967	XANPAGTX0501_006317-T1	XANPARI20_005004-T1
OG0005968	XANPAGTX0501_006314-T1	XANPARI20_005006-T1
OG0005969	XANPAGTX0501_006309-T1	XANPARI20_005011-T1
OG0005970	XANPAGTX0501_006308-T1	XANPARI20_005012-T1
OG0005971	XANPAGTX0501_006306-T1	XANPARI20_005014-T1
OG0005972	XANPAGTX0501_006305-T1	XANPARI20_005015-T1
OG0005973	XANPAGTX0501_006304-T1	XANPARI20_005016-T1
OG0005974	XANPAGTX0501_006302-T1	XANPARI20_005018-T1
OG0005975	XANPAGTX0501_006301-T1	XANPARI20_005019-T1
OG0005976	XANPAGTX0501_006300-T1	XANPARI20_005020-T1
OG0005977	XANPAGTX0501_006298-T1	XANPARI20_005021-T1
OG0005978	XANPAGTX0501_006297-T1	XANPARI20_005022-T1
OG0005979	XANPAGTX0501_006296-T1	XANPARI20_005023-T1
OG0005980	XANPAGTX0501_006295-T1	XANPARI20_005024-T1
OG0005981	XANPAGTX0501_007979-T1	XANPARI20_005765-T1
OG0005982	XANPAGTX0501_007978-T1	XANPARI20_005764-T1
OG0005983	XANPAGTX0501_007977-T1	XANPARI20_005763-T1
OG0005984	XANPAGTX0501_007976-T1	XANPARI20_005762-T1
OG0005985	XANPAGTX0501_007974-T1	XANPARI20_005760-T1
OG0005986	XANPAGTX0501_007973-T1	XANPARI20_005759-T1
OG0005987	XANPAGTX0501_007972-T1	XANPARI20_005758-T1
OG0005988	XANPAGTX0501_007968-T1	XANPARI20_005756-T1
OG0005989	XANPAGTX0501_007967-T1	XANPARI20_005755-T1
OG0005990	XANPAGTX0501_007966-T1	XANPARI20_005754-T1
OG0005991	XANPAGTX0501_007964-T1	XANPARI20_005752-T1
OG0005992	XANPAGTX0501_007962-T1	XANPARI20_005750-T1
OG0005993	XANPAGTX0501_007961-T1	XANPARI20_005749-T1
OG0005994	XANPAGTX0501_007960-T1	XANPARI20_005748-T1
OG0005995	XANPAGTX0501_007959-T1	XANPARI20_005747-T1
OG0005996	XANPAGTX0501_007958-T1	XANPARI20_005746-T1
OG0005997	XANPAGTX0501_007957-T1	XANPARI20_005745-T1
OG0005998	XANPAGTX0501_007955-T1	XANPARI20_005743-T1
OG0005999	XANPAGTX0501_007954-T1	XANPARI20_005742-T1
OG0006000	XANPAGTX0501_007953-T1	XANPARI20_005741-T1
OG0006001	XANPAGTX0501_007951-T1	XANPARI20_005739-T1
OG0006002	XANPAGTX0501_007948-T1	XANPARI20_005736-T1
OG0006003	XANPAGTX0501_007947-T1	XANPARI20_005735-T1
OG0006004	XANPAGTX0501_007946-T1	XANPARI20_005734-T1
OG0006005	XANPAGTX0501_007945-T1	XANPARI20_005733-T1
OG0006006	XANPAGTX0501_007944-T1	XANPARI20_005732-T1
OG0006007	XANPAGTX0501_007943-T1	XANPARI20_005731-T1
OG0006008	XANPAGTX0501_007942-T1	XANPARI20_005730-T1
OG0006009	XANPAGTX0501_007941-T1	XANPARI20_005729-T1
OG0006010	XANPAGTX0501_007940-T1	XANPARI20_005728-T1
OG0006011	XANPAGTX0501_007939-T1	XANPARI20_005727-T1
OG0006012	XANPAGTX0501_007938-T1	XANPARI20_005726-T1
OG0006013	XANPAGTX0501_007937-T1	XANPARI20_005725-T1
OG0006014	XANPAGTX0501_007935-T1	XANPARI20_005724-T1
OG0006015	XANPAGTX0501_007934-T1	XANPARI20_005723-T1
OG0006016	XANPAGTX0501_007933-T1	XANPARI20_005722-T1
OG0006017	XANPAGTX0501_007931-T1	XANPARI20_005721-T1
OG0006018	XANPAGTX0501_007930-T1	XANPARI20_005720-T1
OG0006019	XANPAGTX0501_007928-T1	XANPARI20_005719-T1
OG0006020	XANPAGTX0501_007927-T1	XANPARI20_005718-T1
OG0006021	XANPAGTX0501_007923-T1	XANPARI20_005716-T1
OG0006022	XANPAGTX0501_007921-T1	XANPARI20_005714-T1
OG0006023	XANPAGTX0501_007919-T1	XANPARI20_005712-T1
OG0006024	XANPAGTX0501_007917-T1	XANPARI20_005710-T1
OG0006025	XANPAGTX0501_007915-T1	XANPARI20_005709-T1
OG0006026	XANPAGTX0501_007914-T1	XANPARI20_005708-T1
OG0006027	XANPAGTX0501_007911-T1	XANPARI20_005706-T1
OG0006028	XANPAGTX0501_007910-T1	XANPARI20_008553-T1
OG0006029	XANPAGTX0501_007909-T1	XANPARI20_008552-T1
OG0006030	XANPAGTX0501_007905-T1	XANPARI20_008550-T1
OG0006031	XANPAGTX0501_007903-T1	XANPARI20_008549-T1
OG0006032	XANPAGTX0501_007902-T1	XANPARI20_008548-T1
OG0006033	XANPAGTX0501_007899-T1	XANPARI20_008546-T1
OG0006034	XANPAGTX0501_007896-T1	XANPARI20_008543-T1
OG0006035	XANPAGTX0501_007893-T1	XANPARI20_008540-T1
OG0006036	XANPAGTX0501_007892-T1	XANPARI20_008539-T1
OG0006037	XANPAGTX0501_007888-T1	XANPARI20_008537-T1
OG0006038	XANPAGTX0501_007887-T1	XANPARI20_008536-T1
OG0006039	XANPAGTX0501_007886-T1	XANPARI20_008535-T1
OG0006040	XANPAGTX0501_007885-T1	XANPARI20_008534-T1
OG0006041	XANPAGTX0501_007883-T1	XANPARI20_008532-T1
OG0006042	XANPAGTX0501_007882-T1	XANPARI20_008531-T1
OG0006043	XANPAGTX0501_007880-T1	XANPARI20_008529-T1
OG0006044	XANPAGTX0501_007879-T1	XANPARI20_008528-T1
OG0006045	XANPAGTX0501_007877-T1	XANPARI20_008527-T1
OG0006046	XANPAGTX0501_007875-T1	XANPARI20_008526-T1
OG0006047	XANPAGTX0501_007873-T1	XANPARI20_008525-T1
OG0006048	XANPAGTX0501_007872-T1	XANPARI20_008524-T1
OG0006049	XANPAGTX0501_007871-T1	XANPARI20_008523-T1
OG0006050	XANPAGTX0501_007870-T1	XANPARI20_008522-T1
OG0006051	XANPAGTX0501_007869-T1	XANPARI20_008521-T1
OG0006052	XANPAGTX0501_007867-T1	XANPARI20_008520-T1
OG0006053	XANPAGTX0501_007866-T1	XANPARI20_008519-T1
OG0006054	XANPAGTX0501_007864-T1	XANPARI20_008517-T1
OG0006055	XANPAGTX0501_007863-T1	XANPARI20_008516-T1
OG0006056	XANPAGTX0501_007859-T1	XANPARI20_008514-T1
OG0006057	XANPAGTX0501_007857-T1	XANPARI20_008512-T1
OG0006058	XANPAGTX0501_007856-T1	XANPARI20_008511-T1
OG0006059	XANPAGTX0501_007854-T1	XANPARI20_008510-T1
OG0006060	XANPAGTX0501_007853-T1	XANPARI20_008509-T1
OG0006061	XANPAGTX0501_007851-T1	XANPARI20_008507-T1
OG0006062	XANPAGTX0501_007850-T1	XANPARI20_008506-T1
OG0006063	XANPAGTX0501_007848-T1	XANPARI20_008504-T1
OG0006064	XANPAGTX0501_007847-T1	XANPARI20_008503-T1
OG0006065	XANPAGTX0501_007845-T1	XANPARI20_008502-T1
OG0006066	XANPAGTX0501_007840-T1	XANPARI20_008499-T1
OG0006067	XANPAGTX0501_007838-T1	XANPARI20_008498-T1
OG0006068	XANPAGTX0501_007837-T1	XANPARI20_008497-T1
OG0006069	XANPAGTX0501_007836-T1	XANPARI20_008496-T1
OG0006070	XANPAGTX0501_007835-T1	XANPARI20_008495-T1
OG0006071	XANPAGTX0501_007834-T1	XANPARI20_008494-T1
OG0006072	XANPAGTX0501_007831-T1	XANPARI20_008491-T1
OG0006073	XANPAGTX0501_007830-T1	XANPARI20_008490-T1
OG0006074	XANPAGTX0501_007829-T1	XANPARI20_008489-T1
OG0006075	XANPAGTX0501_007828-T1	XANPARI20_008487-T1
OG0006076	XANPAGTX0501_007826-T1	XANPARI20_008486-T1
OG0006077	XANPAGTX0501_007825-T1	XANPARI20_008485-T1
OG0006078	XANPAGTX0501_007824-T1	XANPARI20_008484-T1
OG0006079	XANPAGTX0501_007822-T1	XANPARI20_008482-T1
OG0006080	XANPAGTX0501_007821-T1	XANPARI20_008481-T1
OG0006081	XANPAGTX0501_007820-T1	XANPARI20_008480-T1
OG0006082	XANPAGTX0501_007818-T1	XANPARI20_008478-T1
OG0006083	XANPAGTX0501_007817-T1	XANPARI20_008477-T1
OG0006084	XANPAGTX0501_007816-T1	XANPARI20_008476-T1
OG0006085	XANPAGTX0501_007815-T1	XANPARI20_008475-T1
OG0006086	XANPAGTX0501_007814-T1	XANPARI20_008474-T1
OG0006087	XANPAGTX0501_007812-T1	XANPARI20_008473-T1
OG0006088	XANPAGTX0501_007811-T1	XANPARI20_008472-T1
OG0006089	XANPAGTX0501_007810-T1	XANPARI20_008471-T1
OG0006090	XANPAGTX0501_007809-T1	XANPARI20_008470-T1
OG0006091	XANPAGTX0501_007808-T1	XANPARI20_008469-T1
OG0006092	XANPAGTX0501_007806-T1	XANPARI20_008467-T1
OG0006093	XANPAGTX0501_007805-T1	XANPARI20_008466-T1
OG0006094	XANPAGTX0501_007804-T1	XANPARI20_008465-T1
OG0006095	XANPAGTX0501_007802-T1	XANPARI20_008463-T1
OG0006096	XANPAGTX0501_007801-T1	XANPARI20_008462-T1
OG0006097	XANPAGTX0501_007800-T1	XANPARI20_008461-T1
OG0006098	XANPAGTX0501_007799-T1	XANPARI20_008460-T1
OG0006099	XANPAGTX0501_007798-T1	XANPARI20_008459-T1
OG0006100	XANPAGTX0501_007797-T1	XANPARI20_008457-T1
OG0006101	XANPAGTX0501_007796-T1	XANPARI20_008456-T1
OG0006102	XANPAGTX0501_007794-T1	XANPARI20_008454-T1
OG0006103	XANPAGTX0501_007793-T1	XANPARI20_008453-T1
OG0006104	XANPAGTX0501_007792-T1	XANPARI20_008452-T1
OG0006105	XANPAGTX0501_007790-T1	XANPARI20_008450-T1
OG0006106	XANPAGTX0501_007789-T1	XANPARI20_008449-T1
OG0006107	XANPAGTX0501_007787-T1	XANPARI20_008447-T1
OG0006108	XANPAGTX0501_007786-T1	XANPARI20_008446-T1
OG0006109	XANPAGTX0501_007785-T1	XANPARI20_008445-T1
OG0006110	XANPAGTX0501_007784-T1	XANPARI20_008444-T1
OG0006111	XANPAGTX0501_007783-T1	XANPARI20_008443-T1
OG0006112	XANPAGTX0501_007781-T1	XANPARI20_008442-T1
OG0006113	XANPAGTX0501_007780-T1	XANPARI20_008441-T1
OG0006114	XANPAGTX0501_007779-T1	XANPARI20_008440-T1
OG0006115	XANPAGTX0501_007778-T1	XANPARI20_008439-T1
OG0006116	XANPAGTX0501_007776-T1	XANPARI20_008436-T1
OG0006117	XANPAGTX0501_007775-T1	XANPARI20_008435-T1
OG0006118	XANPAGTX0501_007774-T1	XANPARI20_008434-T1
OG0006119	XANPAGTX0501_007773-T1	XANPARI20_008433-T1
OG0006120	XANPAGTX0501_007770-T1	XANPARI20_008431-T1
OG0006121	XANPAGTX0501_007769-T1	XANPARI20_008430-T1
OG0006122	XANPAGTX0501_007768-T1	XANPARI20_008429-T1
OG0006123	XANPAGTX0501_007766-T1	XANPARI20_008428-T1
OG0006124	XANPAGTX0501_007765-T1	XANPARI20_008427-T1
OG0006125	XANPAGTX0501_007764-T1	XANPARI20_008426-T1
OG0006126	XANPAGTX0501_007762-T1	XANPARI20_008425-T1
OG0006127	XANPAGTX0501_007760-T1	XANPARI20_008423-T1
OG0006128	XANPAGTX0501_007758-T1	XANPARI20_008421-T1
OG0006129	XANPAGTX0501_007757-T1	XANPARI20_008420-T1
OG0006130	XANPAGTX0501_007755-T1	XANPARI20_008419-T1
OG0006131	XANPAGTX0501_007754-T1	XANPARI20_008418-T1
OG0006132	XANPAGTX0501_007750-T1	XANPARI20_008417-T1
OG0006133	XANPAGTX0501_007749-T1	XANPARI20_008416-T1
OG0006134	XANPAGTX0501_007748-T1	XANPARI20_008415-T1
OG0006135	XANPAGTX0501_007747-T1	XANPARI20_008414-T1
OG0006136	XANPAGTX0501_007746-T1	XANPARI20_008413-T1
OG0006137	XANPAGTX0501_007744-T1	XANPARI20_008412-T1
OG0006138	XANPAGTX0501_007742-T1	XANPARI20_008410-T1
OG0006139	XANPAGTX0501_007741-T1	XANPARI20_008409-T1
OG0006140	XANPAGTX0501_007739-T1	XANPARI20_008408-T1
OG0006141	XANPAGTX0501_007738-T1	XANPARI20_008407-T1
OG0006142	XANPAGTX0501_007737-T1	XANPARI20_008406-T1
OG0006143	XANPAGTX0501_007736-T1	XANPARI20_008405-T1
OG0006144	XANPAGTX0501_007734-T1	XANPARI20_008404-T1
OG0006145	XANPAGTX0501_007733-T1	XANPARI20_008403-T1
OG0006146	XANPAGTX0501_007731-T1	XANPARI20_008401-T1
OG0006147	XANPAGTX0501_007730-T1	XANPARI20_008400-T1
OG0006148	XANPAGTX0501_007729-T1	XANPARI20_008399-T1
OG0006149	XANPAGTX0501_007728-T1	XANPARI20_008398-T1
OG0006150	XANPAGTX0501_007727-T1	XANPARI20_008397-T1
OG0006151	XANPAGTX0501_007726-T1	XANPARI20_008396-T1
OG0006152	XANPAGTX0501_007725-T1	XANPARI20_008395-T1
OG0006153	XANPAGTX0501_007724-T1	XANPARI20_008394-T1
OG0006154	XANPAGTX0501_007723-T1	XANPARI20_008393-T1
OG0006155	XANPAGTX0501_007721-T1	XANPARI20_008391-T1
OG0006156	XANPAGTX0501_007720-T1	XANPARI20_008390-T1
OG0006157	XANPAGTX0501_007719-T1	XANPARI20_008389-T1
OG0006158	XANPAGTX0501_007716-T1	XANPARI20_008386-T1
OG0006159	XANPAGTX0501_007714-T1	XANPARI20_008384-T1
OG0006160	XANPAGTX0501_007712-T1	XANPARI20_008383-T1
OG0006161	XANPAGTX0501_007711-T1	XANPARI20_008382-T1
OG0006162	XANPAGTX0501_007710-T1	XANPARI20_008381-T1
OG0006163	XANPAGTX0501_007709-T1	XANPARI20_008380-T1
OG0006164	XANPAGTX0501_007708-T1	XANPARI20_008379-T1
OG0006165	XANPAGTX0501_007705-T1	XANPARI20_008376-T1
OG0006166	XANPAGTX0501_007704-T1	XANPARI20_008375-T1
OG0006167	XANPAGTX0501_007703-T1	XANPARI20_008374-T1
OG0006168	XANPAGTX0501_007701-T1	XANPARI20_008372-T1
OG0006169	XANPAGTX0501_007700-T1	XANPARI20_008371-T1
OG0006170	XANPAGTX0501_007699-T1	XANPARI20_008370-T1
OG0006171	XANPAGTX0501_007698-T1	XANPARI20_008369-T1
OG0006172	XANPAGTX0501_007697-T1	XANPARI20_008368-T1
OG0006173	XANPAGTX0501_007696-T1	XANPARI20_008367-T1
OG0006174	XANPAGTX0501_007695-T1	XANPARI20_008366-T1
OG0006175	XANPAGTX0501_007694-T1	XANPARI20_008365-T1
OG0006176	XANPAGTX0501_007691-T1	XANPARI20_008363-T1
OG0006177	XANPAGTX0501_008715-T1	XANPARI20_008358-T1
OG0006178	XANPAGTX0501_007687-T1	XANPARI20_008361-T1
OG0006179	XANPAGTX0501_007688-T1	XANPARI20_008362-T1
OG0006180	XANPAGTX0501_008716-T1	XANPARI20_008357-T1
OG0006181	XANPAGTX0501_008717-T1	XANPARI20_008356-T1
OG0006182	XANPAGTX0501_008718-T1	XANPARI20_008355-T1
OG0006183	XANPAGTX0501_008719-T1	XANPARI20_008354-T1
OG0006184	XANPAGTX0501_008722-T1	XANPARI20_008350-T1
OG0006185	XANPAGTX0501_008723-T1	XANPARI20_008349-T1
OG0006186	XANPAGTX0501_008725-T1	XANPARI20_008347-T1
OG0006187	XANPAGTX0501_008726-T1	XANPARI20_008346-T1
OG0006188	XANPAGTX0501_008727-T1	XANPARI20_008345-T1
OG0006189	XANPAGTX0501_008728-T1	XANPARI20_008344-T1
OG0006190	XANPAGTX0501_008731-T1	XANPARI20_008343-T1
OG0006191	XANPAGTX0501_008732-T1	XANPARI20_008342-T1
OG0006192	XANPAGTX0501_008733-T1	XANPARI20_008341-T1
OG0006193	XANPAGTX0501_008735-T1	XANPARI20_008340-T1
OG0006194	XANPAGTX0501_008737-T1	XANPARI20_008339-T1
OG0006195	XANPAGTX0501_008739-T1	XANPARI20_008337-T1
OG0006196	XANPAGTX0501_008740-T1	XANPARI20_008336-T1
OG0006197	XANPAGTX0501_008741-T1	XANPARI20_008335-T1
OG0006198	XANPAGTX0501_008742-T1	XANPARI20_008334-T1
OG0006199	XANPAGTX0501_008743-T1	XANPARI20_008333-T1
OG0006200	XANPAGTX0501_008744-T1	XANPARI20_008332-T1
OG0006201	XANPAGTX0501_008746-T1	XANPARI20_008330-T1
OG0006202	XANPAGTX0501_008748-T1	XANPARI20_008329-T1
OG0006203	XANPAGTX0501_008751-T1	XANPARI20_008327-T1
OG0006204	XANPAGTX0501_008752-T1	XANPARI20_008326-T1
OG0006205	XANPAGTX0501_008753-T1	XANPARI20_008325-T1
OG0006206	XANPAGTX0501_008757-T1	XANPARI20_008323-T1
OG0006207	XANPAGTX0501_008758-T1	XANPARI20_008322-T1
OG0006208	XANPAGTX0501_008760-T1	XANPARI20_008321-T1
OG0006209	XANPAGTX0501_008761-T1	XANPARI20_008320-T1
OG0006210	XANPAGTX0501_008762-T1	XANPARI20_008319-T1
OG0006211	XANPAGTX0501_008763-T1	XANPARI20_008317-T1
OG0006212	XANPAGTX0501_008764-T1	XANPARI20_008316-T1
OG0006213	XANPAGTX0501_008765-T1	XANPARI20_008315-T1
OG0006214	XANPAGTX0501_008768-T1	XANPARI20_008312-T1
OG0006215	XANPAGTX0501_008769-T1	XANPARI20_008311-T1
OG0006216	XANPAGTX0501_008771-T1	XANPARI20_008310-T1
OG0006217	XANPAGTX0501_008774-T1	XANPARI20_008308-T1
OG0006218	XANPAGTX0501_008775-T1	XANPARI20_008307-T1
OG0006219	XANPAGTX0501_008776-T1	XANPARI20_008306-T1
OG0006220	XANPAGTX0501_008777-T1	XANPARI20_008305-T1
OG0006221	XANPAGTX0501_008778-T1	XANPARI20_008304-T1
OG0006222	XANPAGTX0501_008779-T1	XANPARI20_008303-T1
OG0006223	XANPAGTX0501_008780-T1	XANPARI20_008302-T1
OG0006224	XANPAGTX0501_008781-T1	XANPARI20_008301-T1
OG0006225	XANPAGTX0501_008783-T1	XANPARI20_008299-T1
OG0006226	XANPAGTX0501_008788-T1	XANPARI20_008296-T1
OG0006227	XANPAGTX0501_008791-T1	XANPARI20_008294-T1
OG0006228	XANPAGTX0501_008792-T1	XANPARI20_008293-T1
OG0006229	XANPAGTX0501_008793-T1	XANPARI20_008292-T1
OG0006230	XANPAGTX0501_008794-T1	XANPARI20_008291-T1
OG0006231	XANPAGTX0501_008795-T1	XANPARI20_008290-T1
OG0006232	XANPAGTX0501_008796-T1	XANPARI20_008289-T1
OG0006233	XANPAGTX0501_008797-T1	XANPARI20_008288-T1
OG0006234	XANPAGTX0501_008798-T1	XANPARI20_008287-T1
OG0006235	XANPAGTX0501_008799-T1	XANPARI20_008286-T1
OG0006236	XANPAGTX0501_008801-T1	XANPARI20_008284-T1
OG0006237	XANPAGTX0501_008802-T1	XANPARI20_008283-T1
OG0006238	XANPAGTX0501_008803-T1	XANPARI20_008282-T1
OG0006239	XANPAGTX0501_008806-T1	XANPARI20_008281-T1
OG0006240	XANPAGTX0501_008809-T1	XANPARI20_008279-T1
OG0006241	XANPAGTX0501_008810-T1	XANPARI20_008278-T1
OG0006242	XANPAGTX0501_008811-T1	XANPARI20_008277-T1
OG0006243	XANPAGTX0501_008812-T1	XANPARI20_008276-T1
OG0006244	XANPAGTX0501_008814-T1	XANPARI20_008275-T1
OG0006245	XANPAGTX0501_008815-T1	XANPARI20_008274-T1
OG0006246	XANPAGTX0501_008816-T1	XANPARI20_008273-T1
OG0006247	XANPAGTX0501_008817-T1	XANPARI20_008272-T1
OG0006248	XANPAGTX0501_008818-T1	XANPARI20_008271-T1
OG0006249	XANPAGTX0501_008819-T1	XANPARI20_008270-T1
OG0006250	XANPAGTX0501_008820-T1	XANPARI20_008269-T1
OG0006251	XANPAGTX0501_008821-T1	XANPARI20_008268-T1
OG0006252	XANPAGTX0501_008823-T1	XANPARI20_008266-T1
OG0006253	XANPAGTX0501_008824-T1	XANPARI20_008264-T1
OG0006254	XANPAGTX0501_008825-T1	XANPARI20_008263-T1
OG0006255	XANPAGTX0501_008827-T1	XANPARI20_008261-T1
OG0006256	XANPAGTX0501_008828-T1	XANPARI20_008260-T1
OG0006257	XANPAGTX0501_008830-T1	XANPARI20_008259-T1
OG0006258	XANPAGTX0501_008831-T1	XANPARI20_008258-T1
OG0006259	XANPAGTX0501_008834-T1	XANPARI20_008256-T1
OG0006260	XANPAGTX0501_008836-T1	XANPARI20_008255-T1
OG0006261	XANPAGTX0501_008839-T1	XANPARI20_008252-T1
