Captain_Sequence	First_Cluster_Rep	Second_Cluster_Rep
oidmai1_62374	oidmai1_62374	oidmai1_62374
oidmai1_91860_36361	oidmai1_93661	oidmai1_93661
oidmai1_93661	oidmai1_93661	oidmai1_93661
oidmai1_tyr8496	oidmai1_tyr8496	oidmai1_tyr8496
oidmai1_tyr8503	oidmai1_tyr8503	oidmai1_tyr8503
ophdis1_308295	ophdis1_308295	ophdis1_308295
ophdis1_337582	ophdis1_337582	lenflu1_KAF2676861.1
ophdis1_389055	ophdis1_389055	decgau1_636434
ophdis1_396880_425473	ophdis1_396880_425473	altatr1_tyr120
ophdis1_399460	ophdis1_399460	ophdis1_399460
ophdis1_446552_294249	ophdis1_446552_294249	ophdis1_446552_294249
ophdis1_450230	ophdis1_450230	ophdis1_450230
ophdis1_tyr8516	ophdis1_tyr8516	ophdis1_tyr8516
ophpic1_tyr8517	ophpic1_tyr8517	ophpic1_tyr8517
ophsin1_8597_8599_8598	hirrho1_KAH0959036.1	clorhi1_VUC06060.1
ophsin2_EQL04250.1	hirrho1_KAH0959036.1	clorhi1_VUC06060.1
orboli10_KAF3190727.1	orboli10_KAF3190727.1	orboli10_KAF3190727.1
orboli10_KAF3191570.1	orboli10_KAF3191570.1	orboli10_KAF3191570.1
orboli11_KAF3077820.1	orboli11_KAF3077820.1	orboli11_KAF3077820.1
orboli11_KAF3111326.1	orboli16_KAF3107618.1	orboli16_KAF3107618.1
orboli11_KAF3113550.1	orboli10_KAF3190727.1	orboli10_KAF3190727.1
orboli12_KAF3263488.1	orboli19_KAF3231896.1	orboli19_KAF3231896.1
orboli14_KAF3138970.1	orboli7_KAF3157311.1	orboli7_KAF3157311.1
orboli15_KAF3089738.1	orboli15_KAF3089738.1	orboli15_KAF3089738.1
orboli15_KAF3090659.1	orboli11_KAF3077820.1	orboli11_KAF3077820.1
orboli15_KAF3116801.1	orboli10_KAF3190727.1	orboli10_KAF3190727.1
orboli16_KAF3107618.1	orboli16_KAF3107618.1	orboli16_KAF3107618.1
orboli16_KAF3115306.1	orboli10_KAF3190727.1	orboli10_KAF3190727.1
orboli16_tyr8532	orboli11_KAF3077820.1	orboli11_KAF3077820.1
orboli17_KAF3147228.1	orboli10_KAF3190727.1	orboli10_KAF3190727.1
orboli19_KAF3231896.1	orboli19_KAF3231896.1	orboli19_KAF3231896.1
orboli1_EGX47257.1	orboli1_EGX47257.1	daccio1_otherdc0103420
orboli1_EGX47286.1	artoli1_7049	artoli1_7049
orboli20_KAF3210426.1	orboli11_KAF3077820.1	orboli11_KAF3077820.1
orboli20_KAF3221117.1	orboli20_KAF3221117.1	orboli20_KAF3221117.1
orboli2_TGJ70084.1	orboli2_TGJ70084.1	orboli2_TGJ70084.1
orboli2_tyr8545	orboli2_tyr8545	orboli2_tyr8545
orboli3_KAF3270547.1	artoli1_7049	artoli1_7049
orboli7_KAF3157311.1	orboli7_KAF3157311.1	orboli7_KAF3157311.1
oudmuc1_12352_1265304	oudmuc1_12352_1265304	tepsp.1_KAG6829646.1_KAG6829647.1
oudmuc1_1472828_1256322	oudmuc1_1472828_1256322	oudmuc1_1472828_1256322
paeniv1_53353	paeniv1_53353	paeniv1_62125
paeniv1_55786	paeniv1_55786	aspthe1_tyr2959
paeniv1_60142	paeniv1_60142	paeniv1_60142
paeniv1_60818	paeniv1_60818	paeniv1_60818
paeniv1_62125	paeniv1_62125	paeniv1_62125
paeniv1_65405	paeniv1_65405	aspasp7_tyr611
paeniv1_67061	paeniv1_67061	asplen8_tyr1774
paeniv1_69520	paeniv1_69520	paeniv1_69520
paeniv1_70981	paeniv1_70981	pennor1_8084
paeniv1_81897	paeniv1_81897	aspasp7_tyr611
paeniv1_tyr8561	paeniv1_tyr8561	paeniv1_tyr8561
paeniv1_tyr8562	paeniv1_tyr8562	paeniv1_tyr8566
paeniv1_tyr8566	paeniv1_tyr8566	paeniv1_tyr8566
paeniv1_tyr8569	paeniv1_tyr8569	paeniv1_tyr8569
paeniv1_tyr8573	paeniv1_tyr8573	paeniv1_tyr8573
paeniv1_tyr8574	paeniv1_tyr8574	penbra1_3631
paevar1_195182	aspasp7_tyr611	aspasp7_tyr611
paevar1_274145	paevar1_274145	aspfla13_tyr1195
paevar1_289487	paevar1_289487	paevar1_289487
paevar2_465981	paevar2_465981	aspfum5_EAL87801.2
parbra1_1580	parbra1_1580	blaper1_7237
parbra1_2503	parbra2_EEH43453.2	parbra2_EEH43453.2
parbra1_2719	parbra1_2719	parbra1_2719
parbra1_2764	parbra2_EEH48327.2	parbra2_EEH48327.2
parbra1_3446	parbra1_3446	parbra1_3446
parbra1_4405	parbra1_4405	parbra1_4405
parbra1_4898_4899	parbra1_4898_4899	parbra1_4898_4899
parbra1_4944	parbra2_KGM92451.1_KGM92452.1	parbra2_KGM92451.1_KGM92452.1
parbra1_581_582	parbra1_581_582	parbra1_581_582
parbra1_5829	parbra2_KGM92590.1_KGM92591.1	parlut1_1751
parbra1_6028	hiscap1_tyr7369	cocimm2_KMU79836.1_KMU79837.1
parbra1_6462	parbra1_6462	psevol1_tyr9670
parbra1_6508	parbra1_6508	parbra1_6508
parbra1_tyr8582	parbra1_tyr8582	parbra1_tyr8582
parbra1_tyr8587	parbra1_tyr8587	parbra1_tyr8591
parbra1_tyr8591	parbra1_tyr8591	parbra1_tyr8591
parbra1_tyr8597	parbra1_tyr8597	parbra1_tyr8597
parbra2_EEH42581.2	parbra2_EEH42581.2	blaper1_1788
parbra2_EEH43453.2	parbra2_EEH43453.2	parbra2_EEH43453.2
parbra2_EEH45265.2	parbra2_EEH45265.2	parbra1_4898_4899
parbra2_EEH46914.2	parbra2_EEH46914.2	parbra1_581_582
parbra2_EEH47566.2	parbra2_EEH47566.2	parbra2_EEH47566.2
parbra2_EEH47680.2	parbra2_EEH47680.2	parbra2_EEH47680.2
parbra2_EEH48168.2	parbra2_EEH48168.2	pesfic1_tyr9064
parbra2_EEH48327.2	parbra2_EEH48327.2	parbra2_EEH48327.2
parbra2_KGM91453.1_KGM91454.1_KGM91455.1	parbra2_KGM91453.1_KGM91454.1_KGM91455.1	parbra2_KGM91453.1_KGM91454.1_KGM91455.1
parbra2_KGM92040.1_EEH48737.2	parbra2_KGM92040.1_EEH48737.2	hiscap5_tyr7467
parbra2_KGM92451.1_KGM92452.1	parbra2_KGM92451.1_KGM92452.1	parbra2_KGM92451.1_KGM92452.1
parbra2_KGM92590.1_KGM92591.1	parbra2_KGM92590.1_KGM92591.1	parlut1_1751
parbra2_tyr8603	parbra1_tyr8591	parbra1_tyr8591
parbra2_tyr8608	parbra1_tyr8587	parbra1_tyr8591
parlut1_1541	parlut1_1541	parlut1_1541
parlut1_1751	parlut1_1751	parlut1_1751
parlut1_3075_3076	parlut1_3075_3076	parlut1_3075_3076
parlut1_3300	parlut1_3300	parlut1_3300
parlut1_4780_4781	parlut1_4780_4781	parlut1_4780_4781
parlut1_4917	parlut1_4917	parlut1_4917
parlut1_5348	parlut1_5348	parlut1_5348
parlut1_5370	parlut1_5370	parlut1_5370
parlut1_5417	parlut1_5417	parlut1_5417
parlut1_6765_6766	parlut1_6765_6766	parlut1_6765_6766
parlut1_6950_6951	parlut1_6950_6951	parlut1_6950_6951
parlut1_7852	parlut1_7852	parlut1_7852
parlut1_8374_8375	parlut1_8374_8375	blaper1_6359
parlut1_8492	parlut1_8492	hiscap1_tyr7335
parlut1_tyr8636	parlut1_tyr8636	parlut1_tyr8636
parmin1_KAF9728395.1	parmin1_KAF9728395.1	parmin1_KAF9728395.1
parmin1_KAF9729895.1	parmin1_KAF9729895.1	didker1_KAF3049100.1
parmin1_KAF9730019.1	parmin1_KAF9728395.1	parmin1_KAF9728395.1
parmin1_KAF9730230.1	parmin1_KAF9730230.1	lopmac1_KAF2650664.1
parmin1_KAF9730231.1	parmin1_KAF9730231.1	zoprhi1_KAF2179529.1
parmin1_KAF9730232.1	parmin1_KAF9730232.1	parmin1_KAF9730232.1
parmin1_KAF9733691.1	parmin1_KAF9733691.1	parmin1_KAF9733691.1
parmin1_KAF9733755.1	parmin1_KAF9733755.1	lopmac1_KAF2650664.1
parmin1_KAF9733788.1	parmin1_KAF9733788.1	lopmac1_KAF2650664.1
parnod1_QRC96480.1	parnod1_QRC96480.1	parnod1_QRC96480.1
parnod1_QRD06482.1	stanod1_tyr10254	pyrtri9_tyr9886
parpol1_3559	parpol1_3559	parpol1_3559
parpol1_895	parpol1_895	parpol1_895
parpol1_tyr8651	parpol1_tyr8651	parpol1_tyr8651
parpol1_tyr8652	parpol1_tyr8652	parpol1_tyr8652
parspo1_1171913	parspo2_OAG09319.1	polfus1_16250
parspo1_tyr8656	parspo2_tyr8660	lenflu1_KAF2685016.1
parspo2_OAG09319.1	parspo2_OAG09319.1	polfus1_16250
parspo2_tyr8660	parspo2_tyr8660	lenflu1_KAF2685016.1
pasful1_KAH3646784.1	pasful1_KAH3646784.1	pasful1_KAH3646784.1
pasful1_KAH3649967.1_KAH3649832.1	pasful1_KAH3649967.1_KAH3649832.1	pasful1_KAH3649967.1_KAH3649832.1
pasful1_KAH3652355.1	pasful1_KAH3652355.1	pasful1_KAH3652355.1
patatr1_KAF2840256.1_KAF2840257.1	patatr1_KAF2840256.1_KAF2840257.1	patatr1_KAF2840256.1_KAF2840257.1
patatr1_tyr8666	patatr1_tyr8666	patatr1_tyr8666
pelfru1_QIX00731.1	pelfru1_QIX00731.1	pelfru1_QIX00731.1
penant1_10103	penant1_1867_1868	penant1_1867_1868
penant1_10542	penant1_10542	aspfla13_tyr1195
penant1_11113	penant1_11113	penbra1_9248
penant1_11477	penant1_11477	penant1_11477
penant1_1190	penant1_1190	penbra1_9248
penant1_1520	penant1_1520	penroq1_4089
penant1_1550	penant1_1550	aspnid4_tyr2028
penant1_1556	penant1_1556	aspsyd2_tyr2767
penant1_1867_1868	penant1_1867_1868	penant1_1867_1868
penant1_7462	penant1_7462	aspsyd2_tyr2767
penant1_7660	penant1_7660	penant1_7660
penant1_9474	penant1_9474	penrub2_KAF3021169.1
penant1_9577	penant1_9577	aspsyd4_tyr2803
penant1_tyr8675	penant1_tyr8675	penant1_tyr8675
penant1_tyr8683	penant1_tyr8683	penant1_tyr8683
penari1_1023	pennal1_3096	penrub2_KAF3021169.1
penari1_10600	penari1_10600	penari1_10600
penari1_2756	pencam1_12854	aspawa2_tyr663
penari1_5287	penari1_5287	penari1_5287
penari1_6500	penari1_6500	aspfla13_tyr1195
penari1_8038	penari1_8038	penari1_8038
penari1_8787	penari1_8787	aspgla1_OJJ87743.1
penari1_9656	penari1_9656	penrub2_KAF3021169.1
penari1_9878_9879	penari1_9878_9879	penari1_9878_9879
penari1_tyr8689	penari1_tyr8689	paeniv1_62125
penbra1_2470	penbra1_2470	penbra1_2470
penbra1_2788_2789	penbra1_2788_2789	aspfla13_tyr1195
penbra1_3083	penbra1_3083	penari1_5287
penbra1_3185	aspasp7_tyr611	aspasp7_tyr611
penbra1_3631	penbra1_3631	penbra1_3631
penbra1_4931	penbra1_3083	penari1_5287
penbra1_6370	penbra1_6370	hiscap1_tyr7335
penbra1_9248	penbra1_9248	penbra1_9248
penbra1_tyr8704	penbra1_tyr8704	penbra1_tyr8704
penbra1_tyr8709	penbra1_tyr8709	penbra1_tyr8709
penbra1_tyr8712	penbra1_tyr8712	penbra1_tyr8712
penbra1_tyr8715	penbra1_tyr8715	penbra1_tyr8715
pencam1_10692_10693	pencam1_10692_10693	pencam1_10692_10693
pencam1_12587_12588_12589_12590	pencam1_12587_12588_12589_12590	pencam1_12587_12588_12589_12590
pencam1_12854	pencam1_12854	aspawa2_tyr663
pencam1_14303	pencam1_14303	aspcro1_tyr1048
pencam1_162	penchr1_144858	aspfla13_tyr1195
pencam1_1744	pennal1_10463	penbra1_9248
pencam1_2521	penroq1_1359	aspasp7_tyr611
pencam1_3517	pencam1_3517	pencam1_3517
pencam1_5738	pencam1_5738	pencam1_5738
pencam1_6262_6263	pencam1_6262_6263	penroq1_4089
pencam1_7737	penroq1_70_71	paeniv1_69520
pencam1_7882	pencam1_7882	penbra1_3631
pencam1_9182_9183	pencam1_9182_9183	pencam1_9182_9183
pencam1_tyr8720	pencam1_tyr8720	pencam1_tyr8720
penchr1_137003	penchr1_137003	paeniv1_62125
penchr1_138815	aspasp6_tyr604	aspasp7_tyr611
penchr1_140703	penchr1_140703	aspasp1_tyr543
penchr1_140709	penchr1_137003	paeniv1_62125
penchr1_142271	penrub1_CAP94151.1	penrub1_CAP94151.1
penchr1_143118	pennal1_3096	penrub2_KAF3021169.1
penchr1_144858	penchr1_144858	aspfla13_tyr1195
penchr1_145210_145211_145212	penrub1_CAP95304.1_CAP95306.1	penrub1_CAP95304.1_CAP95306.1
penchr2_30653	penchr2_30653	penchr2_30653
penchr2_39153	aspthe1_tyr2957	hiscap1_tyr7335
penchr2_71351	aspasp6_tyr604	aspasp7_tyr611
pencop1_7376	pencop1_7376	asplat4_tyr1652
pencru1_tyr8745	pencru1_tyr8745	penchr2_30653
pencru1_tyr8747	pencru1_tyr8747	pendig2_EKV15317.1
pendec1_3206	pendec1_3206	pendec1_3206
pendec1_3289	pendec1_3289	penfre1_tyr8816
pendec1_5104	pendec1_5104	eurrub1_449754
pendec1_6422	pendec1_6422	pensol2_2141_2142
pendec1_tyr8754	pendec1_tyr8754	pendec1_tyr8757
pendec1_tyr8757	pendec1_tyr8757	pendec1_tyr8757
pendec1_tyr8759	pendec1_tyr8759	penbra1_tyr8709
pendec1_tyr8763	pendec1_tyr8763	pendec1_tyr8763
pendig1_1793	pendig2_EKV10556.1	aspory2_EIT83020.1_EIT83023.1
pendig1_3480_3481	pendig1_3480_3481	penroq1_7137_7138
pendig1_4006	pendig2_EKV20450.1	aspsp.1_RMJ24447.1
pendig1_5159	pendig1_5159	pendig1_5159
pendig1_5343	pendig2_EKV08549.1	talsti1_10261_10262_10263
pendig1_552	pendig1_552	aspasp7_tyr611
pendig1_6166_6167	pendig2_EKV07077.1_EKV07078.1	penbra1_9248
pendig1_6821_6822_6823	pendig2_EKV05760.1_EKV05744.1	penrub2_KAF3021169.1
pendig1_9060	pendig2_EKV21337.1	penbra1_3631
pendig1_9069	pendig2_EKV21346.1	penthy1_187711
pendig1_tyr8772	pendig2_tyr8787	pendig2_tyr8787
pendig2_EKV05760.1_EKV05744.1	pendig2_EKV05760.1_EKV05744.1	penrub2_KAF3021169.1
pendig2_EKV07077.1_EKV07078.1	pendig2_EKV07077.1_EKV07078.1	penbra1_9248
pendig2_EKV08549.1	pendig2_EKV08549.1	talsti1_10261_10262_10263
pendig2_EKV10556.1	pendig2_EKV10556.1	aspory2_EIT83020.1_EIT83023.1
pendig2_EKV15317.1	pendig2_EKV15317.1	pendig2_EKV15317.1
pendig2_EKV17642.1	pendig1_552	aspasp7_tyr611
pendig2_EKV20450.1	pendig2_EKV20450.1	aspsp.1_RMJ24447.1
pendig2_EKV21044.1	pendig2_EKV21044.1	pendig1_5159
pendig2_EKV21337.1	pendig2_EKV21337.1	penbra1_3631
pendig2_EKV21346.1	pendig2_EKV21346.1	penthy1_187711
pendig2_tyr8787	pendig2_tyr8787	pendig2_tyr8787
penexp2_2586	penexp2_2586	penexp2_2586
penexp2_6203	penexp2_6203	penroq1_4089
penfla1_1015	penfla1_1015	pensol2_2141_2142
penfla1_1073	pensp.9_KAF4772569.1	hiscap1_tyr7335
penfla1_10736	penfla1_10736	aspwes1_tyr3209
penfla1_2244	aspthe1_tyr2957	hiscap1_tyr7335
penfla1_2459	aspthe1_tyr2957	hiscap1_tyr7335
penfla1_2705	penfla1_2705	penfla1_2705
penfla1_9928	penfla1_9928	pendig2_EKV15317.1
penfla1_tyr8797	penfla1_tyr8797	aspawa2_tyr663
penfla1_tyr8805	penfla1_tyr8805	penfla1_tyr8805
penfla1_tyr8808	penfla1_tyr8808	penfre1_tyr8816
penfre1_11701	penfre1_11701	aspawa2_tyr663
penfre1_1375	penroq1_2885	hiscap1_tyr7335
penfre1_6892	penfre1_6892	penari1_5287
penfre1_8355	aspthe1_tyr2957	hiscap1_tyr7335
penfre1_9485	penthy1_188228	aspfla13_tyr1195
penfre1_tyr8815	penfre1_tyr8815	penfre1_tyr8815
penfre1_tyr8816	penfre1_tyr8816	penfre1_tyr8816
penfre1_tyr8819	penfre1_tyr8819	penfre1_tyr8819
pengri1_KXG50765.1	pendig2_EKV07077.1_EKV07078.1	penbra1_9248
pengri1_KXG51290.1	pengri2_3436	pengri2_3436
pengri1_KXG51302.1	pengri2_3448	aspell2_tyr1082
pengri1_KXG51509.1	penfre1_11701	aspawa2_tyr663
pengri2_2988	penfre1_11701	aspawa2_tyr663
pengri2_3436	pengri2_3436	pengri2_3436
pengri2_3448	pengri2_3448	aspell2_tyr1082
pengri2_3491	pendig2_EKV07077.1_EKV07078.1	penbra1_9248
penita1_KGO67332.1	penita2_2178	aspnid4_tyr2028
penita1_KGO75060.1	penita2_6623	aspnid4_tyr2031
penita1_KGO75128.1	penita1_KGO75128.1	aspfla13_tyr1195
penita1_tyr8837	penita2_tyr8842	pendec1_tyr8757
penita2_2178	penita2_2178	aspnid4_tyr2028
penita2_6558	penita1_KGO75128.1	aspfla13_tyr1195
penita2_6623	penita2_6623	aspnid4_tyr2031
penita2_tyr8842	penita2_tyr8842	pendec1_tyr8757
pennal1_10463	pennal1_10463	penbra1_9248
pennal1_11775	pennal1_11775	pennal1_11775
pennal1_1412	pennal1_1412	pennal1_1412
pennal1_1637	penchr1_137003	paeniv1_62125
pennal1_1724	pensp.9_KAF4769751.1_KAF4770149.1	aspasp7_tyr611
pennal1_2917	penfla1_9928	pendig2_EKV15317.1
pennal1_3096	pennal1_3096	penrub2_KAF3021169.1
pennal1_5329	penfla1_9928	pendig2_EKV15317.1
pennal1_8102	pennal1_8102	pennal1_8102
pennal1_8188	pensp.9_KAF4768400.1	hiscap1_tyr7384
pennal1_9555	pennal1_9555	aspwel3_tyr3172
pennal1_9557	penfla1_9928	pendig2_EKV15317.1
pennor1_2009	pencam1_12854	aspawa2_tyr663
pennor1_5293	aspsyd3_tyr2776	penrub2_KAF3021169.1
pennor1_8084	pennor1_8084	pennor1_8084
pennor1_9075_9076	penthy1_174382	penthy1_174382
pennor1_9611	pennor1_9611	pennor1_9611
pennor1_9853	pensp.9_KAF4759935.1	paeniv1_69520
pennor1_tyr8865	pennor1_tyr8865	pennor1_tyr8865
pennor1_tyr8869	pennor1_tyr8869	pennor1_tyr8869
penoxa1_1144	penoxa1_1144	aspnov3_tyr2184
penoxa1_3989	penchr1_137003	paeniv1_62125
penoxa1_5738_5739	penoxa1_5738_5739	penoxa1_5738_5739
penoxa1_6225	penoxa1_6225	penoxa1_6225
penoxa1_tyr8890	penoxa1_tyr8890	penoxa1_tyr8890
penpol1_7818	penita1_KGO75128.1	aspfla13_tyr1195
penrol1_KAF3392855.1	penrol1_KAF3392855.1	aspgla1_OJJ83717.1
penrol1_KAF3394006.1	penrol1_KAF3394006.1	aspscl4_RJE24476.1
penrol1_KAF3394555.1	penrol1_KAF3394555.1	penrol1_KAF3394555.1
penrol1_KAF3398128.1	penchr1_137003	paeniv1_62125
penrol1_KAF3403925.1	penbra1_3083	penari1_5287
penrol1_tyr8898	penrol1_tyr8898	pennor1_8084
penrol1_tyr8900	penrol1_tyr8900	pennor1_tyr8865
penroq1_11060_11061	penroq1_11060_11061	aspasp1_tyr543
penroq1_11388	penchr1_137003	paeniv1_62125
penroq1_1359	penroq1_1359	aspasp7_tyr611
penroq1_2885	penroq1_2885	hiscap1_tyr7335
penroq1_3636	penant1_1520	penroq1_4089
penroq1_3856	penroq1_3856	penroq1_3856
penroq1_4089	penroq1_4089	penroq1_4089
penroq1_6985_6986_6987	penroq1_6985_6986_6987	penroq1_4089
penroq1_70_71	penroq1_70_71	paeniv1_69520
penroq1_7137_7138	penroq1_7137_7138	penroq1_7137_7138
penroq1_8815	penroq1_2885	hiscap1_tyr7335
penroq1_9262	penroq1_9262	penrub2_KAF3027235.1
penrub1_CAP79230.1	penchr1_137003	paeniv1_62125
penrub1_CAP83015.1	penchr1_140703	aspasp1_tyr543
penrub1_CAP83021.1	penchr1_137003	paeniv1_62125
penrub1_CAP91150.1	aspasp6_tyr604	aspasp7_tyr611
penrub1_CAP94151.1	penrub1_CAP94151.1	penrub1_CAP94151.1
penrub1_CAP94869.1	pennal1_3096	penrub2_KAF3021169.1
penrub1_CAP94952.1	penchr1_144858	aspfla13_tyr1195
penrub1_CAP95304.1_CAP95306.1	penrub1_CAP95304.1_CAP95306.1	penrub1_CAP95304.1_CAP95306.1
penrub2_KAF2998723.1	pendig2_EKV07077.1_EKV07078.1	penbra1_9248
penrub2_KAF3005399.1	pennal1_3096	penrub2_KAF3021169.1
penrub2_KAF3005487.1_KAF3005488.1	penrub2_KAF3005487.1_KAF3005488.1	aspflo1_tyr1229
penrub2_KAF3005493.1	penchr1_140703	aspasp1_tyr543
penrub2_KAF3006187.1	penchr1_144858	aspfla13_tyr1195
penrub2_KAF3008240.1	aspsyd3_tyr2776	penrub2_KAF3021169.1
penrub2_KAF3008999.1	aspasp6_tyr604	aspasp7_tyr611
penrub2_KAF3010384.1	penchr1_137003	paeniv1_62125
penrub2_KAF3013393.1	penrub2_KAF3013393.1	aspvad2_tyr3117
penrub2_KAF3021169.1	penrub2_KAF3021169.1	penrub2_KAF3021169.1
penrub2_KAF3027235.1	penrub2_KAF3027235.1	penrub2_KAF3027235.1
pensol2_11340	pensol2_11340	pensp.9_tyr8981
pensol2_1561	pendig1_3480_3481	penroq1_7137_7138
pensol2_2141_2142	pensol2_2141_2142	pensol2_2141_2142
pensol2_2168	penthy1_188228	aspfla13_tyr1195
pensol2_2417	pensol2_2417	pensol2_2417
pensol2_4801_4802	pensol2_4801_4802	penrub2_KAF3027235.1
pensol2_8194	pensp.9_tyr8981	pensp.9_tyr8981
pensol2_tyr8939	pensol2_tyr8939	penfre1_tyr8816
pensp.10_PCG88353.1	pensp.11_PCG88512.1	paeniv1_62125
pensp.10_PCG88702.1	pensp.10_PCG88702.1	aspasp7_tyr611
pensp.10_PCG88734.1	pensp.11_PCG88942.1	pensp.11_PCG88942.1
pensp.10_PCG89207.1	pensp.11_PCG89402.1	talisl1_3172
pensp.10_tyr8947	pensp.11_tyr8956	pensp.11_tyr8956
pensp.10_tyr8949	pensp.11_tyr8960	pensp.11_tyr8960
pensp.10_tyr8950	pensp.11_tyr8953	talrug1_QKX60769.1
pensp.10_tyr8952	pensp.11_tyr8953	talrug1_QKX60769.1
pensp.11_PCG88512.1	pensp.11_PCG88512.1	paeniv1_62125
pensp.11_PCG88820.1	pensp.10_PCG88702.1	aspasp7_tyr611
pensp.11_PCG88942.1	pensp.11_PCG88942.1	pensp.11_PCG88942.1
pensp.11_PCG89402.1	pensp.11_PCG89402.1	talisl1_3172
pensp.11_tyr8953	pensp.11_tyr8953	talrug1_QKX60769.1
pensp.11_tyr8956	pensp.11_tyr8956	pensp.11_tyr8956
pensp.11_tyr8957	pensp.11_tyr8953	talrug1_QKX60769.1
pensp.11_tyr8960	pensp.11_tyr8960	pensp.11_tyr8960
pensp.6_669036	pensp.6_669036	pensp.6_669036
pensp.7_KAF7712141.1	aspthe1_tyr2957	hiscap1_tyr7335
pensp.7_KAF7712914.1	pensp.8_KAF7730876.1	hiscap1_tyr7335
pensp.7_tyr8972	pensp.8_tyr8975	pensp.8_tyr8975
pensp.7_tyr8974	pensp.8_tyr8976	pensp.8_tyr8976
pensp.8_KAF7727673.1	aspthe1_tyr2957	hiscap1_tyr7335
pensp.8_KAF7730876.1	pensp.8_KAF7730876.1	hiscap1_tyr7335
pensp.8_tyr8975	pensp.8_tyr8975	pensp.8_tyr8975
pensp.8_tyr8976	pensp.8_tyr8976	pensp.8_tyr8976
pensp.9_KAF4759935.1	pensp.9_KAF4759935.1	paeniv1_69520
pensp.9_KAF4763348.1	penrub2_KAF3027235.1	penrub2_KAF3027235.1
pensp.9_KAF4763365.1	penthy1_188228	aspfla13_tyr1195
pensp.9_KAF4765341.1	pensp.9_KAF4765341.1	pensp.9_KAF4765341.1
pensp.9_KAF4766359.1	pensp.9_KAF4766359.1	penthy1_187711
pensp.9_KAF4766387.1	pendig2_EKV07077.1_EKV07078.1	penbra1_9248
pensp.9_KAF4768217.1	pendig2_EKV07077.1_EKV07078.1	penbra1_9248
pensp.9_KAF4768400.1	pensp.9_KAF4768400.1	hiscap1_tyr7384
pensp.9_KAF4768778.1	penchr1_144858	aspfla13_tyr1195
pensp.9_KAF4769287.1	penchr1_137003	paeniv1_62125
pensp.9_KAF4769751.1_KAF4770149.1	pensp.9_KAF4769751.1_KAF4770149.1	aspasp7_tyr611
pensp.9_KAF4770043.1	penchr1_137003	paeniv1_62125
pensp.9_KAF4770674.1	pencam1_12854	aspawa2_tyr663
pensp.9_KAF4770965.1	pensp.9_KAF4770965.1	penari1_5287
pensp.9_KAF4771591.1	penchr1_144858	aspfla13_tyr1195
pensp.9_KAF4772569.1	pensp.9_KAF4772569.1	hiscap1_tyr7335
pensp.9_KAF4772654.1	penchr1_144858	aspfla13_tyr1195
pensp.9_tyr8981	pensp.9_tyr8981	pensp.9_tyr8981
penste1_6620_6621	penste1_6620_6621	penste1_6620_6621
penste1_tyr8997	penste1_tyr8997	penbra1_3631
pensub1_OKO89277.1	pensub1_OKO89277.1	aspwel3_tyr3177
pensub1_OKO97598.1	penbra1_2788_2789	aspfla13_tyr1195
pensub1_OKP02204.1	penbra1_2788_2789	aspfla13_tyr1195
pensub1_OKP07148.1	pensub1_OKP07148.1	pensp.11_tyr8956
pensub1_OKP07507.1	pensub1_OKP09913.1_OKP09914.1	pensub1_OKP09913.1_OKP09914.1
pensub1_OKP08624.1	pensub1_tyr9013	pensub1_tyr9013
pensub1_OKP09507.1	pensub1_tyr9019	asplat7_tyr1724
pensub1_OKP09913.1_OKP09914.1	pensub1_OKP09913.1_OKP09914.1	pensub1_OKP09913.1_OKP09914.1
pensub1_OKP10016.1	pensub1_OKP10024.1	pensp.9_tyr8981
pensub1_OKP10024.1	pensub1_OKP10024.1	pensp.9_tyr8981
pensub1_OKP10030.1_OKP10031.1	pensub1_OKP10032.1_OKP10033.1	pensub1_OKP10032.1_OKP10033.1
pensub1_OKP10032.1_OKP10033.1	pensub1_OKP10032.1_OKP10033.1	pensub1_OKP10032.1_OKP10033.1
pensub1_OKP11159.1_OKP11160.1	pensub1_OKP11159.1_OKP11160.1	pensub1_OKP11159.1_OKP11160.1
pensub1_OKP11304.1	pensub1_OKP11304.1	aspfis5_tyr1176
pensub1_OKP11870.1	pensub1_OKP11870.1	pennal1_1412
pensub1_OKP14968.1	pensub1_OKP10024.1	pensp.9_tyr8981
pensub1_tyr9005	pensub1_tyr9005	pensub1_tyr9005
pensub1_tyr9007	pensub1_tyr9007	pensub1_tyr9007
pensub1_tyr9013	pensub1_tyr9013	pensub1_tyr9013
pensub1_tyr9019	pensub1_tyr9019	asplat7_tyr1724
pensub1_tyr9024	pensub1_tyr9024	pensub1_tyr9024
penthy1_125552	penchr1_144858	aspfla13_tyr1195
penthy1_174382	penthy1_174382	penthy1_174382
penthy1_175460	pensp.9_KAF4765341.1	pensp.9_KAF4765341.1
penthy1_187711	penthy1_187711	penthy1_187711
penthy1_188228	penthy1_188228	aspfla13_tyr1195
penthy1_208992	penthy1_208992	penthy1_208992
penthy1_tyr9039	penthy1_tyr9039	penthy1_tyr9039
penvul1_3873	penvul1_3873	asppar13_tyr2371
penvul1_4157	penvul1_4157	penrub2_KAF3027235.1
penvul1_6858	penvul1_6858	penroq1_4089
penvul1_7440	penvul1_7440	penrub2_KAF3021169.1
penvul1_tyr9040	penvul1_tyr9040	penvul1_tyr9040
